class_i,ASCUS_s,LSIL_s,ASCH_s,HSIL_s,SCC_s,ASCUS_s_005,LSIL_s_005,ASCH_s_005,HSIL_s_005,SCC_s_005,ASCUS_s_01,LSIL_s_01,ASCH_s_01,HSIL_s_01,SCC_s_01,ASCUS_s_02,LSIL_s_02,ASCH_s_02,HSIL_s_02,SCC_s_02,ASCUS_s_03,LSIL_s_03,ASCH_s_03,HSIL_s_03,SCC_s_03,ASCUS_s_04,LSIL_s_04,ASCH_s_04,HSIL_s_04,SCC_s_04,ASCUS_s_05,LSIL_s_05,ASCH_s_05,HSIL_s_05,SCC_s_05,ASCUS_s_06,LSIL_s_06,ASCH_s_06,HSIL_s_06,SCC_s_06,ASCUS_s_07,LSIL_s_07,ASCH_s_07,HSIL_s_07,SCC_s_07,ASCUS_s_08,LSIL_s_08,ASCH_s_08,HSIL_s_08,SCC_s_08,ASCUS_s_09,LSIL_s_09,ASCH_s_09,HSIL_s_09,SCC_s_09,ASCUS_s_099,LSIL_s_099,ASCH_s_099,HSIL_s_099,SCC_s_099,ASCUS_c,LSIL_c,ASCH_c,HSIL_c,SCC_c,ASCUS_c_01,LSIL_c_01,ASCH_c_01,HSIL_c_01,SCC_c_01,ASCUS_c_02,LSIL_c_02,ASCH_c_02,HSIL_c_02,SCC_c_02,ASCUS_c_03,LSIL_c_03,ASCH_c_03,HSIL_c_03,SCC_c_03,ASCUS_c_04,LSIL_c_04,ASCH_c_04,HSIL_c_04,SCC_c_04,ASCUS_c_05,LSIL_c_05,ASCH_c_05,HSIL_c_05,SCC_c_05,ASCUS_c_06,LSIL_c_06,ASCH_c_06,HSIL_c_06,SCC_c_06,ASCUS_c_07,LSIL_c_07,ASCH_c_07,HSIL_c_07,SCC_c_07,ASCUS_c_08,LSIL_c_08,ASCH_c_08,HSIL_c_08,SCC_c_08,ASCUS_c_09,LSIL_c_09,ASCH_c_09,HSIL_c_09,SCC_c_09,ASCUS_c_099,LSIL_c_099,ASCH_c_099,HSIL_c_099,SCC_c_099,ASCUS_c_0999,LSIL_c_0999,ASCH_c_0999,HSIL_c_0999,SCC_c_0999,w_mean,h_mean,v_mean,w_01,w_02,w_03,w_04,w_05,w_06,w_07,w_08,w_09,h_01,h_02,h_03,h_04,h_05,h_06,h_07,h_08,h_09,d_01,d_02,d_03,d_04,d_05,d_06,d_07,d_08,d_09,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09
0,314,107,1,26,2,250,105,0,26,2,203,78,0,16,2,162,54,0,8,1,130,46,0,6,1,109,40,0,5,1,96,34,0,4,1,84,31,0,4,1,68,19,0,2,0,55,11,0,2,0,38,6,0,1,0,10,1,0,0,0,262,144,0,35,9,262,144,0,35,9,262,144,0,35,9,262,144,0,35,9,261,143,0,35,9,249,138,0,35,8,227,121,0,33,8,190,108,0,32,7,154,97,0,29,6,104,66,0,24,4,18,33,0,15,2,4,15,0,7,0,146.7219172,148.5335857,24327.43073,75.8157899,104.5987556,117.7474263,132.8683072,141.3858645,154.103778,165.2873228,178.8554566,198.6242373,75.8157899,104.5987556,117.7474263,132.8683072,141.3858645,154.103778,165.2873228,178.8554566,198.6242373,152.0902927,172.1281233,181.0115668,192.1239125,208.5899039,221.4900024,229.7324851,242.9164378,261.7099568,10586.61591,13166.53646,15163.7325,16683.64788,20087.75813,23432.14484,25465.98021,28112.38698,32216.67712
0,544,134,53,116,3,371,110,25,114,3,295,83,14,73,3,232,55,8,46,3,199,41,6,39,1,179,37,5,25,1,157,29,4,18,1,133,24,3,17,1,103,22,1,14,1,86,13,1,10,0,57,6,1,3,0,15,1,0,0,0,379,189,42,230,10,379,189,42,230,10,379,189,42,230,10,377,189,42,228,10,370,187,41,227,10,357,180,38,221,10,320,165,37,208,8,274,154,32,194,8,224,139,25,177,7,164,115,23,154,7,58,53,14,78,5,22,28,8,33,3,114.5013582,112.0036865,15793.88904,42.6051145,52.5515378,67.7280396,88.1412966,106.70784,127.3590208,144.5678803,166.5621142,192.235884,42.6051145,52.5515378,67.7280396,88.1412966,106.70784,127.3590208,144.5678803,166.5621142,192.235884,61.42370955,77.72041827,98.5119654,136.9959089,164.5591575,184.2417997,213.7003482,231.571694,260.034174,1813.65894,2952.166602,4536.096523,8939.065231,12766.34575,15638.83569,20945.89042,25123.33143,29596.65927
0,472,182,16,110,0,299,152,7,108,0,237,115,4,60,0,189,76,2,31,0,157,63,2,24,0,134,51,1,19,0,115,38,0,12,0,89,30,0,9,0,74,20,0,4,0,62,15,0,1,0,40,10,0,1,0,9,1,0,0,0,307,242,8,221,2,307,242,8,221,2,307,242,8,221,2,307,242,8,221,2,305,240,8,221,2,291,232,8,219,1,257,219,7,212,1,223,192,5,204,1,179,172,3,193,1,131,146,1,171,1,56,80,0,104,1,21,45,0,57,1,140.2436812,141.3045742,24712.71871,36.9936152,63.9754148,94.5509346,116.7470404,134.9675905,157.0110716,173.7644544,193.704567,223.643487,36.9936152,63.9754148,94.5509346,116.7470404,134.9675905,157.0110716,173.7644544,193.704567,223.643487,56.02726143,100.9720466,143.3673835,177.7433321,207.7741267,231.0135451,248.6771164,279.254692,324.6226096,1479.982751,4848.151588,9524.148061,14701.69597,20783.98074,24820.6336,29029.54593,35458.99297,49339.4198
0,580,76,113,507,0,393,49,30,494,0,335,34,27,326,0,266,19,13,206,0,236,13,10,143,0,208,11,4,97,0,188,7,2,74,0,173,5,0,53,0,154,2,0,39,0,137,2,0,23,0,111,2,0,4,0,46,0,0,0,0,394,69,24,786,3,394,69,24,786,3,394,69,24,786,3,393,68,24,786,3,390,68,24,783,3,377,66,22,770,3,339,61,19,743,2,289,57,12,705,2,243,51,11,643,2,190,44,7,563,2,61,19,4,328,0,16,12,3,136,0,92.68740519,91.1765128,12631.85098,30.6403235,35.875763,41.246887,49.088135,69.514732,100.371338,118.2755795,141.893936,172.9673805,30.6403235,35.875763,41.246887,49.088135,69.514732,100.371338,118.2755795,141.893936,172.9673805,44.24813987,51.32227144,58.64493167,69.61314636,104.9266622,153.5367901,176.1799309,202.6092354,236.5885909,929.8934552,1261.014825,1680.160627,2356.707421,5162.014142,11098.14358,14397.62299,18534.42945,26230.72842
0,640,30,104,271,2,532,17,38,264,2,439,12,22,143,1,377,9,11,71,0,320,7,7,47,0,289,4,6,35,0,260,3,5,26,0,237,3,5,15,0,218,3,4,9,0,190,1,2,5,0,149,1,0,3,0,67,0,0,0,0,543,20,30,450,4,543,20,30,450,4,543,20,30,450,4,543,20,30,450,4,536,20,30,447,4,514,20,29,442,3,459,18,28,426,3,411,16,24,401,3,342,15,19,377,2,247,13,15,323,1,92,6,7,179,1,16,4,1,76,1,109.9752335,108.7740297,17181.67894,33.510654,41.3757442,59.1133604,81.049155,99.951538,114.8993044,132.3425418,154.0330688,183.3159426,33.510654,41.3757442,59.1133604,81.049155,99.951538,114.8993044,132.3425418,154.0330688,183.3159426,49.17613254,61.58860369,86.61658093,120.8097783,150.7994982,169.5521483,185.2913724,221.1722291,250.0651237,1132.658167,1816.594333,3508.702587,6606.073857,10739.69827,13494.24085,16644.03409,23300.34784,29613.60792
0,1833,95,1489,376,0,726,21,1109,366,0,532,12,913,216,0,352,6,724,124,0,279,5,610,82,0,219,4,520,58,0,177,1,459,34,0,137,1,386,23,0,114,1,325,15,0,82,0,257,8,0,46,0,178,5,0,7,0,39,0,0,744,25,1975,1036,13,744,25,1975,1036,13,744,25,1975,1036,13,744,25,1974,1035,13,735,24,1965,1032,13,725,24,1941,1015,12,692,23,1882,972,10,659,22,1824,930,7,622,18,1748,878,5,536,14,1608,766,3,331,4,1212,505,3,138,0,870,281,2,167.2671821,159.9472774,42006.239,47.667554,58.8757152,71.732971,86.0371338,103.038834,126.441565,176.7515044,269.5815152,417.492065,47.667554,58.8757152,71.732971,86.0371338,103.038834,126.441565,176.7515044,269.5815152,417.492065,74.61826371,91.4675886,105.1801582,121.7724933,149.7617485,183.8230941,272.112848,387.9758018,579.6464427,2639.426411,3933.686248,5265.603519,6697.575217,10492.82978,15431.99803,34068.39488,65257.93678,135704.0342
0,668,94,130,225,1,458,46,103,221,1,315,35,81,127,0,207,18,68,72,0,150,15,61,44,0,110,13,55,33,0,81,11,48,25,0,63,9,44,17,0,46,6,34,14,0,33,5,25,10,0,18,0,16,5,0,2,0,3,1,0,478,67,191,377,5,478,67,191,377,5,478,67,191,377,5,478,67,191,376,5,477,67,189,370,5,470,64,187,342,5,437,57,185,317,3,407,53,185,289,3,380,42,183,257,1,326,31,176,219,1,177,10,145,113,0,65,2,125,51,0,107.936788,103.7830492,16982.45914,51.3445984,60.453275,67.9929836,76.4427476,85.462738,94.7162838,106.2142948,120.0246402,159.2911492,51.3445984,60.453275,67.9929836,76.4427476,85.462738,94.7162838,106.2142948,120.0246402,159.2911492,77.68351475,89.99791912,100.3578696,109.0225776,116.8382404,137.1103283,147.4850485,165.2623962,231.6427826,2832.05357,3843.556575,4843.837194,5675.437993,6460.620323,9127.825142,10372.34949,12873.59139,25736.59135
0,366,94,10,29,1,288,89,6,29,1,227,68,5,18,1,168,49,1,10,1,146,39,0,7,1,129,24,0,5,1,106,15,0,5,1,91,14,0,3,1,74,11,0,1,0,57,8,0,0,0,42,4,0,0,0,8,0,0,0,0,288,152,7,50,3,288,152,7,50,3,288,152,7,50,3,287,152,7,50,3,278,152,7,50,3,264,146,7,47,1,233,130,7,46,1,199,120,7,40,1,169,107,7,35,1,128,85,5,29,1,37,43,3,13,0,19,21,3,6,0,145.9504906,143.9190537,22516.54638,65.8656003,94.4183354,113.2770187,131.7477418,147.045624,158.1233248,173.7152127,189.3970908,214.1556821,65.8656003,94.4183354,113.2770187,131.7477418,147.045624,158.1233248,173.7152127,189.3970908,214.1556821,105.7938924,156.6486972,173.9305347,193.5851362,218.8334619,228.6039992,243.1708502,254.1720849,293.4751913,4848.339378,11001.62781,13957.16976,17079.13562,22539.36416,24701.21219,26855.31555,29781.5651,37522.17648
0,212,22,47,377,2,167,9,11,371,2,137,4,8,219,2,114,1,5,103,2,97,1,2,69,1,89,0,0,49,1,82,0,0,36,1,73,0,0,24,1,67,0,0,19,0,59,0,0,6,0,44,0,0,2,0,16,0,0,0,0,169,7,4,471,9,169,7,4,471,9,169,7,4,471,9,169,7,4,469,8,168,7,4,466,7,160,7,4,459,6,145,6,4,445,4,122,4,4,421,4,103,3,4,399,3,76,3,3,368,3,25,2,1,224,2,6,1,1,108,0,78.37360854,79.14765964,10019.34881,30.066516,34.7224094,39.7122713,44.9761698,50.782171,60.499219,89.3799983,124.1403202,159.6357015,30.066516,34.7224094,39.7122713,44.9761698,50.782171,60.499219,89.3799983,124.1403202,159.6357015,43.98286798,50.30716635,56.22652888,63.62040684,71.26842242,87.44347343,145.4675287,180.1723599,224.8959485,893.4687997,1218.634804,1514.036951,1978.416876,2428.592806,3566.507693,9549.841237,15189.96117,24175.67403
0,1427,393,5,25,2,993,387,1,25,2,777,306,1,20,2,592,222,1,15,0,461,161,1,9,0,369,125,1,6,0,306,103,0,4,0,267,75,0,3,0,217,54,0,3,0,150,39,0,1,0,85,17,0,1,0,10,1,0,0,0,1023,775,0,50,4,1023,775,0,50,4,1023,775,0,50,4,1023,775,0,50,3,1020,774,0,50,3,999,763,0,48,2,907,707,0,48,0,799,647,0,44,0,686,594,0,41,0,525,492,0,33,0,211,263,0,11,0,65,137,0,6,0,161.434549,157.1555229,30181.64068,92.6479309,108.6001984,121.3116022,133.9443968,145.676529,158.5089848,172.0620337,188.6659794,224.7979481,92.6479309,108.6001984,121.3116022,133.9443968,145.676529,158.5089848,172.0620337,188.6659794,224.7979481,150.020089,164.4043775,175.4873806,187.0988125,209.1048105,223.1281563,234.4377482,252.9122507,324.4806349,10524.23734,12633.01401,14598.54835,16523.6524,20405.73891,23639.70046,26241.0245,30168.59954,48681.99966
0,815,296,377,651,1,425,220,87,642,1,334,169,63,440,1,253,133,37,274,1,205,110,30,196,1,179,83,25,152,1,156,72,18,113,0,136,59,13,84,0,107,47,11,62,0,82,30,8,46,0,57,14,6,23,0,8,2,1,1,0,447,323,5,1354,11,447,323,5,1354,11,447,323,5,1353,11,445,322,5,1353,11,435,320,5,1350,11,415,315,4,1340,11,371,289,4,1302,7,332,254,3,1276,7,255,230,2,1241,4,192,196,1,1159,3,65,118,0,933,0,21,65,0,659,0,111.0371596,110.5544538,16027.5516,40.6139025,49.3446896,61.4246212,76.6651858,95.93042,113.5426026,136.4570675,161.7682556,195.0772521,40.6139025,49.3446896,61.4246212,76.6651858,95.93042,113.5426026,136.4570675,161.7682556,195.0772521,62.74009478,76.09362544,89.61515521,108.5281899,146.7909395,167.8559182,204.3401528,230.646643,268.4809501,1884.00712,2720.434771,3746.140885,5324.020783,10068.94651,13166.91191,18063.11753,25110.05121,33090.233
0,29,24,0,1,0,14,22,0,1,0,8,16,0,1,0,3,10,0,1,0,3,9,0,1,0,3,8,0,1,0,2,8,0,0,0,1,5,0,0,0,1,3,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,14,36,0,2,2,14,36,0,2,2,14,36,0,2,2,14,36,0,2,2,14,35,0,2,2,13,35,0,2,2,11,33,0,2,2,7,31,0,1,2,6,29,0,1,2,6,26,0,1,2,2,15,0,1,1,2,13,0,1,1,189.5839219,223.9583638,44321.56841,102.8775546,145.875305,159.8094912,178.2251284,188.659073,200.8978028,216.522795,237.4535768,263.5648531,102.8775546,145.875305,159.8094912,178.2251284,188.659073,200.8978028,216.522795,237.4535768,263.5648531,213.8126794,235.6097228,246.6967298,262.0784594,299.1703886,314.0854684,331.6568464,349.5137007,430.3186837,19390.38259,26021.62889,29360.3258,32341.56524,40859.19092,47457.51602,51748.07934,58365.4599,82952.20224
0,1660,1411,26,128,0,369,1363,6,126,0,274,1127,4,88,0,192,884,1,51,0,161,730,1,40,0,127,615,1,26,0,102,523,1,18,0,86,431,1,14,0,75,344,1,6,0,52,253,1,2,0,29,154,1,1,0,1,30,0,0,0,200,2713,1,311,0,200,2713,1,311,0,200,2713,1,311,0,200,2713,1,311,0,200,2712,1,311,0,196,2710,1,311,0,178,2689,1,308,0,159,2654,1,304,0,142,2611,1,301,0,113,2540,1,298,0,62,2230,1,283,0,36,1878,0,265,0,153.0597076,154.175209,28846.58821,73.6489994,97.8337676,114.1108038,126.9351504,142.439392,156.6195558,170.9665036,188.4372074,218.906787,73.6489994,97.8337676,114.1108038,126.9351504,142.439392,156.6195558,170.9665036,188.4372074,218.906787,108.6164061,153.2823319,167.7267502,181.1905348,209.9454145,225.4938007,238.9987526,261.431153,321.4233358,5446.560827,10936.18684,13202.09808,15571.7355,20806.26635,24553.17648,27377.72643,32147.85688,48764.9709
0,1469,437,85,177,1,985,386,26,174,1,729,294,16,109,0,552,218,8,65,0,449,175,6,43,0,369,140,5,30,0,300,110,3,23,0,253,96,3,14,0,193,77,2,7,0,132,59,0,5,0,70,30,0,2,0,6,3,0,0,0,1020,701,2,438,8,1020,701,2,438,8,1020,701,2,438,8,1020,701,2,436,8,1014,698,2,432,8,995,688,2,422,7,909,647,1,410,7,809,599,1,400,6,722,548,1,371,6,575,483,1,339,5,244,278,1,245,4,84,165,1,167,2,124.6139277,124.1754751,19315.77039,55.1570316,71.4163086,85.501722,99.5212404,111.700634,125.1772872,140.8882808,164.5713486,193.7753664,55.1570316,71.4163086,85.501722,99.5212404,111.700634,125.1772872,140.8882808,164.5713486,193.7753664,84.00917653,104.7521315,130.4955879,149.1096945,164.8387749,178.7444034,203.6871032,226.7695824,272.3946392,3325.851152,5182.896108,7994.637538,10454.84846,12727.61267,15024.42503,18148.0562,24646.19675,33442.0369
0,2630,543,47,65,1,1763,507,17,63,1,1317,396,13,50,1,947,284,10,31,0,749,229,6,22,0,591,179,5,18,0,489,140,5,12,0,402,103,5,7,0,325,75,3,6,0,256,46,0,5,0,163,22,0,3,0,17,3,0,0,0,1835,1184,1,251,15,1835,1184,1,251,15,1835,1184,1,251,15,1835,1184,1,250,15,1828,1182,1,250,14,1808,1171,1,249,13,1676,1076,1,241,12,1514,990,1,234,10,1304,878,1,220,9,1018,727,1,199,7,405,391,1,145,5,103,192,0,95,2,116.1455735,117.1873185,15173.63983,68.8541255,84.452637,94.342621,103.554001,110.767906,117.373291,125.695395,137.162933,160.265007,68.8541255,84.452637,94.342621,103.554001,110.767906,117.373291,125.695395,137.162933,160.265007,107.9267104,134.5636812,144.8398776,152.814666,160.3689853,167.9383418,176.101697,188.2050261,222.2969212,5311.383618,8533.287325,9922.074861,10962.38163,12240.26994,13435.99362,14716.77934,16785.23391,23679.94452
0,3515,952,13,40,5,2065,915,2,36,5,1505,743,1,16,2,1053,568,0,11,1,814,446,0,6,1,651,353,0,3,1,519,285,0,2,1,411,213,0,2,1,330,166,0,2,0,229,109,0,0,0,128,54,0,0,0,14,6,0,0,0,2113,2214,0,166,32,2113,2214,0,166,32,2113,2214,0,166,32,2113,2214,0,166,31,2106,2212,0,165,31,2068,2199,0,163,27,1885,2099,0,155,25,1692,1960,0,143,24,1471,1815,0,136,20,1189,1600,0,123,13,543,975,0,88,3,226,561,0,52,1,128.1166217,126.4401461,18216.28818,75.5102662,89.1355346,100.2557868,109.1306,118.051269,126.932672,138.247363,156.1738396,184.02063,75.5102662,89.1355346,100.2557868,109.1306,118.051269,126.932672,138.247363,156.1738396,184.02063,110.3438981,137.9312826,149.110194,158.0848791,167.3638797,177.0288372,190.3102336,223.3177322,255.4876463,5667.099934,9133.953705,10593.4087,11862.15784,13268.08501,14868.88024,17011.64391,24044.87643,30391.53017
0,1042,329,98,209,5,620,266,23,202,5,437,208,18,151,3,315,141,14,85,3,238,112,12,58,2,198,94,9,46,2,155,79,7,32,2,129,63,4,21,2,100,49,3,16,1,78,38,2,12,0,45,16,2,7,0,2,1,0,0,0,637,533,4,457,52,637,533,4,457,52,637,533,4,457,52,636,533,4,454,52,631,532,3,446,51,613,526,3,432,47,556,491,2,402,46,504,448,2,373,41,428,395,2,341,35,327,338,1,292,29,124,184,0,150,18,34,97,0,63,12,118.5371633,117.1329824,16821.05785,50.6556736,64.4558108,79.1195862,93.5253636,106.79181,121.3271916,136.8380006,158.8575102,187.73284,50.6556736,64.4558108,79.1195862,93.5253636,106.79181,121.3271916,136.8380006,158.8575102,187.73284,79.01977119,96.16280323,112.5880335,145.3783353,160.966088,174.2210128,192.7151436,225.8448561,256.6806541,2914.068815,4348.139755,5970.162511,9857.316685,11848.20075,13962.06722,17091.6824,24183.16719,30186.2962
0,2584,608,43,59,0,1961,578,17,59,0,1631,487,13,49,0,1256,392,8,32,0,1064,323,6,28,0,901,268,5,26,0,758,233,4,21,0,620,185,3,18,0,518,137,1,13,0,395,95,1,7,0,260,46,0,6,0,34,6,0,1,0,2037,1068,3,184,2,2037,1068,3,184,2,2037,1068,3,184,2,2037,1067,3,184,2,2035,1065,3,184,2,2004,1051,2,177,1,1867,952,2,172,1,1706,855,2,163,1,1522,742,1,151,1,1244,584,1,137,0,536,296,0,84,0,181,157,0,45,0,129.7726684,132.4233635,18760.77865,79.3518466,94.0421868,104.1490118,113.6103634,121.5050045,131.7815796,142.9741942,158.8794004,184.9638061,79.3518466,94.0421868,104.1490118,113.6103634,121.5050045,131.7815796,142.9741942,158.8794004,184.9638061,125.3832892,145.4631752,158.030082,168.6602063,177.6020945,187.2743918,208.4239665,225.0218434,248.3418698,6823.833857,9996.982108,11741.55523,13463.8016,14908.28283,16574.98721,20035.83591,24177.71557,28549.23334
0,785,327,17,123,4,475,293,2,122,4,355,230,1,88,2,253,176,1,52,1,206,143,1,42,1,170,108,0,36,1,144,84,0,26,1,116,67,0,20,0,80,50,0,13,0,54,41,0,6,0,27,26,0,3,0,4,6,0,0,0,480,550,0,220,6,480,550,0,220,6,480,550,0,220,6,480,550,0,219,6,480,548,0,219,6,471,539,0,216,5,439,496,0,210,4,398,456,0,204,4,355,410,0,194,4,300,347,0,175,4,109,194,0,126,4,31,118,0,77,0,161.1125685,162.1785417,32423.90761,60.235245,99.174134,120.9775695,137.427704,152.370716,164.617599,179.5647425,193.807373,231.6635665,60.235245,99.174134,120.9775695,137.427704,152.370716,164.617599,179.5647425,193.807373,231.6635665,91.15594458,165.1316115,183.0517463,211.7071941,224.6306234,234.6813608,247.1717532,266.1342949,327.2179101,3897.996982,12542.05491,15839.73306,20783.43152,24104.07332,26102.63326,28607.97943,33448.0243,48725.02447
0,400,358,0,13,0,170,355,0,13,0,132,282,0,10,0,97,206,0,6,0,86,154,0,4,0,74,130,0,3,0,61,100,0,3,0,49,73,0,2,0,40,51,0,1,0,30,29,0,1,0,12,15,0,0,0,2,4,0,0,0,159,592,0,18,2,159,592,0,18,2,159,592,0,18,2,159,592,0,18,2,159,592,0,18,2,157,590,0,18,2,135,561,0,18,2,119,534,0,18,2,99,500,0,16,2,77,442,0,16,2,20,304,0,14,2,7,204,0,8,1,178.64217,179.2005116,37419.47195,101.789245,120.284855,136.550316,151.77597,164.872726,175.449402,187.913926,207.451782,262.569458,101.789245,120.284855,136.550316,151.77597,164.872726,175.449402,187.913926,207.451782,262.569458,163.7347976,182.0938194,213.1778376,224.7677027,237.2320186,247.9423036,264.0507712,299.4310897,348.7976448,12448.21043,15959.71403,21550.61516,24372.28837,26564.3882,29117.68534,33121.15829,42751.62169,56509.46385
0,1248,455,215,328,1,792,365,60,327,1,666,274,46,229,1,527,201,29,136,1,449,158,22,97,1,387,125,14,72,1,335,93,9,54,1,297,74,8,35,0,237,58,6,28,0,190,42,4,20,0,123,22,1,14,0,15,3,0,4,0,806,615,37,777,12,806,615,37,777,12,806,615,37,777,12,805,615,37,773,12,802,613,35,770,12,784,606,28,763,12,703,574,23,739,12,632,536,20,711,10,522,493,16,681,10,409,415,10,620,8,159,246,2,455,5,54,147,0,273,5,144.479976,145.677098,28594.91757,52.512854,73.3489434,90.6067198,108.5846314,125.902909,147.1058224,164.9060198,185.3436528,226.9430394,52.512854,73.3489434,90.6067198,108.5846314,125.902909,147.1058224,164.9060198,185.3436528,226.9430394,81.61805872,108.1994402,142.4329243,166.214199,185.8216132,216.6976824,233.4998319,253.8197561,317.1596701,3114.364768,5445.749905,9594.813718,12776.64609,16041.16724,22242.56628,25744.3251,30835.93618,47503.98546
0,760,355,518,795,3,327,233,84,789,3,238,174,51,505,3,166,121,32,304,3,142,102,26,227,2,109,82,19,168,2,89,64,11,129,1,72,52,8,95,0,61,40,6,79,0,38,27,3,56,0,20,12,3,25,0,2,1,0,4,0,329,394,16,1680,12,329,394,16,1680,12,329,394,16,1680,12,329,394,16,1679,12,328,392,15,1677,12,316,387,15,1667,12,288,372,12,1638,12,255,355,6,1613,12,222,332,5,1574,10,163,295,3,1520,8,66,184,1,1307,5,20,120,0,1068,3,137.7272338,133.5367652,28386.01324,43.917114,55.660888,73.176514,91.907307,107.573761,122.504089,147.097107,181.370285,256.035492,43.917114,55.660888,73.176514,91.907307,107.573761,122.504089,147.097107,181.370285,256.035492,66.14496921,83.64841134,104.3465044,139.7581939,156.680452,173.986384,218.2980132,249.9931292,340.3432761,2132.543258,3290.458518,5127.842199,9430.805962,11790.84677,14243.19149,22818.52298,29639.44894,53603.09098
0,2829,1878,5,89,1,983,1856,3,88,1,748,1519,3,58,1,565,1183,3,34,1,431,995,3,23,0,355,831,2,16,0,279,704,1,8,0,213,579,1,6,0,169,447,1,5,0,124,333,0,2,0,76,193,0,1,0,4,42,0,0,0,869,3773,2,157,1,869,3773,2,157,1,869,3773,2,157,1,869,3773,2,157,1,866,3768,2,157,1,848,3742,1,156,1,736,3626,1,150,1,632,3482,1,144,1,502,3272,0,141,1,347,2986,0,132,1,81,2047,0,95,1,23,1337,0,53,0,153.337379,152.4696812,27960.25324,87.4535157,103.6194214,115.2501681,126.5735734,138.024475,152.214258,166.4548792,183.2205808,212.1152952,87.4535157,103.6194214,115.2501681,126.5735734,138.024475,152.214258,166.4548792,183.2205808,212.1152952,141.616508,156.995303,168.9088407,179.0422646,191.9017977,218.633291,230.9303666,248.0631995,311.7042423,9571.815323,11617.98414,13425.39189,15203.7437,17370.89691,22912.9672,25680.35979,29346.2811,45918.61796
0,372,150,36,154,3,244,131,5,153,3,195,103,4,103,2,149,74,2,64,2,124,60,0,53,2,106,47,0,38,2,91,36,0,29,2,75,26,0,18,2,63,23,0,15,2,45,16,0,12,0,29,6,0,4,0,4,0,0,0,0,246,199,0,259,11,246,199,0,259,11,246,199,0,259,11,245,199,0,256,11,242,196,0,255,11,229,194,0,250,11,196,187,0,235,11,171,167,0,224,10,145,152,0,206,9,110,123,0,178,8,36,70,0,95,6,9,37,0,30,2,121.6181945,122.3368362,20596.2721,47.3624392,57.0499632,70.2468112,85.6895324,106.980957,122.1088748,140.7128964,166.6779692,202.4132878,47.3624392,57.0499632,70.2468112,85.6895324,106.980957,122.1088748,140.7128964,166.6779692,202.4132878,74.78354224,86.84222187,100.9824576,134.5311548,157.6965486,176.92805,200.7993171,230.3569675,283.0627315,2657.698467,3512.549423,4676.36736,8744.929966,11234.83766,14657.3453,17986.31023,25007.95303,36352.20536
0,1682,778,27,143,0,974,742,7,142,0,788,585,5,93,0,602,439,4,53,0,500,348,2,37,0,429,282,2,21,0,378,222,1,18,0,309,168,1,14,0,249,124,1,12,0,194,78,1,7,0,113,37,1,5,0,14,3,0,0,0,950,1394,0,283,3,950,1394,0,283,3,950,1394,0,283,3,950,1394,0,283,2,944,1394,0,283,2,918,1382,0,281,2,813,1305,0,272,1,718,1214,0,267,1,604,1117,0,258,1,432,971,0,243,1,149,594,0,205,0,36,337,0,171,0,138.8581171,137.317091,21132.97484,75.7122987,97.5184356,110.2539607,121.1993346,132.215996,143.9382292,157.0266859,174.828296,198.846516,75.7122987,97.5184356,110.2539607,121.1993346,132.215996,143.9382292,157.0266859,174.828296,198.846516,119.3394117,153.2725742,165.6219852,176.3965475,186.9982331,209.8840533,224.1220292,237.6193806,272.7752393,6277.133597,10885.36407,12740.65094,14623.41825,16489.92326,20307.22155,23792.30861,26651.33205,33910.40122
0,1268,757,40,112,1,659,731,11,112,1,531,566,6,72,1,374,400,2,46,1,307,322,0,31,1,259,265,0,20,1,225,231,0,13,1,174,188,0,8,1,151,143,0,4,1,106,99,0,2,1,61,51,0,1,1,9,7,0,0,0,636,1312,0,223,7,636,1312,0,223,7,636,1312,0,223,7,636,1312,0,223,7,634,1310,0,221,7,612,1303,0,220,7,526,1245,0,217,7,448,1165,0,215,6,373,1072,0,205,6,287,911,0,192,6,104,589,0,150,4,28,356,0,105,2,153.1176121,151.4210518,27321.36108,80.3193195,100.2480652,112.8723057,126.5604736,138.2668305,152.6125778,169.4258247,189.0346346,228.3471187,80.3193195,100.2480652,112.8723057,126.5604736,138.2668305,152.6125778,169.4258247,189.0346346,228.3471187,130.1663905,156.3687754,169.540309,180.6639851,195.7377172,220.589655,234.8751472,256.1790354,332.3474609,6607.780496,11121.38778,13419.67158,15311.52532,17612.51781,23143.99756,25817.50445,30675.65551,51309.32111
