class_i,ASCUS_s,LSIL_s,ASCH_s,HSIL_s,SCC_s,ASCUS_s_005,LSIL_s_005,ASCH_s_005,HSIL_s_005,SCC_s_005,ASCUS_s_01,LSIL_s_01,ASCH_s_01,HSIL_s_01,SCC_s_01,ASCUS_s_02,LSIL_s_02,ASCH_s_02,HSIL_s_02,SCC_s_02,ASCUS_s_03,LSIL_s_03,ASCH_s_03,HSIL_s_03,SCC_s_03,ASCUS_s_04,LSIL_s_04,ASCH_s_04,HSIL_s_04,SCC_s_04,ASCUS_s_05,LSIL_s_05,ASCH_s_05,HSIL_s_05,SCC_s_05,ASCUS_s_06,LSIL_s_06,ASCH_s_06,HSIL_s_06,SCC_s_06,ASCUS_s_07,LSIL_s_07,ASCH_s_07,HSIL_s_07,SCC_s_07,ASCUS_s_08,LSIL_s_08,ASCH_s_08,HSIL_s_08,SCC_s_08,ASCUS_s_09,LSIL_s_09,ASCH_s_09,HSIL_s_09,SCC_s_09,ASCUS_s_099,LSIL_s_099,ASCH_s_099,HSIL_s_099,SCC_s_099,ASCUS_c,LSIL_c,ASCH_c,HSIL_c,SCC_c,ASCUS_c_01,LSIL_c_01,ASCH_c_01,HSIL_c_01,SCC_c_01,ASCUS_c_02,LSIL_c_02,ASCH_c_02,HSIL_c_02,SCC_c_02,ASCUS_c_03,LSIL_c_03,ASCH_c_03,HSIL_c_03,SCC_c_03,ASCUS_c_04,LSIL_c_04,ASCH_c_04,HSIL_c_04,SCC_c_04,ASCUS_c_05,LSIL_c_05,ASCH_c_05,HSIL_c_05,SCC_c_05,ASCUS_c_06,LSIL_c_06,ASCH_c_06,HSIL_c_06,SCC_c_06,ASCUS_c_07,LSIL_c_07,ASCH_c_07,HSIL_c_07,SCC_c_07,ASCUS_c_08,LSIL_c_08,ASCH_c_08,HSIL_c_08,SCC_c_08,ASCUS_c_09,LSIL_c_09,ASCH_c_09,HSIL_c_09,SCC_c_09,ASCUS_c_099,LSIL_c_099,ASCH_c_099,HSIL_c_099,SCC_c_099,ASCUS_c_0999,LSIL_c_0999,ASCH_c_0999,HSIL_c_0999,SCC_c_0999,w_mean,h_mean,v_mean,w_01,w_02,w_03,w_04,w_05,w_06,w_07,w_08,w_09,h_01,h_02,h_03,h_04,h_05,h_06,h_07,h_08,h_09,d_01,d_02,d_03,d_04,d_05,d_06,d_07,d_08,d_09,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09
2,267,205,356,887,7,115,135,29,872,7,82,98,21,690,6,65,74,15,552,4,49,64,13,468,2,37,52,11,414,2,28,41,8,366,1,22,31,7,330,1,15,24,4,283,1,10,14,4,252,0,4,7,3,196,0,2,1,0,64,0,118,207,0,1348,49,118,207,0,1348,49,118,207,0,1348,49,118,207,0,1348,48,118,206,0,1346,48,117,206,0,1338,47,114,199,0,1317,47,107,191,0,1287,44,100,184,0,1259,43,90,169,0,1204,42,52,136,0,1047,29,31,113,0,882,23,199.1607093,198.6998311,52347.78909,79.6097625,103.9205072,115.5720584,131.4526064,152.7416185,179.3937984,213.4338214,276.5824644,428.0376445,79.6097625,103.9205072,115.5720584,131.4526064,152.7416185,179.3937984,213.4338214,276.5824644,428.0376445,111.0025574,156.5305464,173.9336079,204.1928,232.4102282,268.6401778,315.0078944,403.4538491,574.7822165,5954.597744,11701.5285,14306.95159,19283.63925,25478.83914,32517.70094,45397.92276,73458.78775,146442.4922
2,1205,564,44,303,0,694,488,7,302,0,523,391,5,205,0,380,296,1,131,0,283,243,1,98,0,236,207,1,73,0,190,172,1,57,0,153,146,1,42,0,120,115,0,38,0,76,87,0,32,0,40,39,0,19,0,4,4,0,2,0,705,893,1,514,3,705,893,1,514,3,705,893,1,514,3,705,893,1,514,3,705,893,1,514,3,702,887,1,513,3,670,867,1,505,2,641,846,1,495,2,598,807,1,486,2,542,756,1,468,2,341,620,0,423,1,190,523,0,376,1,200.6286423,200.2873406,56930.29895,68.8526725,102.644531,123.062988,143.474564,164.425228,181.335991,200.4591215,259.856109,449.35508,68.8526725,102.644531,123.062988,143.474564,164.425228,181.335991,200.4591215,259.856109,449.35508,102.9823268,158.6333402,178.2115315,217.3991011,233.2542081,253.915803,302.564678,351.4225442,645.0262488,5073.568538,12049.09717,15089.61432,22793.02291,26054.65109,30612.89526,43018.17216,58911.63433,195223.6923
2,735,834,23,60,20,291,780,1,55,20,228,663,1,41,12,185,560,0,30,10,153,489,0,26,7,127,422,0,21,6,110,366,0,18,4,97,320,0,16,0,76,273,0,15,0,63,226,0,12,0,40,147,0,10,0,3,35,0,1,0,271,1222,0,85,94,271,1222,0,85,94,271,1222,0,85,94,271,1222,0,85,94,271,1222,0,85,94,269,1219,0,84,94,251,1193,0,79,92,238,1166,0,77,90,216,1142,0,74,83,174,1082,0,69,78,88,919,0,56,61,39,761,0,43,50,198.4203067,201.4860652,52782.74599,97.5133172,116.4503544,130.7167088,145.8554244,161.0882415,177.5889312,195.318011,232.220861,403.5313582,97.5133172,116.4503544,130.7167088,145.8554244,161.0882415,177.5889312,195.318011,232.220861,403.5313582,153.7257871,175.7738613,195.9860552,221.92828,235.816953,252.5088399,280.6267925,324.6709642,583.1367392,11136.92324,14612.24283,17804.89259,23519.40224,26327.04853,29889.44204,36121.57289,47973.87625,148866.5512
2,2752,4057,2,2,3,1178,4025,1,2,3,927,3566,0,0,1,711,3084,0,0,0,573,2777,0,0,0,463,2578,0,0,0,378,2385,0,0,0,295,2213,0,0,0,227,1993,0,0,0,151,1756,0,0,0,90,1410,0,0,0,7,648,0,0,0,1136,5645,0,12,23,1136,5645,0,12,23,1136,5645,0,12,23,1136,5645,0,12,23,1136,5644,0,12,23,1133,5638,0,11,23,1095,5572,0,11,22,1039,5502,0,11,21,984,5420,0,10,19,884,5288,0,10,19,611,4888,0,9,18,375,4503,0,9,12,157.583604,160.350092,28474.07765,88.4719335,104.774902,117.052582,129.47522,143.9431155,160.419738,177.4328305,197.407257,241.053356,88.4719335,104.774902,117.052582,129.47522,143.9431155,160.419738,177.4328305,197.407257,241.053356,142.9448314,159.1865223,173.19142,185.9618386,215.7718147,231.0732424,251.0171169,288.2604937,336.2779163,9712.554056,11906.64406,14156.97491,16342.13401,22188.25073,25500.54609,29577.4417,38406.86845,53162.70475
2,578,379,14,59,3,251,366,2,59,3,182,296,1,39,1,120,233,0,31,0,92,199,0,24,0,67,158,0,21,0,44,132,0,17,0,34,110,0,13,0,24,91,0,9,0,11,72,0,8,0,4,38,0,7,0,0,8,0,4,0,238,684,0,107,4,238,684,0,107,4,238,684,0,107,4,238,684,0,107,4,238,684,0,107,4,234,680,0,107,4,220,652,0,104,4,200,624,0,101,4,180,597,0,101,3,151,544,0,97,3,83,424,0,90,3,42,323,0,75,3,200.3015844,201.3396782,51419.20534,90.6438934,115.697081,132.7658446,152.6402554,167.696625,181.7160122,201.9703032,256.6347538,379.4793706,90.6438934,115.697081,132.7658446,152.6402554,167.696625,181.7160122,201.9703032,256.6347538,379.4793706,150.9548087,172.9335729,195.2991034,225.4689479,241.3740426,272.0820191,308.9715813,349.7867432,551.4230013,10772.86582,13990.25039,17823.48679,24491.48252,27652.58627,33491.15055,45319.37514,55858.73253,139266.8886
2,1398,639,30,164,4,967,595,7,161,4,803,534,5,110,2,661,463,1,70,2,551,414,1,57,2,449,372,0,45,2,365,332,0,37,1,299,283,0,28,1,238,240,0,23,1,177,168,0,17,1,104,97,0,9,1,9,12,0,2,0,979,962,0,275,19,979,962,0,275,19,979,962,0,275,19,979,962,0,275,19,979,962,0,274,19,976,954,0,269,19,933,885,0,259,19,876,821,0,254,19,801,750,0,244,18,671,644,0,228,16,385,393,0,172,11,178,246,0,113,8,160.2465439,160.1206349,30083.60181,77.8040054,101.2255978,116.6757722,131.2946472,150.515984,166.0550232,181.9258786,201.4237612,249.590158,77.8040054,101.2255978,116.6757722,131.2946472,150.515984,166.0550232,181.9258786,201.4237612,249.590158,117.5019804,156.4609077,174.3252583,192.6703122,222.6031651,237.7272995,255.0401741,288.9173095,336.0750299,6218.745776,11360.9931,14254.25068,17338.57381,23536.01599,26656.4319,30918.42558,38337.74233,52649.50504
2,1106,1082,115,85,8,410,966,57,79,8,308,819,24,52,3,245,683,10,38,1,200,598,3,29,1,166,528,1,24,1,124,456,1,19,1,100,390,0,16,1,69,332,0,13,0,50,250,0,13,0,19,159,0,7,0,1,37,0,0,0,366,1651,27,317,35,366,1651,27,317,35,366,1651,27,317,35,365,1651,27,316,34,361,1651,27,315,34,355,1641,26,312,33,331,1586,24,298,32,309,1534,24,275,29,274,1460,24,251,29,245,1365,20,227,25,152,1120,16,169,20,87,944,11,121,14,296.3897044,298.032714,118551.7538,103.6180575,126.365936,152.2651675,178.411728,208.719353,295.995422,437.7850725,526.010559,605.19223,103.6180575,126.365936,152.2651675,178.411728,208.719353,295.995422,437.7850725,526.010559,605.19223,158.6712961,181.8597064,224.4827731,254.3746381,313.4281612,436.2727217,659.5037233,739.0334554,794.5711112,11691.418,15784.87643,23933.17259,30064.46319,45767.9065,87475.94622,204199.7101,263351.8846,312654.3328
2,698,367,13,185,4,393,341,3,184,4,295,286,3,116,3,201,234,1,68,3,159,203,1,51,2,128,172,1,39,0,100,142,1,26,0,75,126,1,18,0,53,105,1,12,0,34,76,0,9,0,18,51,0,3,0,1,12,0,0,0,387,637,2,232,9,387,637,2,232,9,387,637,2,232,9,387,637,2,232,9,386,637,2,231,9,384,627,2,230,9,364,608,2,226,8,336,589,2,220,8,299,561,1,215,7,259,526,1,206,6,138,395,1,170,5,74,300,1,141,4,161.9437469,158.9789399,34100.22985,59.8013364,92.2522458,110.3084318,126.6776552,143.948189,162.5880888,179.0192874,201.6139956,271.2350462,59.8013364,92.2522458,110.3084318,126.6776552,143.948189,162.5880888,179.0192874,201.6139956,271.2350462,88.59121618,145.9441514,167.0888991,180.8115648,211.0954148,227.5244187,244.3135688,290.5447646,353.5761684,3777.740329,10308.67825,13084.51616,15506.31357,21083.14357,24484.04801,28507.50896,39149.28999,59306.81299
2,4304,4857,8,46,2,746,4764,4,45,2,449,4038,2,30,0,259,3279,0,18,0,174,2778,0,12,0,139,2430,0,11,0,102,2103,0,10,0,72,1779,0,9,0,57,1505,0,6,0,35,1158,0,4,0,13,743,0,0,0,0,121,0,0,0,337,8685,0,187,8,337,8685,0,187,8,337,8685,0,186,8,337,8685,0,186,8,337,8685,0,185,8,336,8682,0,183,8,308,8610,0,181,8,270,8539,0,177,8,233,8440,0,174,7,184,8286,0,163,5,82,7591,0,149,3,34,6896,0,131,3,134.9413451,133.5955344,25946.09063,67.771301,79.3523152,90.2423706,99.8498824,108.223415,117.3068484,129.0782256,154.8337254,208.1084716,67.771301,79.3523152,90.2423706,99.8498824,108.223415,117.3068484,129.0782256,154.8337254,208.1084716,100.9237318,110.7644044,137.9539588,146.4601962,154.6410452,165.0680008,179.3019695,222.3895228,305.7341315,4843.958126,5896.162821,9281.228082,10293.78499,11494.61237,13064.58032,15416.04602,23825.30885,44193.72988
2,249,137,4,25,1,154,133,1,24,1,123,104,1,17,1,89,82,0,15,1,67,68,0,11,1,58,49,0,8,1,48,41,0,6,1,38,35,0,4,1,29,30,0,3,1,18,26,0,1,0,16,16,0,1,0,2,4,0,0,0,155,222,0,35,4,155,222,0,35,4,155,222,0,35,4,155,222,0,35,4,155,221,0,35,4,153,217,0,34,4,145,207,0,33,4,136,197,0,30,4,123,188,0,28,4,105,170,0,26,4,61,120,0,20,2,31,86,0,16,1,184.3147991,184.1241899,40505.48447,82.695908,114.399872,141.310364,155.304794,170.3219075,182.208802,198.3340105,216.635437,288.266739,82.695908,114.399872,141.310364,155.304794,170.3219075,182.208802,198.3340105,216.635437,288.266739,140.6391979,176.001973,217.2250311,231.9871778,245.8369478,259.9999362,291.0891425,315.2388205,390.8299688,8716.413824,14483.34228,22447.44679,25329.63079,28364.12791,32273.25702,39316.324,46573.26121,74435.26361
2,1447,531,29,146,6,1053,498,7,145,6,858,438,5,103,4,663,366,3,58,2,549,309,1,44,2,456,274,1,36,1,375,243,0,28,1,302,210,0,23,0,232,175,0,17,0,159,136,0,12,0,82,98,0,8,0,8,22,0,1,0,1078,826,0,243,12,1078,826,0,243,12,1078,826,0,243,12,1078,826,0,243,12,1078,824,0,241,12,1067,817,0,237,11,1021,779,0,225,11,953,731,0,215,11,852,677,0,204,11,723,578,0,186,9,360,345,0,135,8,126,229,0,81,7,134.2681134,134.2031272,21190.14791,69.2615504,86.858264,99.78833,110.3729462,120.197617,132.0032102,147.879977,171.3016236,202.3073238,69.2615504,86.858264,99.78833,110.3729462,120.197617,132.0032102,147.879977,171.3016236,202.3073238,105.8667452,135.3370192,149.3455618,161.3098747,173.5525966,185.0502013,216.0515465,238.5971483,294.6971679,5308.854803,8706.171518,10533.10887,12329.21555,14266.88245,16488.57065,22329.49272,27056.49051,40141.28542
2,163,124,6,11,2,93,118,1,11,2,75,88,1,10,1,51,63,0,6,1,41,45,0,6,1,39,37,0,6,1,35,31,0,6,1,31,29,0,6,0,24,23,0,4,0,17,16,0,3,0,11,5,0,2,0,1,1,0,2,0,92,186,0,22,6,92,186,0,22,6,92,186,0,22,6,92,186,0,22,6,91,186,0,21,6,88,178,0,21,6,82,167,0,20,5,76,160,0,20,5,63,150,0,19,4,53,133,0,17,4,23,97,0,13,3,10,69,0,13,2,237.7734945,238.0053895,87557.72277,78.7996525,106.681519,122.0990755,140.985901,161.074127,182.294556,234.479622,462.405945,597.365906,78.7996525,106.681519,122.0990755,140.985901,161.074127,182.294556,234.479622,462.405945,597.365906,117.7733701,154.2047714,175.7185756,206.9658111,234.6160838,263.0290909,335.5870134,638.4437104,816.0550133,6536.210966,11633.66268,14929.45171,18228.73056,26306.82361,32720.98131,53657.88282,201888.1567,331924.1923
2,1687,843,208,998,5,903,630,20,993,5,686,522,14,733,4,495,406,7,517,3,386,343,5,395,2,318,287,3,329,2,262,231,2,260,0,220,189,2,219,0,165,150,1,179,0,107,107,1,142,0,58,62,1,90,0,4,6,0,17,0,912,974,1,1840,14,912,974,1,1840,14,912,974,1,1840,14,911,974,1,1840,14,910,973,1,1839,14,901,965,1,1831,14,842,925,1,1811,13,787,889,1,1787,13,717,844,1,1759,12,594,768,1,1706,9,332,602,1,1509,4,154,475,1,1295,3,117.6332695,116.1196346,16961.71668,56.891846,70.018036,82.012207,95.432587,106.265091,117.709168,130.573242,148.20581,180.005585,56.891846,70.018036,82.012207,95.432587,106.265091,117.709168,130.573242,148.20581,180.005585,86.46087627,101.1242621,115.0169039,143.5094537,155.3495144,167.9148652,181.003227,213.508076,242.6734911,3565.769959,4802.845025,6255.794599,9761.448297,11435.99361,13473.83019,15599.31438,21731.15006,28007.64557
2,1434,1395,13,80,6,469,1353,5,74,6,343,1176,5,48,4,227,958,4,26,3,170,810,1,18,2,137,703,1,14,2,106,590,1,9,2,87,503,1,6,1,60,410,0,5,1,43,299,0,4,1,12,178,0,3,1,0,29,0,0,0,390,2347,6,158,27,390,2347,6,158,27,390,2347,6,158,27,390,2347,6,158,27,389,2343,6,155,27,380,2333,5,151,26,338,2250,4,147,24,287,2160,4,138,21,231,2028,3,128,18,163,1833,3,112,15,67,1212,0,83,9,19,764,0,45,5,141.7184406,142.0452424,22517.49553,77.3950772,97.1822204,109.1307191,118.9711078,129.902008,145.7154416,164.3576178,181.1485386,205.1186723,77.3950772,97.1822204,109.1307191,118.9711078,129.902008,145.7154416,164.3576178,181.1485386,205.1186723,114.7190218,147.207776,159.8598402,171.2832585,182.7090477,216.9954835,230.6241791,250.8299843,303.034068,6092.786793,10264.96507,12158.77527,14018.18807,15851.83974,22347.36589,25558.97226,29515.36087,43711.2441
2,435,506,96,294,26,67,423,33,281,26,41,335,24,187,22,24,263,17,119,14,19,217,12,87,11,15,178,10,65,7,11,154,8,47,5,5,128,6,36,4,3,102,4,27,4,1,76,3,18,3,0,50,1,12,2,0,13,0,3,0,48,726,25,463,95,48,726,25,463,95,48,726,25,463,95,48,726,25,463,95,48,726,25,460,94,45,723,23,447,94,41,700,20,424,92,36,679,17,391,90,28,647,12,361,85,20,578,7,327,80,8,409,0,215,60,3,281,0,127,48,150.0594498,151.3200295,27807.90318,60.909229,82.2298994,100.823619,116.4499324,129.668961,148.5027464,170.9796568,199.185617,255.7136418,60.909229,82.2298994,100.823619,116.4499324,129.668961,148.5027464,170.9796568,199.185617,255.7136418,92.04567613,134.747895,155.9164171,171.541168,185.6255838,224.1342119,251.0865815,298.3547889,349.520413,4042.258221,8693.301928,11448.11022,13835.18287,16308.9692,23448.50872,28481.81357,40217.55671,56208.6152
2,395,431,89,155,10,140,391,41,154,10,100,317,30,108,4,73,246,19,70,0,50,207,15,58,0,37,174,12,42,0,23,148,12,31,0,15,133,10,25,0,12,118,6,17,0,8,101,4,15,0,5,75,1,8,0,0,38,0,0,0,134,603,55,269,19,134,603,55,269,19,134,603,55,269,19,134,603,55,269,19,132,603,55,268,19,126,595,53,262,17,110,567,53,250,15,98,545,49,231,14,77,519,43,222,13,60,485,32,198,11,20,389,13,154,5,7,293,5,103,1,124.0211471,127.2148803,19982.30934,56.5857816,70.3714332,85.1868652,100.8618218,111.957794,123.0409484,138.5901386,163.5717718,190.8827982,56.5857816,70.3714332,85.1868652,100.8618218,111.957794,123.0409484,138.5901386,163.5717718,190.8827982,85.98000905,104.4216572,133.3352666,149.1226676,162.4604817,173.6847974,202.6826522,230.7945547,274.6029385,3511.695718,5053.943345,8443.961167,10450.25928,12294.1217,14477.36518,17780.09027,25715.67424,34390.06917
2,809,807,21,77,3,225,783,5,77,3,175,655,4,51,1,120,525,3,33,0,92,450,0,23,0,76,384,0,17,0,62,332,0,15,0,55,279,0,8,0,38,234,0,5,0,29,165,0,4,0,15,99,0,1,0,1,21,0,0,0,200,1345,3,161,8,200,1345,3,161,8,200,1345,3,161,8,200,1344,3,161,8,199,1344,3,161,8,194,1343,3,160,8,170,1307,3,156,8,143,1269,3,152,7,110,1218,2,140,6,78,1112,2,134,5,29,793,1,106,2,10,526,1,75,1,125.6310355,127.8513986,18130.20333,65.9448492,84.6371216,97.9484376,107.002429,116.266541,127.7846184,141.503145,159.6565442,182.44928,65.9448492,84.6371216,97.9484376,107.002429,116.266541,127.7846184,141.503145,159.6565442,182.44928,102.87085,136.4288884,149.6538652,160.3944552,171.1302057,180.4819612,199.6379792,225.6909451,254.4396301,4937.178213,8929.691492,10512.2726,12200.69667,13873.81005,15443.63203,17824.84718,24437.56732,29802.96151
2,185,59,103,173,3,137,45,21,170,3,106,38,16,124,2,84,30,12,82,1,70,26,8,60,1,53,23,8,53,1,42,19,7,43,1,36,16,5,30,1,28,14,3,24,0,18,9,2,16,0,8,6,2,7,0,1,1,0,2,0,142,59,13,299,10,142,59,13,299,10,142,59,13,299,10,142,59,13,299,10,142,59,13,298,9,141,59,13,292,9,135,57,13,287,9,131,55,12,285,8,120,50,9,274,8,110,44,7,263,8,62,31,4,215,8,33,17,1,173,6,150.8093499,143.2076601,26876.43349,60.8457026,76.2489128,94.625772,116.0085936,132.870118,153.4663208,171.8061954,200.9231934,269.7642452,60.8457026,76.2489128,94.625772,116.0085936,132.870118,153.4663208,171.8061954,200.9231934,269.7642452,88.11916471,107.922135,146.3110421,165.2241566,180.0903091,215.3292554,241.9853884,295.9986819,354.3186397,3755.105894,5730.774298,10283.45334,12975.02176,15175.0774,22166.54605,27435.11926,41281.75682,55834.09584
2,342,626,12,65,26,27,592,4,60,26,12,427,4,38,14,7,293,3,22,9,4,225,2,19,6,3,188,1,13,4,2,156,1,11,4,1,132,1,10,4,1,108,1,6,2,1,84,0,2,1,0,50,0,1,0,0,14,0,0,0,16,900,4,100,51,16,900,4,100,51,16,900,4,100,51,16,900,4,100,51,16,900,4,98,50,16,897,4,96,50,11,877,3,83,45,9,853,3,74,41,9,823,2,69,39,7,766,0,55,32,3,590,0,33,19,1,424,0,12,12,157.1077963,158.2263537,32283.90758,62.065521,88.977356,106.819732,121.459308,136.492424,157.138886,175.957,197.23494,260.029587,62.065521,88.977356,106.819732,121.459308,136.492424,157.138886,175.957,197.23494,260.029587,99.44035194,145.8358518,160.7736665,175.7313362,202.4975314,224.7341943,244.9413437,288.6276094,345.0541545,4482.028107,10109.57407,12357.98337,14518.2511,18332.50954,24411.15824,28696.00944,37646.87222,56571.1297
2,766,550,16,67,13,353,515,2,62,13,250,418,2,46,7,184,323,2,32,4,143,274,2,19,4,106,240,2,18,3,75,198,2,15,3,54,171,2,10,2,31,136,2,7,1,16,96,2,3,1,5,50,0,2,1,0,12,0,0,0,337,908,2,115,50,337,908,2,115,50,337,908,2,115,50,337,907,2,115,50,334,904,2,111,50,324,892,2,106,50,295,856,2,101,46,260,820,2,96,42,223,764,2,83,40,172,659,0,72,33,66,421,0,32,25,28,225,0,16,15,131.1104497,132.8649316,19016.58624,75.2711275,91.8878178,104.6194011,113.9447632,122.9610885,133.0758306,147.3088983,164.1184088,187.1130963,75.2711275,91.8878178,104.6194011,113.9447632,122.9610885,133.0758306,147.3088983,164.1184088,187.1130963,115.8860959,148.0426345,159.3519063,167.6907026,176.6542449,185.6629449,214.177604,229.3772694,259.5439382,6152.974761,10425.03335,11906.03195,13118.66008,14627.1748,16475.00123,21716.72865,25140.47834,31165.90717
2,351,184,1,11,0,237,183,1,10,0,194,151,1,5,0,141,115,1,3,0,118,90,1,3,0,100,71,1,3,0,82,58,0,3,0,69,51,0,3,0,58,36,0,2,0,41,26,0,1,0,18,13,0,1,0,2,2,0,0,0,234,294,0,15,4,234,294,0,15,4,234,294,0,15,4,234,294,0,15,4,234,294,0,15,4,231,292,0,13,4,214,281,0,12,3,197,269,0,11,2,183,243,0,11,2,163,226,0,11,2,91,165,0,7,2,42,111,0,4,2,146.6457661,141.5531812,24162.79144,80.508325,98.5319464,110.240538,120.2758358,134.429626,147.6147462,166.024704,183.1960128,209.381921,80.508325,98.5319464,110.240538,120.2758358,134.429626,147.6147462,166.024704,183.1960128,209.381921,114.9558292,148.977245,162.1227772,174.6137041,188.9263944,216.8250209,228.9357278,245.2478235,284.4256326,6361.773022,10470.59326,12460.33424,14411.31639,16843.24932,22385.56148,24972.98807,28381.91454,37944.81768
2,548,352,4,5,9,296,344,0,5,9,224,287,0,4,1,143,223,0,3,1,112,182,0,3,1,95,162,0,3,0,73,135,0,1,0,60,111,0,0,0,42,89,0,0,0,29,67,0,0,0,18,38,0,0,0,1,4,0,0,0,292,593,0,14,19,292,593,0,14,19,292,593,0,14,19,291,593,0,14,19,290,591,0,14,18,285,578,0,14,16,258,546,0,13,15,233,515,0,13,14,201,472,0,11,13,172,398,0,8,11,73,228,0,4,5,29,131,0,2,2,168.5637464,169.2731531,31882.03304,97.0418453,113.5609708,125.765625,142.532251,156.734508,170.5623978,184.4117247,202.887192,256.6284362,97.0418453,113.5609708,125.765625,142.532251,156.734508,170.5623978,184.4117247,202.887192,256.6284362,152.9187735,170.7741985,185.3940946,214.357506,228.8060542,241.0578288,261.7619074,292.2578711,348.3728888,11105.5387,13477.97206,16023.59541,21326.29341,24827.6815,27192.04957,30955.44816,38330.42484,54347.4639
2,415,267,12,54,1,241,254,3,54,1,195,222,2,39,1,152,183,0,26,0,123,154,0,18,0,97,130,0,14,0,81,102,0,9,0,65,84,0,8,0,47,71,0,5,0,32,54,0,4,0,12,28,0,2,0,0,4,0,1,0,235,413,0,98,3,235,413,0,98,3,235,413,0,98,3,235,413,0,97,3,233,413,0,96,3,228,409,0,94,3,215,383,0,87,3,194,366,0,79,3,170,333,0,74,3,133,286,0,63,3,60,198,0,41,3,23,125,0,20,3,122.8400328,124.4968549,17128.70423,62.6782226,81.2593292,97.5633424,109.9246272,120.027771,129.491631,141.198485,157.9350828,184.14516,62.6782226,81.2593292,97.5633424,109.9246272,120.027771,129.491631,141.198485,157.9350828,184.14516,95.05223712,116.2201068,147.5559755,160.2099023,171.2403649,182.2851179,200.0781578,226.1457164,246.3294,4284.555934,6506.527623,10410.91195,12362.43966,14168.43448,15964.61516,18853.56023,24726.00025,28945.65655
2,910,482,7,31,1,482,464,0,30,1,370,386,0,22,1,265,311,0,14,1,203,267,0,9,1,153,222,0,8,1,115,182,0,7,0,85,145,0,7,0,67,118,0,6,0,39,95,0,5,0,11,52,0,3,0,0,13,0,1,0,474,881,0,70,6,474,881,0,70,6,474,881,0,70,6,474,881,0,70,6,473,877,0,69,6,447,850,0,67,6,400,780,0,64,5,357,690,0,60,5,287,612,0,54,5,219,510,0,51,5,92,264,0,32,2,32,143,0,17,2,149.052652,149.2710085,23441.75101,93.888672,109.678974,121.503418,133.769165,145.928955,157.176758,169.475341,184.337891,202.905243,93.888672,109.678974,121.503418,133.769165,145.928955,157.176758,169.475341,184.337891,202.905243,151.0593699,170.3329954,181.02816,193.1070657,216.645304,226.2883836,235.2799875,247.8628162,279.2099041,10724.84921,13740.3774,15494.32014,17568.38602,22424.43003,24396.01788,26213.92459,28800.29542,35154.7658
2,1032,400,5,21,4,687,394,1,21,4,532,331,1,16,2,414,255,0,11,0,333,224,0,6,0,250,184,0,6,0,202,158,0,4,0,162,134,0,4,0,126,104,0,4,0,81,82,0,3,0,42,50,0,2,0,3,12,0,0,0,695,718,0,42,7,695,718,0,42,7,695,718,0,42,7,695,717,0,42,7,693,716,0,42,7,686,705,0,40,7,635,671,0,35,6,579,631,0,32,6,525,586,0,29,5,444,533,0,23,5,258,334,0,11,4,126,203,0,4,4,128.8302768,127.8851915,18195.41105,75.4213623,91.5043124,101.917187,110.6331048,119.1022985,129.6012668,142.8810729,162.9230104,188.4071591,75.4213623,91.5043124,101.917187,110.6331048,119.1022985,129.6012668,142.8810729,162.9230104,188.4071591,112.4352176,140.1885627,151.4251168,160.8656779,170.5935378,180.3592019,200.325331,226.9630361,256.1596133,5870.280749,9400.177016,10936.94257,12324.55532,13846.21773,15548.41799,18608.80512,24920.01975,30888.4766
2,588,482,5,33,2,236,472,1,33,2,166,354,0,20,2,113,273,0,13,2,83,226,0,11,2,65,194,0,8,2,54,163,0,5,2,38,139,0,5,2,27,104,0,4,1,15,82,0,3,1,5,52,0,1,1,0,16,0,0,0,239,816,0,49,6,239,816,0,49,6,239,816,0,49,6,239,816,0,49,6,238,815,0,49,6,235,807,0,47,5,220,779,0,43,5,201,741,0,37,5,174,705,0,31,4,142,644,0,27,3,81,506,0,17,2,32,406,0,14,2,165.2219437,169.732518,33727.42556,91.1126406,107.7716118,120.8375615,138.2308228,153.4798585,166.2787354,180.1241396,195.272082,229.5103458,91.1126406,107.7716118,120.8375615,138.2308228,153.4798585,166.2787354,180.1241396,195.272082,229.5103458,145.8082873,166.4292502,181.4269033,209.2714984,225.4991173,237.9397577,252.1257295,285.597131,327.0889899,10248.1583,13093.61865,15424.29515,20496.915,24356.62142,26953.48512,29881.08912,37434.49357,49730.57806
2,946,592,7,49,5,524,558,2,49,5,390,459,2,37,3,254,360,0,27,2,189,303,0,17,1,133,257,0,13,1,98,224,0,9,0,77,186,0,6,0,50,144,0,4,0,35,109,0,4,0,13,52,0,2,0,0,6,0,0,0,517,965,0,103,14,517,965,0,103,14,517,965,0,103,14,517,965,0,103,14,513,956,0,101,14,500,941,0,99,13,464,860,0,92,11,413,778,0,83,9,368,686,0,76,9,280,530,0,65,7,129,267,0,33,4,50,149,0,18,2,149.47787,150.0158264,25445.9979,87.113117,103.5747984,115.1041748,126.636548,138.415184,150.7437746,163.7342162,180.157767,210.7553344,87.113117,103.5747984,115.1041748,126.636548,138.415184,150.7437746,163.7342162,180.157767,210.7553344,144.7144676,160.0647295,173.3101283,181.6727368,193.3608186,218.7020274,231.3600496,248.4595785,300.8914327,9955.828584,12132.96118,14070.09427,15543.87015,17688.73711,22969.01799,25737.19339,29281.98957,42199.04273
