class_i,ASCUS_c_09,LSIL_c_09,ASCH_c_09,HSIL_c_09,SCC_c_09,ASCUS_c_099,LSIL_c_099,ASCH_c_099,HSIL_c_099,SCC_c_099,ASCUS_c_0999,LSIL_c_0999,ASCH_c_0999,HSIL_c_0999,SCC_c_0999,ASCUS_c_09999,LSIL_c_09999,ASCH_c_09999,HSIL_c_09999,SCC_c_09999,ASCUS_c_099999,LSIL_c_099999,ASCH_c_099999,HSIL_c_099999,SCC_c_099999,d_05
4,70,335,10,933,2,35,205,5,818,2,16,112,2,665,1,6,56,1,517,1,2,36,0,389,0,154.3800824087537
4,69,962,7,1090,13,27,653,1,958,8,14,395,0,836,5,3,226,0,682,2,2,130,0,522,1,170.4628759678851
4,3,375,0,115,5,1,264,0,99,3,0,157,0,81,3,0,91,0,58,1,0,40,0,44,1,176.87871022759145
4,8,1224,1,724,16,1,783,0,477,11,1,459,0,284,3,1,272,0,127,1,0,160,0,58,0,170.47893937965074
4,212,1772,9,3088,78,113,1260,3,2866,60,61,824,0,2592,45,30,524,0,2294,34,10,335,0,1953,28,135.33984527134177
4,38,310,10,10175,148,13,161,2,8803,100,2,76,1,6792,71,0,45,1,4505,49,0,24,0,2620,21,87.07106174052412
4,68,930,23,4552,3,20,605,2,4045,0,6,353,1,3371,0,0,191,1,2523,0,0,99,1,1600,0,140.63452519388483
4,20,205,12,550,15,9,124,6,384,10,3,65,3,258,4,0,31,0,152,1,0,14,0,86,0,163.62299632999196
4,158,518,5,677,3,61,291,0,587,1,22,143,0,455,1,7,68,0,311,1,0,34,0,198,0,162.39296874950864
4,378,79,173,8421,150,276,46,22,6981,106,187,20,5,5437,66,111,10,0,3902,36,54,6,0,2727,18,85.61782252220624
4,944,0,127,4276,5,725,0,83,3880,3,499,0,41,3457,1,260,0,19,3058,0,97,0,10,2755,0,111.24515018703714
