class_i,ASCUS_c_09,LSIL_c_09,ASCH_c_09,HSIL_c_09,SCC_c_09,ASCUS_c_099,LSIL_c_099,ASCH_c_099,HSIL_c_099,SCC_c_099,ASCUS_c_0999,LSIL_c_0999,ASCH_c_0999,HSIL_c_0999,SCC_c_0999,ASCUS_c_09999,LSIL_c_09999,ASCH_c_09999,HSIL_c_09999,SCC_c_09999,ASCUS_c_099999,LSIL_c_099999,ASCH_c_099999,HSIL_c_099999,SCC_c_099999,d_05
2,263,728,0,112,15,111,487,0,99,13,43,306,0,86,9,18,191,0,59,7,6,113,0,34,5,170.1605092
2,80,382,0,64,7,37,283,0,56,5,12,209,0,44,4,3,144,0,35,4,2,108,0,29,4,221.0765637
2,138,1317,0,36,8,29,1013,0,22,7,8,797,0,13,5,2,643,0,7,2,0,527,0,4,2,232.9933724
2,137,754,0,143,12,58,661,0,106,9,16,583,0,63,5,5,531,0,27,2,1,480,0,11,2,214.6124521
2,72,616,0,11,2,34,499,0,9,2,9,381,0,8,1,5,292,0,2,1,1,232,0,1,0,185.0328291
2,298,306,0,722,53,120,168,0,565,33,42,82,0,392,19,10,41,0,260,9,0,25,0,178,2,169.283166
2,78,856,0,526,77,30,658,0,373,52,8,465,0,239,31,3,341,0,139,17,1,258,0,73,13,184.3899816
2,153,705,0,319,21,55,446,0,254,13,14,278,0,183,9,3,177,0,126,6,1,119,0,85,3,216.6930764
2,646,318,0,59,41,404,220,0,40,25,221,156,0,23,17,122,108,0,20,11,54,70,0,17,7,178.2305329
2,69,1010,1,614,11,27,843,1,529,8,12,726,1,418,4,2,627,1,309,4,0,557,1,197,1,217.0974799
2,85,4885,0,411,38,37,4329,0,393,22,12,3651,0,368,13,3,2988,0,336,10,2,2390,0,307,8,181.8287163
2,506,1245,0,717,2,277,876,0,667,2,131,616,0,607,1,50,450,0,538,1,22,342,0,459,0,174.6920909
2,359,101,0,399,27,229,56,0,329,19,131,29,0,253,9,70,17,0,180,6,28,11,0,125,4,167.4885635
2,76,1459,0,59,6,24,1070,0,49,6,6,751,0,34,3,0,514,0,20,0,0,369,0,14,0,232.0742027
2,368,505,0,501,3,142,292,0,419,1,46,174,0,318,0,13,103,0,208,0,3,79,0,119,0,222.0009576
2,273,617,0,111,28,158,408,0,87,23,70,262,0,61,17,27,154,0,33,9,11,96,0,22,5,178.0147179
2,243,1294,0,10,5,77,1031,0,10,5,26,790,0,6,5,7,628,0,5,4,2,515,0,3,2,218.6965643
2,131,1384,0,165,8,45,989,0,134,7,15,736,0,106,5,7,534,0,84,3,2,397,0,63,2,224.1436198
2,126,1040,0,86,3,70,831,0,74,3,36,647,0,64,2,22,512,0,50,1,8,411,0,42,1,212.2019816
2,42,464,0,37,0,11,334,0,30,0,5,237,0,23,0,2,170,0,14,0,0,111,0,7,0,249.8490274
2,17,623,3,138,8,2,489,0,90,6,0,388,0,50,3,0,297,0,20,1,0,214,0,13,0,241.2177317
2,143,1775,0,60,10,43,1332,0,52,8,15,963,0,34,4,6,728,0,16,2,0,567,0,11,0,212.1097867
2,38,318,0,10,2,15,180,0,6,2,5,104,0,5,2,2,62,0,2,2,0,44,0,1,1,356.282711
2,108,1287,0,290,9,40,1089,0,139,8,17,872,0,62,5,5,684,0,20,5,3,549,0,6,1,156.4242339
2,153,720,0,1502,26,69,525,0,1209,16,28,364,0,878,11,14,264,0,550,8,7,185,0,353,6,179.0013315
2,143,1220,0,816,67,43,808,0,578,41,15,496,0,325,21,2,286,0,168,12,0,177,0,78,5,160.5776846
2,19,438,0,255,23,4,312,0,225,18,0,214,0,180,14,0,137,0,130,5,0,91,0,107,3,219.318802
2,42,575,0,706,13,18,467,0,637,10,6,373,0,550,6,0,280,0,436,1,0,212,0,359,0,156.4374056
2,50,924,0,46,13,23,793,0,36,12,5,672,0,26,10,0,580,0,13,7,0,499,0,11,5,211.6859561
2,108,2167,0,768,6,38,1597,0,726,5,12,1096,0,661,5,3,761,0,551,4,0,540,0,446,3,215.9479363
2,110,1370,0,1182,3,51,1114,0,1122,2,15,884,0,1036,2,6,730,0,936,0,1,591,0,836,0,177.9128603
2,44,973,1,1316,19,9,739,1,1103,12,5,551,1,827,9,1,398,1,565,4,0,290,0,361,3,176.2003787
2,18,373,0,43,0,7,258,0,37,0,5,180,0,32,0,1,114,0,26,0,0,72,0,19,0,655.3280711
2,76,923,0,967,1,25,733,0,909,0,7,578,0,809,0,2,459,0,687,0,1,370,0,557,0,176.6721293
2,56,1305,1,3328,5,28,1123,0,3063,5,12,933,0,2576,4,5,773,0,1839,4,1,659,0,1320,2,115.3737455
2,17,347,0,1524,8,4,260,0,1257,4,2,195,0,846,1,0,138,0,460,1,0,110,0,250,1,74.22555969
2,103,460,0,455,7,46,381,0,415,7,17,293,0,363,4,3,233,0,300,3,1,197,0,247,3,149.4452117
2,40,1406,0,612,12,12,1160,0,509,6,7,938,0,392,6,1,717,0,262,5,0,573,0,173,4,171.0914551
2,508,3260,0,1418,58,171,2294,0,1309,43,47,1585,0,1119,31,12,1091,0,883,19,3,798,0,660,13,169.6011886
2,104,1823,0,57,0,24,1323,0,50,0,0,973,0,43,0,0,682,0,26,0,0,505,0,17,0,235.9079315
2,61,1296,0,135,9,29,1067,0,122,7,13,857,0,112,6,2,672,0,92,6,0,549,0,73,3,220.9908731
2,60,1592,0,302,14,18,1323,0,255,8,1,1066,0,193,5,0,877,0,136,3,0,735,0,87,3,231.0747257
2,48,4257,0,115,7,6,3756,0,104,5,2,3223,0,80,3,1,2773,0,67,2,0,2357,0,46,1,198.9842645
2,84,2069,0,155,30,43,1871,0,116,20,20,1694,0,80,14,4,1545,0,51,7,2,1417,0,40,5,178.8958337
2,123,1631,0,2201,20,35,1369,0,2050,17,11,1124,0,1857,12,2,925,0,1643,9,0,768,0,1459,7,179.0125732
2,93,837,0,1173,38,27,572,0,884,25,5,392,0,599,18,1,263,0,393,10,0,191,0,245,7,162.2154743
2,47,1096,0,377,10,12,889,0,317,7,2,719,0,256,2,0,599,0,189,1,0,511,0,144,1,186.1614193
2,439,1776,0,169,22,262,1536,0,155,14,157,1285,0,137,11,89,1062,0,118,9,52,836,0,103,6,291.6097023
2,52,684,0,58,56,21,576,0,38,42,11,452,0,25,38,2,346,0,18,30,1,271,0,14,17,201.8389053
2,22,363,0,2041,7,5,301,0,1752,3,1,241,0,1363,2,0,186,0,998,0,0,149,0,783,0,80.69078907
2,32,1362,0,161,14,4,1081,0,103,5,0,839,0,41,4,0,644,0,24,2,0,506,0,15,0,189.1965531
2,21,2407,0,289,28,6,2315,0,223,19,2,2205,0,152,12,0,2075,0,95,6,0,1967,0,56,5,208.3887161
2,197,1354,0,320,12,123,1140,0,270,8,70,930,0,224,7,31,751,0,179,4,8,588,0,150,2,251.0937674
2,24,406,0,219,2,13,330,0,196,1,5,264,0,155,1,1,215,0,130,0,1,175,0,107,0,217.9705668
2,71,755,0,390,5,27,635,0,356,4,9,520,0,300,2,1,443,0,243,2,0,376,0,200,2,165.9151943
2,47,971,0,176,23,14,798,0,166,15,5,619,0,145,12,1,483,0,117,6,0,367,0,87,4,219.9922842
2,17,64,0,1698,5,8,51,0,1613,3,3,43,0,1488,2,2,32,0,1344,2,0,27,0,1181,1,85.04436707
2,78,337,0,2643,37,38,205,0,2283,25,10,123,0,1820,18,1,70,0,1386,13,0,46,0,1068,11,94.45960015
2,56,262,0,460,102,21,197,0,344,85,9,155,0,233,65,3,125,0,142,45,1,101,0,91,32,148.9613404
2,49,243,0,1956,23,15,192,0,1677,18,4,153,0,1333,15,0,113,0,1011,11,0,92,0,794,7,96.76250809
2,166,2578,0,93,31,47,2031,0,63,21,12,1590,0,34,14,1,1281,0,18,8,0,1042,0,10,3,195.7954486
2,40,1199,0,274,44,12,898,0,171,25,0,649,0,83,14,0,438,0,42,6,0,305,0,28,3,228.6720761
2,493,1333,1,272,32,314,1120,1,218,25,185,938,0,178,13,89,810,0,140,9,41,699,0,108,9,214.5936193
2,130,964,0,37,18,55,790,0,28,13,24,631,0,16,11,7,506,0,12,8,2,423,0,10,2,235.2405585
2,154,397,0,1294,13,74,297,0,1162,11,27,230,0,1005,9,6,172,0,846,8,1,136,0,709,4,146.012355
2,99,4295,2,33,19,28,3801,1,19,10,7,3184,1,15,7,3,2553,0,8,5,1,1975,0,3,3,169.3718609
2,122,1817,0,630,25,35,1478,0,525,18,10,1183,0,408,11,3,903,0,273,7,0,705,0,173,5,177.1871239
2,177,1859,0,47,20,93,1617,0,38,18,42,1392,0,35,11,16,1206,0,32,7,3,1039,0,22,5,225.9346989
2,10,353,0,9,34,4,301,0,6,29,0,256,0,2,21,0,215,0,1,17,0,187,0,0,13,274.0044748
2,92,411,0,57,7,34,310,0,52,6,15,232,0,46,4,2,187,0,43,3,1,165,0,35,3,318.4163946
2,84,488,0,1071,39,39,386,0,999,33,17,319,0,882,18,3,264,0,736,14,1,222,0,607,8,106.6396958
2,175,1188,0,755,6,62,920,0,700,4,11,697,0,634,4,5,534,0,551,3,1,422,0,482,3,176.9373707
2,227,1934,0,511,24,124,1567,0,445,22,60,1230,0,352,12,25,947,0,275,7,8,751,0,203,2,156.128904
2,10,345,0,174,12,3,276,0,133,5,1,224,0,82,4,1,192,0,43,1,1,159,0,29,1,240.2854304
2,43,181,0,198,19,20,142,0,159,11,11,99,0,109,7,2,75,0,69,5,1,56,0,44,4,215.0059056
2,316,1664,1,1043,38,150,1333,1,814,24,53,1082,1,567,13,19,910,0,348,8,4,750,0,226,4,179.572659
2,61,676,0,59,18,24,558,0,38,11,6,448,0,22,7,1,380,0,10,4,0,321,0,1,4,190.8713702
2,112,1467,0,920,2,42,1220,0,841,1,12,989,0,713,1,3,820,0,541,1,0,673,0,383,0,167.1708357
2,71,2428,0,634,48,29,1866,0,570,30,4,1433,0,467,23,1,1025,0,365,16,1,722,0,287,6,164.4983748
2,25,1485,0,160,47,10,1305,0,137,40,3,1115,0,101,35,1,933,0,67,28,0,772,0,46,23,175.917302
2,31,3770,0,47,22,8,3482,0,32,18,2,3161,0,26,13,0,2844,0,17,10,0,2534,0,11,8,259.3018122
2,184,942,0,14,28,70,691,0,9,23,25,478,0,6,14,7,331,0,4,10,0,240,0,2,5,213.7930437
2,43,1321,0,140,15,13,1129,0,120,10,3,964,0,90,7,0,834,0,71,6,0,719,0,54,4,233.7856435
2,179,4037,0,162,20,60,3332,0,141,14,11,2650,0,117,8,1,2048,0,91,6,0,1606,0,78,5,215.839578
2,129,3370,0,105,4,59,3059,0,94,4,34,2759,0,81,4,8,2458,0,63,3,2,2161,0,50,2,202.9249686
2,289,2582,0,378,15,167,2177,0,341,12,83,1798,0,303,7,29,1484,0,252,5,9,1233,0,207,2,179.9600499
2,301,1197,0,89,9,130,781,0,79,7,47,496,0,58,5,13,338,0,36,3,3,220,0,19,3,192.6148307
2,267,2025,0,72,27,131,1638,0,52,21,58,1289,0,40,14,24,996,0,28,10,8,767,0,16,7,201.7167214
2,247,490,0,1760,18,138,363,0,1492,9,62,236,0,1205,7,20,153,0,957,3,8,110,0,770,3,152.6139689
2,118,574,1,2318,18,54,438,1,1940,15,24,339,1,1501,10,9,257,0,1107,6,1,217,0,833,2,83.47682612
2,78,972,0,195,7,32,740,0,179,7,10,542,0,150,5,5,389,0,126,2,1,267,0,109,0,223.8591168
2,54,200,0,4985,12,22,165,0,4598,6,10,130,0,4099,3,2,107,0,3487,2,1,89,0,2943,1,88.42969724
2,61,2313,0,182,22,14,1956,0,163,18,3,1689,0,129,15,1,1416,0,101,10,0,1209,0,75,9,230.9566559
2,302,1754,0,128,16,132,1318,0,108,11,43,1016,0,87,9,10,827,0,67,7,3,702,0,49,3,183.0751658
2,19,358,0,16,19,8,262,0,7,13,2,198,0,5,8,1,144,0,3,7,0,108,0,2,4,269.8510332
2,45,464,1,183,157,17,326,0,139,138,2,227,0,98,115,0,167,0,69,92,0,127,0,39,77,226.502125
2,18,640,0,127,17,8,547,0,111,14,0,455,0,92,8,0,400,0,72,7,0,349,0,51,7,220.4350858
2,12,905,0,326,26,5,771,0,213,21,1,672,0,125,14,0,571,0,76,11,0,491,0,50,9,176.6598967
2,61,660,0,493,75,14,541,0,392,52,4,431,0,284,37,1,347,0,181,27,1,278,0,110,19,160.6825756
2,87,2976,0,552,36,36,2604,0,473,24,16,2141,0,403,16,3,1773,0,307,10,2,1430,0,223,7,162.3186017
2,115,2137,1,175,76,47,1667,0,146,63,18,1278,0,113,42,5,954,0,72,24,2,686,0,44,16,247.0547772
2,140,833,0,1866,34,53,523,0,1541,19,13,302,0,1104,9,5,183,0,644,5,1,131,0,364,4,151.5652713
2,108,2091,0,1841,31,43,1815,0,1709,28,15,1533,0,1501,21,3,1290,0,1205,13,0,1106,0,901,10,182.868039
2,10,1458,0,25,2,2,1271,0,16,2,0,1095,0,12,0,0,961,0,5,0,0,852,0,3,0,235.3849901
2,16,991,0,151,7,3,879,0,127,5,1,767,0,98,4,0,654,0,75,2,0,555,0,50,1,186.5818157
2,71,532,0,46,2,22,403,0,37,2,4,312,0,30,1,1,246,0,17,1,0,196,0,12,0,221.6016883
2,10,215,0,102,2,5,174,0,86,2,1,136,0,71,1,0,104,0,57,1,0,86,0,43,1,212.2800134
2,319,1163,0,116,18,169,854,0,102,17,77,603,0,86,13,28,418,0,73,10,9,292,0,62,7,187.5227326
2,85,560,0,540,30,43,464,0,500,28,18,386,0,455,23,7,333,0,373,17,3,273,0,303,12,212.0119476
2,482,1208,1,501,5,290,990,0,478,5,164,776,0,441,2,73,624,0,409,2,34,522,0,379,1,162.936836
2,390,1143,2,807,50,209,777,1,695,44,73,548,1,566,34,26,393,1,426,20,8,307,0,287,16,167.04544
2,884,1736,1,397,35,502,1203,1,332,26,248,850,1,273,18,123,589,0,207,16,51,427,0,158,9,172.0200967
2,292,5057,0,238,34,109,4077,0,180,26,44,3198,0,127,22,14,2507,0,102,14,6,1989,0,82,10,198.5404271
2,83,759,1,223,12,55,636,1,171,10,29,505,0,124,7,15,411,0,90,2,7,339,0,66,2,228.922406
2,161,934,0,163,10,82,747,0,147,7,44,608,0,136,4,17,505,0,117,3,7,402,0,97,1,198.6999789
2,253,816,3,228,6,126,582,1,183,4,56,444,1,142,3,23,315,0,105,3,10,240,0,79,3,175.4002341
2,22,552,0,24,21,9,429,0,15,14,2,321,0,9,8,0,241,0,5,3,0,187,0,4,2,221.9157437
2,103,413,0,4,20,58,317,0,3,13,32,238,0,3,9,25,201,0,1,9,17,160,0,0,7,250.8470721
2,173,605,0,106,22,67,440,0,77,19,29,323,0,54,17,17,247,0,38,16,17,206,0,18,16,227.3407457
2,28,997,0,72,19,12,861,0,46,19,2,705,0,37,13,1,587,0,25,8,0,483,0,12,7,227.6829904
2,35,378,6,1217,65,14,310,4,868,47,3,237,4,551,32,0,176,1,334,19,0,140,1,232,13,107.121932
2,220,717,0,152,26,92,462,0,106,22,30,321,0,76,18,8,233,0,48,15,3,195,0,37,10,184.383846
2,130,1631,2,33,12,45,1235,0,18,10,12,906,0,12,6,2,691,0,4,3,1,547,0,1,2,172.0738121
2,88,1259,0,849,179,44,1009,0,667,134,12,767,0,435,101,4,558,0,282,60,0,403,0,174,32,193.1473659
2,261,1236,2,69,5,108,979,2,56,4,37,758,2,51,2,12,598,2,42,1,3,466,2,34,0,195.873153
2,172,1824,0,144,13,62,1469,0,114,7,25,1173,0,80,4,7,975,0,52,1,2,785,0,41,1,221.3129921
2,60,765,0,8,11,16,578,0,4,7,4,396,0,3,4,1,266,0,0,4,0,185,0,0,2,219.4332564
2,376,973,0,78,16,219,774,0,62,10,123,599,0,43,8,60,472,0,32,5,25,375,0,21,4,195.4579655
2,92,112,1,3622,55,47,60,0,2902,36,20,38,0,2103,18,5,22,0,1404,8,3,10,0,935,5,145.8734876
2,104,1254,1,140,2,32,1008,1,122,2,7,815,0,98,2,1,700,0,73,1,0,605,0,58,1,220.663646
2,586,328,2,454,57,370,196,2,394,45,183,104,1,331,36,68,65,0,260,24,34,44,0,208,16,182.9290131
2,68,1575,0,2101,31,24,1423,0,1738,27,8,1294,0,1241,18,2,1188,0,810,12,1,1106,0,498,8,182.605155
2,319,1008,6,569,6,166,793,5,462,4,69,647,2,362,3,27,540,2,271,2,6,464,1,199,1,218.5274965
2,3,170,0,2,23,0,140,0,1,20,0,105,0,1,11,0,79,0,1,8,0,62,0,0,3,215.2088671
2,66,134,0,1386,19,23,74,0,1207,12,11,45,0,1001,7,2,31,0,782,6,2,21,0,606,5,141.8340279
2,807,1504,0,209,42,390,1093,0,176,32,154,756,0,144,23,54,533,0,101,16,22,400,0,75,9,224.5124054
2,1683,633,0,41,7,1234,414,0,29,4,843,228,0,16,2,499,144,0,10,2,225,92,0,6,1,189.5206874
2,272,3264,0,25,13,146,2973,0,19,5,86,2697,0,16,4,34,2420,0,15,4,15,2189,0,12,2,227.7893499
2,213,833,2,28,76,129,687,2,18,59,73,548,2,14,49,38,420,2,10,31,20,313,1,10,20,223.1230834
2,779,919,0,135,10,399,557,0,114,6,185,343,0,95,5,79,240,0,68,2,24,164,0,54,1,225.5574734
2,745,1599,0,219,32,423,1217,0,180,18,221,907,0,143,12,92,681,0,121,12,40,502,0,93,8,217.7784754
2,332,334,0,275,3,197,221,0,228,0,89,139,0,182,0,35,101,0,133,0,15,66,0,101,0,193.9723921
2,786,69,0,781,22,601,37,0,587,9,386,21,0,378,5,201,15,0,252,1,87,8,0,169,0,150.3365578
2,3102,977,0,119,62,2423,716,0,100,53,1738,496,0,91,40,1163,365,0,69,32,655,248,0,55,17,162.8516863
2,618,371,0,67,1,365,252,0,58,1,180,169,0,52,1,84,143,0,46,1,34,112,0,38,0,226.1437521
2,718,559,2,369,12,412,380,2,301,8,210,260,1,260,6,100,189,1,209,4,43,129,1,163,2,168.8609311
2,253,2077,1,75,86,136,1538,1,55,46,79,1054,1,32,23,55,700,0,17,14,42,447,0,8,6,221.8120926
2,275,278,0,175,6,130,189,0,134,3,53,124,0,96,3,19,91,0,61,3,5,66,0,38,2,210.2415975
2,244,342,29,94,24,152,261,23,74,17,73,187,17,50,12,23,139,13,34,11,8,111,8,28,8,229.1310106
2,409,175,0,171,11,300,128,0,142,9,194,95,0,107,4,117,69,0,81,3,55,49,0,70,2,167.709558
2,324,645,0,69,7,185,544,0,58,6,97,454,0,49,5,37,384,0,40,2,8,330,0,33,1,243.0778662
2,907,215,0,508,60,560,114,0,382,48,262,41,0,262,31,111,19,0,188,26,33,8,0,142,21,149.0435334
2,807,674,0,34,3,534,512,0,26,2,305,386,0,22,2,147,316,0,19,2,69,257,0,16,1,202.7346518
2,52,301,5,11,0,28,214,4,10,0,15,153,4,7,0,8,110,2,7,0,2,74,1,6,0,327.4385323
2,172,1261,0,157,13,74,935,0,145,11,30,644,0,140,9,12,448,0,116,9,4,321,0,108,8,226.6424683
2,402,397,2,324,7,245,304,2,265,6,148,229,2,211,5,81,172,0,164,5,45,136,0,127,4,193.6998016
2,667,588,1,61,16,478,474,1,49,10,297,366,0,35,4,182,286,0,30,4,104,226,0,23,3,173.5560946
2,253,1363,0,370,14,147,1194,0,308,10,70,1037,0,251,8,32,909,0,197,7,14,815,0,156,5,178.4081954
2,449,550,0,68,25,253,366,0,59,21,108,233,0,51,17,43,170,0,45,15,14,99,0,31,7,186.5685568
2,606,259,2,173,13,366,170,2,140,9,172,108,1,112,8,68,76,1,88,6,22,56,0,70,4,173.2119385
2,957,614,0,1473,18,632,392,0,1167,15,374,240,0,869,8,163,147,0,658,7,55,103,0,493,5,158.5415747
2,337,1259,0,484,12,220,1133,0,429,8,138,1027,0,370,4,72,954,0,308,3,28,887,0,258,2,185.9139175
2,418,2646,0,138,53,247,2236,0,115,42,130,1913,0,82,32,63,1606,0,57,20,20,1365,0,43,13,193.7111028
2,335,2735,0,131,21,169,2375,0,117,14,80,1999,0,99,8,35,1668,0,86,7,11,1406,0,64,3,188.6498147
2,109,504,0,254,19,72,366,0,213,17,43,289,0,171,11,26,237,0,141,2,14,185,0,116,1,251.2253242
2,526,5355,0,215,42,228,4414,0,199,31,88,3517,0,175,25,32,2847,0,142,20,12,2326,0,114,14,180.5620434
2,523,1978,0,387,13,304,1727,0,349,12,150,1516,0,311,8,65,1316,0,268,5,29,1128,0,233,4,166.4110212
2,222,407,2,468,25,106,258,2,389,17,51,160,2,309,7,23,99,2,234,4,8,73,1,165,3,261.9509553
2,810,768,0,1731,9,579,619,0,1592,7,380,471,0,1455,6,221,363,0,1324,4,115,279,0,1210,2,178.9244203
2,79,126,0,38,3,37,77,0,30,3,10,51,0,19,2,1,33,0,14,1,0,22,0,11,1,250.415358
2,1112,373,0,1411,14,871,298,0,1188,10,640,240,0,971,7,426,190,0,793,5,261,160,0,672,3,164.0347692
2,607,2247,0,594,63,366,1906,0,519,48,215,1609,0,448,28,107,1329,0,378,21,46,1077,0,306,12,209.530495
2,345,79,0,119,10,248,54,0,100,7,152,36,0,84,6,76,22,0,72,4,37,19,0,65,3,217.8556314
2,118,210,2,46,11,72,152,1,37,8,32,122,1,32,6,17,87,1,25,2,10,65,0,18,1,240.7808205
2,385,766,5,73,4,196,595,5,61,2,70,462,5,49,2,28,361,5,40,2,11,292,5,31,2,222.0861835
2,593,1659,0,530,21,275,1195,0,422,19,96,834,0,312,14,26,592,0,230,8,6,467,0,167,6,168.6318922
2,856,1925,0,127,25,445,1341,0,87,19,198,951,0,61,15,76,708,0,39,12,27,526,0,25,9,184.1508061
2,317,55,0,263,3,250,38,0,226,3,155,27,0,201,2,73,20,0,170,1,33,17,0,147,1,158.7378336
2,271,3013,0,119,13,154,2475,0,91,12,85,1922,0,61,9,49,1447,0,43,8,34,968,0,35,4,178.6389784
2,344,869,0,346,13,102,516,0,262,12,32,292,0,158,7,7,153,0,66,6,3,98,0,39,3,178.1388205
2,149,838,1,299,18,50,582,0,219,12,10,396,0,131,9,1,273,0,75,8,0,184,0,37,4,169.5469029
2,256,808,0,230,4,102,565,0,192,2,33,400,0,148,2,6,283,0,111,2,3,228,0,84,1,233.3668938
2,399,1776,0,3406,37,207,1294,0,3096,31,84,892,0,2685,23,30,614,0,2224,18,10,403,0,1854,16,142.4753461
2,213,1141,0,226,101,74,775,0,181,89,29,552,0,143,75,17,346,0,112,69,9,255,0,96,58,218.1250812
2,61,345,0,126,8,19,222,0,102,5,7,131,0,74,3,3,76,0,41,1,1,53,0,30,1,199.4101888
2,119,716,0,1158,19,60,492,0,902,13,29,298,0,623,12,14,182,0,376,10,12,131,0,234,7,151.2078009
2,59,669,0,89,24,19,482,0,79,17,7,356,0,63,12,4,251,0,41,9,2,177,0,30,6,221.5510711
2,182,788,1,100,11,63,467,0,70,9,21,258,0,44,3,6,150,0,24,3,2,99,0,12,2,207.3125113
2,157,758,1,768,29,55,497,0,648,23,21,341,0,537,17,6,236,0,396,11,0,171,0,262,10,207.7698714
2,177,675,0,50,4,62,461,0,34,2,15,311,0,18,2,6,218,0,9,2,1,170,0,7,1,227.7490273
2,43,731,0,84,22,15,480,0,61,18,3,309,0,41,12,1,201,0,27,11,0,139,0,12,8,218.962067
2,93,1328,0,70,5,34,1043,0,43,3,11,794,0,17,3,6,580,0,6,3,2,411,0,3,2,183.5580454
2,1567,1156,2,374,15,1082,904,2,276,11,689,712,1,206,6,365,556,1,155,3,183,445,1,114,3,170.2510696
2,172,438,1,73,10,96,331,1,61,9,51,243,0,47,6,22,184,0,35,6,9,137,0,20,5,204.2146255
2,506,1331,0,30,194,274,1031,0,23,152,133,752,0,12,113,60,533,0,7,75,26,376,0,2,45,166.5193963
2,286,899,0,67,65,153,659,0,52,55,84,449,0,38,45,43,313,0,29,36,24,228,0,16,29,174.2939629
2,252,443,4,258,7,144,304,1,191,7,85,220,0,146,6,42,164,0,101,5,18,127,0,74,3,209.4662649
2,641,124,2,99,11,428,77,2,84,8,276,54,2,67,7,175,41,0,55,6,103,24,0,41,5,782.0870516
2,74,585,0,10,2,40,468,0,9,2,22,373,0,4,1,11,309,0,4,1,2,262,0,3,1,248.2688893
2,141,303,0,581,13,51,162,0,485,12,17,66,0,366,9,7,34,0,237,7,1,16,0,153,3,158.786874
2,57,334,0,83,4,14,211,0,42,3,5,128,0,16,3,0,75,0,7,1,0,43,0,4,0,162.6141607
2,385,473,3,33,19,207,283,2,17,17,90,185,1,10,9,45,130,0,5,7,12,90,0,0,3,176.9107882
2,86,197,0,53,8,44,125,0,35,5,25,86,0,22,2,7,67,0,13,2,2,51,0,8,2,226.6630883
2,90,287,0,1268,13,37,180,0,1092,10,15,112,0,867,7,3,69,0,661,4,1,40,0,508,4,93.27774988
2,666,573,1,743,17,452,382,0,585,12,292,238,0,398,7,154,139,0,252,5,84,92,0,167,4,158.097536
2,227,2454,0,415,21,69,1798,0,355,18,16,1218,0,279,12,2,803,0,177,9,0,559,0,109,4,181.3847025
2,25,931,0,11,2,14,744,0,7,2,4,606,0,2,2,1,487,0,2,2,0,400,0,2,1,305.10426
2,366,1106,33,243,132,210,936,14,177,112,101,789,4,107,82,50,693,0,60,62,17,603,0,42,41,160.307226
2,144,745,0,23,3,94,610,0,20,3,58,512,0,16,2,34,417,0,14,0,17,346,0,11,0,293.3823099
2,187,762,0,95,34,93,514,0,75,25,40,354,0,53,22,19,254,0,27,17,5,189,0,17,16,261.6315904
2,503,826,0,94,6,250,575,0,73,1,114,389,0,57,1,44,260,0,47,0,15,185,0,31,0,190.8190444
2,248,396,0,335,36,139,241,0,235,26,60,147,0,151,18,27,97,0,79,13,10,77,0,38,4,176.1755726
2,103,695,1,655,63,51,565,0,464,39,15,486,0,288,31,6,435,0,159,17,1,397,0,101,13,171.5908224
2,104,335,0,102,17,51,215,0,72,13,31,162,0,40,11,7,130,0,20,5,3,102,0,12,5,222.7450349
2,103,4511,0,5,6,58,4071,0,4,6,25,3752,0,4,4,12,3456,0,2,2,4,3239,0,1,1,305.2449902
2,114,634,6,364,27,37,524,2,220,24,14,431,1,105,19,7,373,0,51,16,4,326,0,19,10,163.2806307
2,15,229,0,0,1,6,150,0,0,0,3,113,0,0,0,1,80,0,0,0,0,48,0,0,0,281.106
2,3,212,0,1,14,0,163,0,1,12,0,128,0,1,11,0,87,0,0,8,0,69,0,0,5,226.1829934
2,21,494,0,783,9,11,356,0,715,3,3,235,0,629,3,1,154,0,520,2,0,94,0,448,2,110.4331111
2,0,63,0,24,1,0,47,0,19,0,0,41,0,15,0,0,37,0,11,0,0,27,0,10,0,685.9363489
2,22,744,0,14,12,10,679,0,11,11,5,626,0,10,8,1,577,0,8,7,0,524,0,8,5,261.9359594
2,159,948,0,253,12,47,715,0,200,8,10,541,0,126,7,3,402,0,67,5,2,284,0,38,4,196.4016425
2,371,662,0,191,161,234,471,0,160,140,133,330,0,122,120,63,242,0,93,107,37,183,0,74,95,208.6750849
2,16,438,0,52,23,7,310,0,40,16,1,242,0,29,10,0,186,0,17,9,0,153,0,3,7,195.5983884
2,284,607,2,3959,259,131,392,1,3549,220,43,259,0,2999,179,11,174,0,2418,141,2,128,0,1942,104,101.9519417
2,135,1253,0,361,26,33,779,0,259,18,7,464,0,161,6,2,262,0,86,4,1,162,0,51,2,182.5946106
2,108,885,0,28,5,50,704,0,22,5,18,558,0,16,3,5,446,0,9,3,3,353,0,4,2,238.9091457
2,220,829,5,1786,5,108,548,2,1348,1,40,363,1,828,1,16,237,0,457,1,6,160,0,263,1,160.0639298
2,175,3598,0,594,14,69,2579,0,512,11,26,1602,0,423,9,7,966,0,322,6,0,586,0,238,4,168.5710932
2,547,913,7,626,12,331,620,3,521,7,203,403,1,407,5,112,256,0,320,5,61,155,0,241,3,162.0109433
2,67,155,0,29,11,33,106,0,10,8,15,80,0,8,7,9,56,0,5,5,2,35,0,3,5,273.2142196
