class_i,ASCUS_s,LSIL_s,ASCH_s,HSIL_s,SCC_s,ASCUS_c,LSIL_c,ASCH_c,HSIL_c,SCC_c,ASCUS_c_09,LSIL_c_09,ASCH_c_09,HSIL_c_09,SCC_c_09,ASCUS_c_099,LSIL_c_099,ASCH_c_099,HSIL_c_099,SCC_c_099,ASCUS_c_0999,LSIL_c_0999,ASCH_c_0999,HSIL_c_0999,SCC_c_0999,w_mean,h_mean,v_mean,w_01,w_02,w_03,w_04,w_05,w_06,w_07,w_08,w_09,h_01,h_02,h_03,h_04,h_05,h_06,h_07,h_08,h_09,d_01,d_02,d_03,d_04,d_05,d_06,d_07,d_08,d_09,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09
1,1432,11,59,42,3,1366,19,43,111,8,1120,15,20,55,4,820,10,10,20,2,550,8,4,11,2,105.64872440917905,109.34000565416936,15488.622959654695,54.86949459999996,64.35450399999999,71.4529416,80.41909220000002,89.382195,100.31624179999997,114.80534700000001,130.5504208,164.17188680000004,54.86949459999996,64.35450399999999,71.4529416,80.41909220000002,89.382195,100.31624179999997,114.80534700000001,130.5504208,164.17188680000004,82.92932356895784,96.24981195641874,106.57123993967079,116.58685282028505,136.8907087567862,149.3152163838467,166.27136765682903,187.8586564807052,235.8965660621607,3307.2516443386367,4457.840965160646,5420.759075195235,6549.052627938832,8786.779514970338,10595.138639535668,12702.511279891954,16359.44815982673,26182.828329172167
1,1234,44,5,22,0,1200,67,0,36,2,827,25,0,17,2,482,12,0,5,0,231,5,0,1,0,149.88597850114942,149.81334525670496,25999.6257682961,84.69248220000006,100.84113780000001,113.74899880000001,126.29160140000002,137.73692300000002,151.10245980000005,165.08904839999997,184.1263668,208.1331058,84.69248220000006,100.84113780000001,113.74899880000001,126.29160140000002,137.73692300000002,151.10245980000005,165.08904839999997,184.1263668,208.1331058,140.4506359946481,163.0832058031651,174.4600645102759,185.00646922342898,202.0811866760649,218.57764416955945,230.44894681628222,245.43229191990952,283.1812828795524,9383.26179686245,12171.409629257403,14109.900679749117,15834.894105228428,18582.79252990984,22423.924251501667,25200.296282178624,28409.374834098642,36950.41092684281
1,6686,24,89,20,0,6533,20,189,74,3,5909,10,120,48,1,4844,7,63,35,0,3505,2,32,19,0,114.22525235797038,114.18708681698195,14919.116863984544,64.08364199999998,74.69647520000001,84.73078600000004,95.01427319999999,104.90344299999998,115.11119360000001,128.2325198,145.67929600000002,173.42049580000003,64.08364199999998,74.69647520000001,84.73078600000004,95.01427319999999,104.90344299999998,115.11119360000001,128.2325198,145.67929600000002,173.42049580000003,96.17991420444412,108.72070856586612,122.45587607148153,140.44068204761808,154.58556483891272,168.71163017984745,182.87309042146526,208.6461501144983,234.05657413307176,4467.299205370301,5712.097782832934,7018.010959091636,9420.672980417554,11293.552136018463,13557.704882315296,15825.914594360722,20782.290301999652,26132.274689696507
1,1137,22,9,14,3,1114,38,2,26,5,866,29,1,14,4,619,27,0,4,2,369,26,0,3,1,148.69975987257385,150.26115199071728,29313.42152343483,68.7906638,85.40536439999998,100.97210620000001,114.780845,129.50598200000002,148.0844728,166.0829836,186.26344020000002,219.72767640000012,68.7906638,85.40536439999998,100.97210620000001,114.780845,129.50598200000002,148.0844728,166.0829836,186.26344020000002,219.72767640000012,106.11051993082427,134.30394702537848,156.37121242361582,174.09836427913118,193.37784946588297,219.69596032856248,236.16058697600417,260.0337375716286,307.0839432711088,5235.528500760118,8681.973383759043,11155.012907407347,13853.513131012733,17225.614952934928,22185.617174985953,26282.101467949553,31822.18925464427,43874.002946177025
1,2583,6,7,9,1,2561,15,5,22,3,2179,9,2,10,2,1606,8,1,2,1,907,6,0,0,1,109.29714888718343,108.92242373867995,12967.44732054865,68.905746,79.236404,87.55804450000004,95.87670899999995,103.27444500000001,111.47711099999998,120.03901700000002,133.31413200000003,156.54663049999996,68.905746,79.236404,87.55804450000004,95.87670899999995,103.27444500000001,111.47711099999998,120.03901700000002,133.31413200000003,156.54663049999996,104.6049721419781,115.03824262657635,132.9194286382899,142.56990265243743,151.51091341681544,161.85125063144133,172.63285209555974,183.28823535801152,213.9180916843342,5226.857256893415,6392.749944455598,8574.239512206103,9670.879781975804,10894.807933146221,12287.809732566504,14022.49257118153,16028.57813376963,21498.13042388542
1,3102,16,2,3,0,3075,30,6,12,0,2500,22,2,3,0,1671,17,0,0,0,888,13,0,0,0,148.8712781690682,147.49383253089977,24950.304161195287,87.87467679999997,101.35504099999999,113.43653540000003,123.4529998,135.241333,148.5935244,164.1685058,182.0665042,204.9774412,87.87467679999997,101.35504099999999,113.43653540000003,123.4529998,135.241333,148.5935244,164.1685058,182.0665042,204.9774412,147.65710821294982,160.54645521754526,170.67475444354503,179.23885939320354,195.67295377807375,215.3825815190587,226.26815321335465,241.88494858985143,279.94482842369064,10246.922508117575,11983.717895522863,13471.14725263338,15042.194600849645,17196.747877526657,22047.168211480028,24172.66124851159,26989.440480347243,35025.85571524806
1,5905,14,44,86,0,5760,22,10,254,3,5196,12,3,133,2,4169,10,1,56,0,2844,8,1,24,0,104.84407388394777,106.115413516449,12279.814667119817,65.20711700000001,75.16878640000002,82.12348179999998,90.08441479999996,97.813751,105.76874439999999,115.13668659999999,128.54309600000002,153.4095458,65.20711700000001,75.16878640000002,82.12348179999998,90.08441479999996,97.813751,105.76874439999999,115.13668659999999,128.54309600000002,153.4095458,99.26820409475039,109.20303311526771,118.79369852449165,134.53715544195708,142.872475828992,153.12300729252655,166.9504439705207,183.3466986400596,215.07866351367457,4734.876219084588,5728.272697388119,6689.974400958579,8713.553230137612,9723.667057809493,11116.417174910233,12993.125256948326,15583.814906404135,21709.501102174894
1,1352,16,20,40,0,1311,18,2,94,3,1025,8,0,52,1,694,6,0,25,1,443,3,0,13,1,111.74743587044819,110.96043013515407,13995.395543302704,58.29715309999999,68.9905332,77.7520427,87.40153840000005,97.90912100000001,111.27047120000012,129.71915290000004,151.59428600000007,180.29923689999998,58.29715309999999,68.9905332,77.7520427,87.40153840000005,97.90912100000001,111.27047120000012,129.71915290000004,151.59428600000007,180.29923689999998,91.77939909024107,104.56439538137178,112.69770001822775,132.1792817545564,146.45321025762405,164.400049891627,183.01227203906453,217.58146014649702,241.3729429137962,3984.5435834170057,5109.878720193668,6018.446548065518,8284.707799076892,10036.552720887248,12221.332808583633,15444.68282247409,22251.287941479844,27395.48734825534
1,2247,8,30,11,0,2216,12,17,47,4,1897,9,4,22,1,1409,7,1,12,1,885,7,0,7,0,134.51699444686412,139.50028143379794,21691.16775830431,68.93693599999997,88.00218199999999,101.706789,112.919769,125.47340350000002,138.65759300000002,152.70864450000002,169.186035,197.1459655,68.93693599999997,88.00218199999999,101.706789,112.919769,125.47340350000002,138.65759300000002,152.70864450000002,169.186035,197.1459655,106.05364075757177,143.3398858070534,161.18243603610154,175.22086126005982,184.73308870507265,203.0187807574388,218.2369944177164,235.08617295420987,270.7023187564007,5379.468478966588,9546.151266082272,12080.85924249958,14249.74300357317,15936.902099179357,18714.89822480094,22698.208765360745,26298.014673374484,34178.373792592276
1,3452,116,176,267,5,2981,108,176,721,30,2580,60,80,602,27,2056,38,33,459,20,1478,20,10,337,13,96.17317835084661,99.29681039666335,10718.694998352243,55.88714600000002,65.24536200000006,71.97097799999997,79.48779300000001,87.35015899999995,97.43588200000005,108.20370450000001,121.13693200000002,143.47715800000003,55.88714600000002,65.24536200000006,71.97097799999997,79.48779300000001,87.35015899999995,97.43588200000005,108.20370450000001,121.13693200000002,143.47715800000003,86.49927430870603,97.58732544913829,105.97365249668798,113.76184181057144,131.32197536613947,143.37764889573165,157.66889181372585,173.2186765032719,207.72714161287263,3598.6692845353978,4555.67049642509,5370.616658007228,6187.576063594353,8288.843785079065,9738.87609694705,11653.94635850209,14315.874536871106,20667.520042816403
1,1870,68,31,49,3,1780,96,40,92,13,1353,60,20,72,12,934,34,7,42,8,613,21,5,23,5,124.98526825630876,126.074768172192,18333.897570538233,61.22952200000003,72.391022,84.70086600000006,97.58895899999999,111.069836,130.23941000000005,151.053741,175.27239900000006,200.8682859999999,61.22952200000003,72.391022,84.70086600000006,97.58895899999999,111.069836,130.23941000000005,151.053741,175.27239900000006,200.8682859999999,94.32182681173734,107.63637323337336,120.86542042610165,145.47914695287486,163.24673931841158,186.96100605838157,222.86835011098796,246.21070254398722,279.36466288235806,4223.999346341737,5554.182884367841,6847.313519079729,9786.583977300403,12311.109400356372,15918.990028851618,23264.43449819853,28295.060494333546,36292.43171048889
1,2506,9,26,6,1,2455,11,48,31,3,1821,7,6,13,0,1089,1,1,1,0,503,0,1,1,0,118.95946454120879,122.87050944270015,17836.65861739935,53.07391999999999,64.73015719999997,78.28369330000001,93.313721,107.29980499999999,121.77556160000009,140.02188459999996,163.35515320000007,193.2516076,53.07391999999999,64.73015719999997,78.28369330000001,93.313721,107.29980499999999,121.77556160000009,140.02188459999996,163.35515320000007,193.2516076,81.51603362010057,96.32279351354862,114.76927505963272,148.4017568907379,164.8562369566082,179.03391981287854,209.15261212943955,229.09029222966802,268.2537395994927,3171.024800166868,4434.00763844888,6313.721240692602,10348.879345360714,12748.881571049573,14805.915479192265,20064.869211308724,24601.1253049256,31735.30592002056
1,4439,5,20,13,0,4381,10,30,54,2,3778,5,8,27,0,2898,2,2,11,0,1902,0,1,1,0,123.73400686441815,126.05578639803437,17203.8630735327,67.31515320000003,82.20130680000001,94.4343356,104.51459960000001,113.84667999999999,125.95805720000007,141.94202879999992,160.4179004,184.826752,67.31515320000003,82.20130680000001,94.4343356,104.51459960000001,113.84667999999999,125.95805720000007,141.94202879999992,160.4179004,184.826752,104.28894735947397,123.86047965844801,144.78701893617944,158.80961336670217,171.43789190809716,184.68422935143792,209.4555105307403,226.18494034672804,250.24663735887913,5070.979060315712,7105.6569811173395,9840.527446458545,11712.114244170603,13653.910259530781,15776.378779691511,19629.024288539196,24076.13146077003,29106.616996726676
1,4688,57,80,48,2,4489,58,152,153,23,3841,19,66,98,8,2988,8,36,56,5,2011,4,18,30,5,107.98907009538462,108.69075475035899,14368.241367331504,59.60812940000001,70.19410420000001,78.3441894,86.82547579999996,95.61254900000006,105.24554440000004,115.44566680000003,130.03618100000006,161.37801559999997,59.60812940000001,70.19410420000001,78.3441894,86.82547579999996,95.61254900000006,105.24554440000004,115.44566680000003,130.03618100000006,161.37801559999997,92.57275280476594,104.56656988122431,112.94751668249003,128.1818469432615,140.1459907697479,151.6578104335183,164.4252636163684,180.45864538678526,228.82163582540915,4102.83433205515,5196.302731967997,6093.370836273631,7476.66015364144,9432.483502440129,10836.942540541124,12728.413624213588,15358.388681366276,24348.730848537372
1,6808,8,82,36,0,6678,7,42,202,5,5734,1,8,110,2,4467,0,2,43,0,3014,0,0,13,0,113.9414345845111,114.93175698053072,17857.7943482612,54.2397099,65.31073560000002,74.88213489999998,84.69339560000006,95.19129949999999,105.80071980000005,119.6643643,141.65865000000008,180.53931759999998,54.2397099,65.31073560000002,74.88213489999998,84.69339560000006,95.19129949999999,105.80071980000005,119.6643643,141.65865000000008,180.53931759999998,83.62383328861293,97.71453797267876,108.78029549947382,123.35893140503826,140.89898577708485,155.30280011504848,173.62916537508124,208.63075837666196,250.58550818823915,3344.3922748591467,4569.699034645068,5695.568579432712,7052.558823206944,9489.143073570827,11361.27583590679,14041.902128985168,20373.39882576908,29265.093045693975
1,3203,11,135,31,1,3061,8,132,174,6,2513,5,43,131,5,1875,3,14,93,2,1255,2,2,55,1,110.05706371783498,114.68548344868381,15035.736021000479,51.11767600000002,63.694458000000026,75.02462800000008,86.99609399999997,99.04248100000001,110.743286,126.867095,150.14900900000004,181.93029099999998,51.11767600000002,63.694458000000026,75.02462800000008,86.99609399999997,99.04248100000001,110.743286,126.867095,150.14900900000004,181.93029099999998,80.35431912098561,98.06588895170523,111.66070320268585,132.6802525497328,146.72889656590368,163.64439166511005,184.7804636714528,222.06407807591603,256.2314217883424,3075.629539477051,4602.936081988873,5886.743671850565,8458.44566305632,10069.222043407426,12331.110045299649,15649.070583701276,23089.237807633705,30424.165610187083
1,4988,19,13,14,0,4939,29,17,40,9,4051,13,4,21,8,2671,4,2,11,5,1417,1,1,4,5,142.08160262693684,142.901732310886,23773.31971701792,72.76168779999999,89.10679,101.82327699999999,114.43582760000001,129.0431825,144.85718979999996,162.8783753999999,182.8346186,211.39031949999998,72.76168779999999,89.10679,101.82327699999999,114.43582760000001,129.0431825,144.85718979999996,162.8783753999999,182.8346186,211.39031949999998,111.83492681755476,144.8085143014771,161.50015745163356,174.12593021200325,188.27897794299975,211.55035532444293,228.24861013087465,250.60593045830348,294.35266464248076,5893.5984593329895,9871.419869744035,12069.733667977878,13876.651403006783,15900.012837886155,20828.820724924626,24221.517703661073,28688.507050863132,39170.185392548934
1,2614,48,93,93,1,2489,69,22,258,11,1966,41,9,133,7,1370,20,2,60,5,821,8,1,31,3,120.89032212811513,124.81050016848015,19242.673121334792,54.49791239999999,66.7689732,78.64724759999996,91.42076480000003,103.91619499999999,117.2809904,134.5247316,160.21649140000002,199.85909420000002,54.49791239999999,66.7689732,78.64724759999996,91.42076480000003,103.91619499999999,117.2809904,134.5247316,160.21649140000002,199.85909420000002,84.02269772714754,99.59083379483717,113.57098585940903,138.24715773008145,152.7872667890325,171.76303120136188,199.66850184501874,238.7039186240448,292.676936270601,3340.6829009451453,4671.064734930192,6081.617093832012,9146.370527002256,10938.7532910258,13741.284289799838,18022.30316111129,26429.92335465419,38408.51939342097
1,2003,3,36,46,0,1951,2,16,114,5,1548,1,1,41,2,1030,1,0,12,0,543,0,0,3,0,119.33341361015326,119.63135389319923,16404.798832741133,58.82226770000001,73.73425300000001,85.7168059,99.07681240000004,110.98709049999997,123.86721480000001,140.88121899999996,160.9747832,184.98232099999996,58.82226770000001,73.73425300000001,85.7168059,99.07681240000004,110.98709049999997,123.86721480000001,140.88121899999996,160.9747832,184.98232099999996,92.89603053918164,107.96661360962642,126.24596505809944,148.07463667578796,164.562092425119,181.30945314661233,207.02365358508442,227.4608715716205,247.98693900597402,4102.283490191816,5491.570667372746,7429.534925267881,10377.64611683164,12695.642037426845,15507.567096667082,20275.75167008897,24581.20186405889,29561.08854658495
1,7515,11,7,18,2,7471,21,6,45,10,6719,6,1,30,4,5359,3,0,11,1,3629,1,0,5,0,122.63182363855422,122.58735225062888,15786.477241529552,77.4966066,89.70634619999997,98.7960758,106.5361814,115.41143799999998,124.46103539999999,136.219153,151.6612182,175.1777708,77.4966066,89.70634619999997,98.7960758,106.5361814,115.41143799999998,124.46103539999999,136.219153,151.6612182,175.1777708,117.46310442875043,140.4523015154749,150.94050595157375,160.60299631099912,170.11916065662385,179.3282522079444,189.73895829421656,211.68862096937085,231.6986861839752,6481.224651442153,9320.804192105032,10643.900710950256,12119.768540925355,13516.90999663787,14949.64604995077,16634.61910052315,20860.875792808547,25293.650647568327
1,4219,68,8,29,4,4148,106,9,51,14,3489,43,3,26,5,2606,17,2,18,3,1511,10,1,9,2,140.14352054343806,143.20110515272643,23356.002512176226,70.31649239999999,86.30231920000003,99.97555540000002,113.9454276,126.90123800000002,142.62193040000002,161.38082290000003,181.9247044,210.10926510000013,70.31649239999999,86.30231920000003,99.97555540000002,113.9454276,126.90123800000002,142.62193040000002,161.38082290000003,181.9247044,210.10926510000013,109.46013002332614,138.1310030485436,156.52876257889844,172.2421308256172,187.06735355391655,213.4078071186962,230.69625023741244,251.65128360455054,300.9271025195103,5565.953409412808,9056.440701904223,11208.830909272208,13700.996488000173,16175.758866750868,21232.205734272873,24989.359962449584,29324.47131394084,41187.33183961113
1,2060,119,194,268,3,1831,94,32,671,16,1307,36,7,526,12,808,16,0,350,8,406,5,0,201,4,99.77134461913766,103.94719955673223,12854.365036630068,46.89111309999997,57.7601898,67.01903090000003,76.17720039999995,85.925127,97.17939939999998,111.91294259999998,130.61068100000006,168.11001920000007,46.89111309999997,57.7601898,67.01903090000003,76.17720039999995,85.925127,97.17939939999998,111.91294259999998,130.61068100000006,168.11001920000007,73.90268977201754,88.60066721031971,100.11404373280644,109.85554226894924,126.42063280232426,147.2810386049265,167.80438483858765,192.14377970902393,236.8343917426957,2573.335086665846,3741.7048091735815,4726.22227832215,5700.3149432908385,7352.360196030015,10091.956328371938,13130.133304392322,17197.914449893327,26043.190177814336
1,482,19,34,118,1,446,18,0,187,3,308,6,0,123,2,188,0,0,56,1,118,0,0,17,1,132.784415853211,134.16349245412843,23921.013112375906,40.073494199999985,50.348832,66.44991910000005,91.139981,118.82296799999999,143.33254999999994,170.3371524,193.4606174,234.02402770000003,40.073494199999985,50.348832,66.44991910000005,91.139981,118.82296799999999,143.33254999999994,170.3371524,193.4606174,234.02402770000003,59.71847263540734,74.47512639340084,98.87186810629264,146.95890994778964,185.520779058196,225.014463489718,244.23683698384167,274.6014532340172,325.7115159828391,1730.27179782855,2572.49477174577,4525.578456060868,10334.011494517747,16077.447994278242,23584.601737610108,27996.80270733925,33657.497185084154,48991.42387170838
1,3056,32,29,24,1,2989,48,29,68,8,2449,24,13,59,6,1777,11,7,47,3,1144,9,2,35,1,148.23568957829409,156.2485930477403,26121.433105527445,74.22445359999995,91.81173119999998,106.72394709999999,121.28639220000002,136.818268,154.49381139999997,170.49601380000004,190.4667394,219.15554290000003,74.22445359999995,91.81173119999998,106.72394709999999,121.28639220000002,136.818268,154.49381139999997,170.49601380000004,190.4667394,219.15554290000003,117.95273755275832,149.6691933671205,168.91298401706368,186.96488180111425,214.85097386176764,231.30022459691816,247.23656835400382,273.0197221558865,313.5368570809993,6333.878906129041,10342.693246680612,13103.790644442479,15945.413621904267,21333.54790865823,24635.536895606798,28119.105446296817,32413.964312197175,44254.69290425721
1,1541,82,0,2,0,1469,151,0,3,2,1116,98,0,2,0,715,71,0,0,0,399,49,0,0,0,151.7157626916923,153.49544736246156,24532.859437569838,87.30219059999999,103.34857159999996,121.37956520000003,134.32128279999998,146.16613800000005,160.21497819999996,174.40874619999997,188.64204780000003,210.45820020000002,87.30219059999999,103.34857159999996,121.37956520000003,134.32128279999998,146.16613800000005,160.21497819999996,174.40874619999997,188.64204780000003,210.45820020000002,149.5117907723849,170.07720160180037,182.58256811358825,200.42202457249,216.96157934678126,227.4458074640758,239.25234390105902,257.08164967840054,293.5879630182768,10490.922827771014,13355.028998250737,15325.029489471919,17616.875486765985,22155.031806884876,24575.7720196574,27042.33592201664,31101.400341999935,39649.06738118102
1,700,4,3,2,0,696,3,3,7,0,461,1,0,2,0,252,0,0,1,0,105,0,0,1,0,129.58267016078986,135.37781032016926,18927.172464568703,71.11041259999999,85.0591488,96.6141298,107.13409560000002,116.972469,133.54987820000002,153.47602400000002,172.2206268,197.8334008,71.11041259999999,85.0591488,96.6141298,107.13409560000002,116.972469,133.54987820000002,153.47602400000002,172.2206268,197.8334008,110.76903022999892,136.00175453442546,157.82757226504717,173.51441628647962,188.13316152083397,209.08322083565787,218.90717899241247,233.41745775703225,259.0796992748739,5670.005382162841,9013.185030224866,11244.951094180225,13692.281473671346,15782.644497878611,18364.295765428684,22085.128557883407,24814.393208717178,30262.433991456648
1,5074,15,111,29,0,4802,11,291,116,9,4178,5,100,100,8,3301,2,36,74,7,2228,1,10,50,5,110.2055628127749,113.12760155173075,15101.625268355148,53.859643200000015,64.8564814,74.7998594,85.749304,98.73629800000002,110.95053420000002,124.30922560000002,144.72329140000005,176.23929399999997,53.859643200000015,64.8564814,74.7998594,85.749304,98.73629800000002,110.95053420000002,124.30922560000002,144.72329140000005,176.23929399999997,82.3953570719944,95.97476213246598,108.39634977122324,131.35496268052225,148.3829359257629,164.525696117693,180.2497465150121,210.3595948061287,245.0699217051146,3278.052563752764,4435.143166385924,5654.622450419562,8382.911354752749,10362.724949036465,12779.345705730979,15327.617639075896,21013.560017456388,27892.803507347704
1,3777,11,193,42,0,3650,4,111,256,2,2780,2,24,98,0,1879,0,8,34,0,1057,0,3,10,0,89.79344989410887,91.82958037161323,11929.78937454576,47.0267336,53.98465199999999,59.977420400000014,65.88399079999996,72.37847900000003,80.37175300000003,89.81163320000002,104.18860440000002,136.38141220000003,47.0267336,53.98465199999999,59.977420400000014,65.88399079999996,72.37847900000003,80.37175300000003,89.81163320000002,104.18860440000002,136.38141220000003,74.25854961603733,82.89974958744321,89.99623214119961,97.02938176279275,104.02294120281408,112.48467521950806,131.4875098836061,148.5946904391601,189.35880540583273,2603.051529822847,3308.19015863782,3897.0721141592358,4492.269740070865,5199.513003117169,6005.474013723671,8220.487733394879,10284.95175348144,16338.923740989208
1,4350,28,8,24,0,4312,28,3,66,1,3467,10,1,35,1,2388,4,0,18,1,1387,2,0,7,0,142.24835182358277,142.4839327873016,21404.33737817277,79.99100440000001,98.74443920000002,112.0648868,126.23240799999999,139.63507850000002,152.54120160000002,166.1705318,181.13870260000004,201.38145759999995,79.99100440000001,98.74443920000002,112.0648868,126.23240799999999,139.63507850000002,152.54120160000002,166.1705318,181.13870260000004,201.38145759999995,125.0325581164483,154.60205962355604,173.59130262559978,187.79601636381415,208.66204778812602,220.76102165344417,232.466629367653,245.8946089347521,270.2463304333478,7096.388312430307,11192.337267737212,14090.80554971413,16455.54963811834,20542.970424454765,23235.72621329496,25531.6999060672,28571.921214834874,33632.3679003402
1,5175,5,10,12,0,5141,0,13,39,9,4697,0,1,15,5,3964,0,0,6,3,2957,0,0,0,1,117.82353607670126,119.6699580809304,15246.298687690854,65.2578556,77.81719359999995,89.23303870000004,100.21889619999997,109.902668,120.52084959999996,133.17354279999998,150.1870926,178.66809709999998,65.2578556,77.81719359999995,89.23303870000004,100.21889619999997,109.902668,120.52084959999996,133.17354279999998,150.1870926,178.66809709999998,101.98738865881441,116.24001730542426,137.65320482072855,150.22439645680123,163.62099413980374,176.97460136721423,192.61071654515996,216.28678107820048,244.1383593005108,4940.860588130676,6336.104390062177,9030.062962975224,10470.65362222042,12343.032873617944,14511.949828814402,16965.549901776907,21857.601254542707,27375.296390879575
1,1241,3,15,10,1,1229,2,4,30,5,950,2,0,16,3,671,1,0,7,3,384,1,0,3,2,157.71276176771653,168.8399037094488,30603.515249556196,74.0009364,101.01130980000002,119.92327099999997,137.03207959999997,150.328617,165.2551636,179.10454589999998,192.8689514,225.55622230000003,74.0009364,101.01130980000002,119.92327099999997,137.03207959999997,150.328617,165.2551636,179.10454589999998,192.8689514,225.55622230000003,132.1267860477348,168.67926964656218,190.87722622792728,216.9360446653639,228.12162592204885,240.6589151497916,258.0684438256869,289.4984274614855,325.0645229027154,8194.996412244709,12966.783890311639,16454.329705354412,22173.158461583196,24683.33491055661,27442.041560357015,30502.071355302418,36391.93214204946,48054.55668415845
1,4126,23,23,15,1,4056,30,31,66,5,3250,21,8,22,3,2256,9,2,13,0,1179,8,0,5,0,107.7912071895893,109.29186209551098,14514.240435641013,56.40344850000001,66.4334718,73.94277349999997,82.3292842,91.87200899999999,102.91876859999999,115.61316959999996,137.9621902,175.5265949,56.40344850000001,66.4334718,73.94277349999997,82.3292842,91.87200899999999,102.91876859999999,115.61316959999996,137.9621902,175.5265949,85.65281466760158,97.37617696102981,106.96264101199486,116.57581435821118,136.06775052783587,151.90159200274698,170.63653632892218,203.6188820548692,248.02853673955667,3493.8964323054142,4545.321053084754,5492.314370226763,6555.828330134782,8922.603439225826,10808.521634867164,13778.15394456853,18641.44890678318,28742.809032973906
0,1427,393,5,25,2,1023,775,0,50,4,525,492,0,33,0,211,263,0,11,0,65,137,0,6,0,161.43454897300217,157.15552291252698,30181.640680675082,92.64793090000005,108.60019840000001,121.31160220000001,133.94439680000002,145.67652900000002,158.5089848,172.06203369999997,188.66597940000003,224.79794810000007,92.64793090000005,108.60019840000001,121.31160220000001,133.94439680000002,145.67652900000002,158.5089848,172.06203369999997,188.66597940000003,224.79794810000007,150.02008900454197,164.4043774518984,175.48738055115976,187.09881253562082,209.10481054943642,223.12815631799205,234.43774820427774,252.91225071773994,324.4806348958918,10524.237338842962,12633.01401444884,14598.54834756111,16523.652396036203,20405.738905786166,23639.700460711018,26241.024497264123,30168.599542397696,48681.999661202295
0,815,296,377,651,1,447,323,5,1354,11,192,196,1,1159,3,65,118,0,933,0,21,65,0,659,0,111.03715958037384,110.55445382523365,16027.5516032219,40.61390250000001,49.34468960000002,61.424621200000004,76.6651858,95.93042,113.54260260000001,136.4570675,161.76825559999997,195.07725209999995,40.61390250000001,49.34468960000002,61.424621200000004,76.6651858,95.93042,113.54260260000001,136.4570675,161.76825559999997,195.07725209999995,62.74009477609517,76.09362544425613,89.61515521038446,108.528189910115,146.79093949876062,167.8559182274972,204.3401528134363,230.64664300959626,268.4809501145364,1884.007120087594,2720.434771442113,3746.140885261172,5324.0207833698605,10068.946511854412,13166.91190563071,18063.11752737237,25110.05120544213,33090.23299501977
0,29,24,0,1,0,14,36,0,2,2,6,26,0,1,2,2,15,0,1,1,2,13,0,1,1,189.58392192592598,223.95836379629625,44321.568407274746,102.8775546,145.875305,159.80949119999994,178.22512840000002,188.65907300000003,200.8978028,216.52279499999995,237.45357680000012,263.56485309999994,102.8775546,145.875305,159.80949119999994,178.22512840000002,188.65907300000003,200.8978028,216.52279499999995,237.45357680000012,263.56485309999994,213.8126793783647,235.60972282217858,246.69672980906645,262.0784593622595,299.17038855024,314.0854683952313,331.6568463643592,349.51370067354924,430.31868367587845,19390.382590262663,26021.62888591605,29360.32580137185,32341.565238779163,40859.19091766981,47457.51602144938,51748.07934285957,58365.45990142849,82952.20224278187
0,1660,1411,26,128,0,200,2713,1,311,0,113,2540,1,298,0,62,2230,1,283,0,36,1878,0,265,0,153.05970756341085,154.17520903131782,28846.588214275274,73.64899940000002,97.83376759999997,114.11080380000003,126.9351504,142.43939199999994,156.61955580000003,170.96650359999998,188.43720740000003,218.906787,73.64899940000002,97.83376759999997,114.11080380000003,126.9351504,142.43939199999994,156.61955580000003,170.96650359999998,188.43720740000003,218.906787,108.61640605724094,153.28233188850984,167.72675020367842,181.19053483234345,209.94541445577377,225.49380066747472,238.99875257325795,261.4311529913426,321.4233357885696,5446.560826604884,10936.18684041735,13202.098083825455,15571.735497251044,20806.2663503934,24553.176482637056,27377.726425930032,32147.85688164128,48764.97089828127
0,1469,437,85,177,1,1020,701,2,438,8,575,483,1,339,5,244,278,1,245,4,84,165,1,167,2,124.6139277339788,124.17547512125404,19315.770388145622,55.1570316,71.41630860000001,85.50172199999997,99.52124040000001,111.700634,125.17728720000001,140.88828080000002,164.57134860000002,193.7753664,55.1570316,71.41630860000001,85.50172199999997,99.52124040000001,111.700634,125.17728720000001,140.88828080000002,164.57134860000002,193.7753664,84.00917653204138,104.75213150396198,130.49558794283536,149.10969454113118,164.83877486411927,178.74440337475556,203.68710322106472,226.76958240736852,272.3946392002221,3325.8511516934805,5182.896108429328,7994.637537755178,10454.848462090366,12727.612671576137,15024.425028687861,18148.056198523733,24646.19675432943,33442.03690350392
0,2630,543,47,65,1,1835,1184,1,251,15,1018,727,1,199,7,405,391,1,145,5,103,192,0,95,2,116.14557351552038,117.18731846135118,15173.63983095279,68.85412549999998,84.45263700000004,94.34262100000007,103.554001,110.767906,117.373291,125.69539500000002,137.16293299999995,160.265007,68.85412549999998,84.45263700000004,94.34262100000007,103.554001,110.767906,117.373291,125.69539500000002,137.16293299999995,160.265007,107.92671039484594,134.5636812298653,144.83987758633592,152.81466602747923,160.36898525652404,167.9383418260517,176.10169695516754,188.20502612433205,222.29692124283596,5311.383618080065,8533.28732490634,9922.074860870476,10962.381626158389,12240.26994038443,13435.993618292881,14716.779336482421,16785.233908524755,23679.944516332387
