class_i,ASCUS_s,LSIL_s,ASCH_s,HSIL_s,SCC_s,ASCUS_c,LSIL_c,ASCH_c,HSIL_c,SCC_c,ASCUS_c_09,LSIL_c_09,ASCH_c_09,HSIL_c_09,SCC_c_09,ASCUS_c_099,LSIL_c_099,ASCH_c_099,HSIL_c_099,SCC_c_099,ASCUS_c_0999,LSIL_c_0999,ASCH_c_0999,HSIL_c_0999,SCC_c_0999,w_mean,h_mean,v_mean,w_01,w_02,w_03,w_04,w_05,w_06,w_07,w_08,w_09,h_01,h_02,h_03,h_04,h_05,h_06,h_07,h_08,h_09,d_01,d_02,d_03,d_04,d_05,d_06,d_07,d_08,d_09,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09
0,3515,952,13,40,5,2113,2214,0,166,32,1189,1600,0,123,13,543,975,0,88,3,226,561,0,52,1,128.11662166718233,126.4401460601105,18216.288176983096,75.51026619999999,89.13553459999993,100.25578680000002,109.13060000000003,118.05126900000005,126.932672,138.24736299999998,156.17383959999995,184.02063,75.51026619999999,89.13553459999993,100.25578680000002,109.13060000000003,118.05126900000005,126.932672,138.24736299999998,156.17383959999995,184.02063,110.34389805023343,137.93128262600462,149.11019399527666,158.08487909241245,167.36387972335984,177.0288372265854,190.31023363170732,223.317732201858,255.48764630494077,5667.099933988502,9133.953704580343,10593.408697289044,11862.157835652044,13268.085005641131,14868.88024381499,17011.64391107116,24044.876425222807,30391.5301695968
0,1042,329,98,209,5,637,533,4,457,52,327,338,1,292,29,124,184,0,150,18,34,97,0,63,12,118.53716329292928,117.13298244385028,16821.05785075484,50.6556736,64.45581079999995,79.11958620000001,93.52536360000005,106.79180999999994,121.32719160000002,136.83800059999996,158.85751020000004,187.73283999999998,50.6556736,64.45581079999995,79.11958620000001,93.52536360000005,106.79180999999994,121.32719160000002,136.83800059999996,158.85751020000004,187.73283999999998,79.0197711948311,96.16280322826884,112.58803348195335,145.37833525455383,160.96608804932808,174.22101278020506,192.71514364938963,225.84485612200365,256.68065406495333,2914.0688147286055,4348.139754520748,5970.1625108199505,9857.316684935162,11848.200750382712,13962.067221249607,17091.68240292422,24183.16719100567,30186.29619897906
0,2584,608,43,59,0,2037,1068,3,184,2,1244,584,1,137,0,536,296,0,84,0,181,157,0,45,0,129.77266844808742,132.42336351608984,18760.778651583663,79.3518466,94.04218680000002,104.14901180000001,113.61036339999998,121.50500450000001,131.7815796,142.9741942,158.8794004,184.9638061,79.3518466,94.04218680000002,104.14901180000001,113.61036339999998,121.50500450000001,131.7815796,142.9741942,158.8794004,184.9638061,125.38328923238979,145.46317517749677,158.03008196892478,168.66020627722216,177.60209450232753,187.2743918331292,208.42396647390555,225.02184337322115,248.34186980880384,6823.833856970443,9996.982108243803,11741.555233805715,13463.80160396254,14908.282833722735,16574.987205331927,20035.83591487616,24177.715573723242,28549.233341550444
0,785,327,17,123,4,480,550,0,220,6,300,347,0,175,4,109,194,0,126,4,31,118,0,77,0,161.11256849999998,162.17854169267517,32423.907609881044,60.23524499999999,99.17413400000001,120.97756949999999,137.427704,152.37071600000002,164.61759900000004,179.5647425,193.807373,231.66356649999997,60.23524499999999,99.17413400000001,120.97756949999999,137.427704,152.37071600000002,164.61759900000004,179.5647425,193.807373,231.66356649999997,91.15594457639317,165.13161146672343,183.05174625407125,211.70719406753247,224.63062341652932,234.68136079059911,247.17175323805756,266.1342949421491,327.2179101374729,3897.99698218823,12542.054909739847,15839.73305682931,20783.431522165098,24104.073321972483,26102.63326439368,28607.979426130667,33448.0242996893,48725.02447157234
0,400,358,0,13,0,159,592,0,18,2,77,442,0,16,2,20,304,0,14,2,7,204,0,8,1,178.64217003242538,179.20051156679637,37419.47195084865,101.789245,120.28485500000001,136.55031599999998,151.77597,164.872726,175.44940199999996,187.91392599999995,207.45178199999992,262.569458,101.789245,120.28485500000001,136.55031599999998,151.77597,164.872726,175.44940199999996,187.91392599999995,207.45178199999992,262.569458,163.7347976065114,182.09381937599755,213.17783762531286,224.76770267710083,237.23201864212592,247.9423035558792,264.05077118113365,299.43108967662266,348.7976447975834,12448.210431055772,15959.714031978743,21550.61516115936,24372.28836630826,26564.38819952253,29117.685343161764,33121.15828894929,42751.62169033718,56509.4638478706
0,1248,455,215,328,1,806,615,37,777,12,409,415,10,620,8,159,246,2,455,5,54,147,0,273,5,144.47997596706722,145.6770979563863,28594.91757155571,52.512853999999976,73.3489434,90.60671980000002,108.5846314,125.90290899999997,147.1058224,164.90601979999997,185.34365280000003,226.94303940000015,52.512853999999976,73.3489434,90.60671980000002,108.5846314,125.90290899999997,147.1058224,164.90601979999997,185.34365280000003,226.94303940000015,81.61805871805157,108.19944015254983,142.43292425253176,166.21419901556618,185.82161322420444,216.69768238802482,233.49983190198833,253.81975613555386,317.1596700977906,3114.3647683920867,5445.749905371727,9594.813718409174,12776.64609262423,16041.16723711532,22242.56628151599,25744.325103820778,30835.93618357159,47503.98545881808
0,760,355,518,795,3,329,394,16,1680,12,163,295,3,1520,8,66,184,1,1307,5,20,120,0,1068,3,137.72723378774168,133.5367652019745,28386.013239850003,43.91711399999997,55.660888,73.17651399999995,91.90730699999999,107.57376100000005,122.50408899999996,147.097107,181.370285,256.0354920000001,43.91711399999997,55.660888,73.17651399999995,91.90730699999999,107.57376100000005,122.50408899999996,147.097107,181.370285,256.0354920000001,66.14496920630849,83.64841133883827,104.34650443337024,139.75819393527254,156.6804519861052,173.98638399864726,218.29801320626044,249.99312915265617,340.3432761256333,2132.543258212185,3290.458517706356,5127.842199232811,9430.805961729706,11790.846773596691,14243.19149412241,22818.5229804415,29639.448942563035,53603.09097712034
0,2829,1878,5,89,1,869,3773,2,157,1,347,2986,0,132,1,81,2047,0,95,1,23,1337,0,53,0,153.33737900499793,152.46968119075387,27960.253237219364,87.45351569999997,103.6194214,115.2501681,126.57357340000001,138.024475,152.21425799999997,166.4548792,183.22058080000008,212.11529520000002,87.45351569999997,103.6194214,115.2501681,126.57357340000001,138.024475,152.21425799999997,166.4548792,183.22058080000008,212.11529520000002,141.61650801967602,156.99530303382846,168.90884072126457,179.04226462755867,191.9017977066863,218.63329104670078,230.93036658664008,248.0631995389488,311.7042423358595,9571.815323391807,11617.984138495014,13425.391887920561,15203.743695596087,17370.896909165556,22912.96720257979,25680.35979204084,29346.281095017817,45918.61796365599
0,372,150,36,154,3,246,199,0,259,11,110,123,0,178,8,36,70,0,95,6,9,37,0,30,2,121.61819448531469,122.33683615384616,20596.27210064869,47.362439200000026,57.04996320000001,70.2468112,85.68953239999999,106.98095700000002,122.1088748,140.71289639999998,166.67796919999995,202.41328780000003,47.362439200000026,57.04996320000001,70.2468112,85.68953239999999,106.98095700000002,122.1088748,140.71289639999998,166.67796919999995,202.41328780000003,74.78354224342222,86.84222186698874,100.98245761653753,134.53115483876627,157.69654860771692,176.92804998158994,200.79931707893044,230.35696748804912,283.06273151690993,2657.698467162332,3512.5494233681793,4676.367359556013,8744.92996571147,11234.837660745305,14657.3453002065,17986.310231870895,25007.953026649513,36352.20535506359
0,1682,778,27,143,0,950,1394,0,283,3,432,971,0,243,1,149,594,0,205,0,36,337,0,171,0,138.85811708060837,137.3170909988593,21132.974835929854,75.71229870000008,97.5184356,110.25396070000005,121.19933460000001,132.215996,143.93822919999997,157.02668590000002,174.82829600000002,198.84651599999995,75.71229870000008,97.5184356,110.25396070000005,121.19933460000001,132.215996,143.93822919999997,157.02668590000002,174.82829600000002,198.84651599999995,119.33941171025941,153.272574194051,165.621985178257,176.39654746775815,186.99823313252813,209.88405327126975,224.1220291635284,237.61938061849042,272.77523932318684,6277.133596901793,10885.364072135135,12740.650940408284,14623.4182488245,16489.923264308803,20307.221546102923,23792.30861353114,26651.332048156808,33910.401220583524
0,1268,757,40,112,1,636,1312,0,223,7,287,911,0,192,6,104,589,0,150,4,28,356,0,105,2,153.11761207529844,151.42105180348943,27321.36108008415,80.3193195,100.24806520000001,112.87230570000001,126.56047359999997,138.26683049999997,152.61257780000003,169.4258247,189.0346346,228.3471187,80.3193195,100.24806520000001,112.87230570000001,126.56047359999997,138.26683049999997,152.61257780000003,169.4258247,189.0346346,228.3471187,130.1663905349599,156.36877541664188,169.5403089647171,180.66398507854274,195.73771720329998,220.5896549540406,234.87514719076725,256.179035368501,332.34746089727594,6607.780495900688,11121.387777916603,13419.671578929065,15311.525316089801,17612.517814963743,23143.99755856595,25817.504454937978,30675.655505748276,51309.32110580386
0,324,123,16,42,1,240,188,0,76,2,118,111,0,52,0,46,48,0,27,0,14,23,0,11,0,145.72951748221342,144.1581106166008,25725.67781137558,55.315567500000014,83.97326600000002,104.58891249999996,119.62176499999998,134.42774950000003,149.00982699999997,165.7518005,188.252076,229.961998,55.315567500000014,83.97326600000002,104.58891249999996,119.62176499999998,134.42774950000003,149.00982699999997,165.7518005,188.252076,229.961998,84.35235612319892,128.90495482723216,158.05186847970603,174.5276389925937,197.01795930303535,220.51774324541145,237.00173651557742,260.46885659495354,323.6625194126069,3433.9148740004425,7162.991927910059,11468.959692213499,14518.361348450193,17566.54801298451,23567.138053040297,25851.611455228907,30820.613664254626,49082.447105010986
0,1749,120,176,425,3,1549,114,19,774,17,1198,61,6,525,9,807,40,1,302,7,453,23,1,154,6,132.48931524464214,135.94441470885565,22215.936161217356,58.1876224,81.40387520000007,96.0166928,107.654889,120.323547,132.29937200000006,148.76381259999997,169.1261534,196.225067,58.1876224,81.40387520000007,96.0166928,107.654889,120.323547,132.29937200000006,148.76381259999997,169.1261534,196.225067,91.61777879362126,130.93462441533921,151.59712630040855,164.72148222288024,177.23895445306024,192.03943493501558,218.3651025809986,237.15167705465115,276.0218723361385,3822.6718378670566,7982.82486943134,10796.268027324222,12652.519171407825,14752.061942447752,16906.093918995455,22590.90579738032,26311.630859331985,33917.32845135599
0,794,210,105,259,1,531,330,6,493,9,267,225,0,319,3,104,126,0,186,1,30,77,0,83,1,114.88255737180422,118.98936041782324,16642.95723073223,48.07106900000003,60.2370222,77.215317,92.03403879999999,106.46876499999996,120.55726299999999,136.7073852,154.5566646,185.5284178,48.07106900000003,60.2370222,77.215317,92.03403879999999,106.46876499999996,120.55726299999999,136.7073852,154.5566646,185.5284178,73.27698725853574,90.81064686223053,112.20235063658177,146.63664159677757,165.67240054869893,178.34678383190735,200.52173004032247,227.2603369872455,254.19673469258154,2622.069946546893,3930.7074572580955,5782.934738563902,9986.411540842271,12579.72051011795,14907.753075085719,17629.879610297518,24088.935962477142,29436.017416479932
0,718,148,26,93,0,617,188,0,177,3,382,98,0,147,2,152,52,0,109,2,43,25,0,76,2,131.91400141522843,129.24847278477156,19749.327533500546,55.724491600000036,86.57602520000003,103.74022179999993,116.18549800000002,127.26513699999998,138.75911839999998,152.5824581999999,169.11158419999998,195.14330999999999,55.724491600000036,86.57602520000003,103.74022179999993,116.18549800000002,127.26513699999998,138.75911839999998,152.5824581999999,169.11158419999998,195.14330999999999,88.30001419429021,140.16534489357952,157.79062655437238,171.1208176654406,181.1847463026184,192.4186305079349,217.75203834065385,231.2077506491982,253.28892969991676,3622.6154520438195,9334.203085001594,11699.515969659658,13791.028916230385,15428.75175283234,17346.52945855746,22414.147243392712,25554.570688490483,30216.03090348664
0,2990,983,35,63,4,1561,2163,2,304,45,814,1507,0,191,31,315,887,0,112,17,87,507,0,50,13,137.28360913374232,136.102627202454,20809.270195206125,74.93964779999996,95.33594640000004,106.78953220000004,118.20685380000006,128.38403299999993,139.58180280000002,153.1587032,171.8467114,197.3098024,74.93964779999996,95.33594640000004,106.78953220000004,118.20685380000006,128.38403299999993,139.58180280000002,153.1587032,171.8467114,197.3098024,118.97186626245363,152.73367297169838,163.67503753466713,172.878538576633,181.42138565310827,193.9213611777584,218.6001543353109,233.6902922364816,270.24063799098445,6369.61066411992,10847.591566074814,12488.138266547117,13940.474460485035,15458.364801767317,17238.98012856586,22592.237707983768,25679.54573809346,32043.913012447334
0,2850,755,47,80,2,2019,1498,8,203,6,1029,958,4,146,2,379,554,0,84,1,102,331,0,43,0,132.06684881521159,132.0131300953401,18682.831507797324,78.8945302,95.59417100000002,106.81237399999999,116.12331580000006,125.34513849999999,135.96450540000006,148.7404206,165.8889068,188.76035729999995,78.8945302,95.59417100000002,106.81237399999999,116.12331580000006,125.34513849999999,135.96450540000006,148.7404206,165.8889068,188.76035729999995,124.72956340476435,148.91892341667435,160.62908950791146,171.3389693967984,179.4556761312786,189.77312752074667,214.3541335191349,227.58211448331872,249.05881307031115,6693.639535219953,10333.843484174824,12131.909335478878,13766.001057596652,15282.776338003907,16874.240875110434,21754.653690822877,24607.721725058756,29401.93012914081
0,1357,763,114,291,2,677,1234,4,607,5,336,838,0,491,4,118,511,0,374,3,33,293,0,259,2,149.27828240087058,150.1871938563514,28014.583329741068,60.657173,87.66741320000001,105.7598874,120.51091260000003,136.56408699999997,151.1860642,168.194542,188.73855020000002,238.91005080000008,60.657173,87.66741320000001,105.7598874,120.51091260000003,136.56408699999997,151.1860642,168.194542,188.73855020000002,238.91005080000008,94.0642799747321,141.31382057931808,160.85865388279583,176.09664964177398,191.22790451507015,220.86579178529018,236.80068375267595,262.06711888661783,330.1246606122461,4088.2127124953295,9475.84829080483,12126.008785375314,14594.78461100758,17352.69335237976,23518.76181926664,26787.772878331445,32352.3748409812,51833.09263206061
0,461,288,9,55,0,263,458,1,88,3,130,313,1,72,3,50,209,0,51,2,12,142,0,27,2,161.53026491389912,168.62627026568265,31959.209136555673,76.08214119999998,103.86653439999998,123.50901919999998,138.80553,153.23761800000003,168.6754148,181.18875719999994,198.40432080000002,246.97858300000007,76.08214119999998,103.86653439999998,123.50901919999998,138.80553,153.23761800000003,168.6754148,181.18875719999994,198.40432080000002,246.97858300000007,119.04247356233608,165.52593610839278,181.6647980639672,211.58058590694475,228.32811422584203,240.14941443774313,260.4062168510896,300.20923646981123,333.62278891016604,6594.701383423906,12338.725077360195,15623.650841633505,21428.42523888475,24821.572089290155,27545.49623005454,31303.4766877675,42112.87689031068,53226.58634302876
0,2757,586,9,13,1,1865,1439,0,57,5,1096,1049,0,43,3,525,677,0,31,2,217,419,0,22,2,137.061671781937,137.7697529667261,21236.189645658877,83.27089899999999,98.18983399999996,107.69488500000003,116.34481800000003,125.08331299999998,135.39816300000004,149.0623165,170.54916399999996,194.03910449999998,83.27089899999999,98.18983399999996,107.69488500000003,116.34481800000003,125.08331299999998,135.39816300000004,149.0623165,170.54916399999996,194.03910449999998,135.42750992081852,149.5853339857062,158.8297566614014,168.3086557304113,176.6394490213999,187.4431217690894,215.94668274820427,234.11170798791903,282.1985345958774,8754.464183084307,10556.361404456347,11921.365680974812,13384.881358431101,14913.914061291733,16657.869747899953,22260.46871949132,25997.600388750667,36572.51761074395
0,1239,359,34,91,2,945,557,2,210,11,469,318,0,172,8,174,155,0,125,4,46,91,0,83,2,125.14569414608695,126.18340701565218,17251.966539022695,67.32570779999995,87.08974599999999,100.74514200000002,111.90374180000002,121.38122599999991,131.0947632,143.10107400000007,158.4075924,182.11391320000007,67.32570779999995,87.08974599999999,100.74514200000002,111.90374180000002,121.38122599999991,131.0947632,143.10107400000007,158.4075924,182.11391320000007,107.80387615483806,140.1565862627383,155.94630308868022,167.11740503276252,177.93003202740977,186.93418842997585,207.1721737212312,223.633573963077,242.99359669339788,5081.531186205823,9138.966903659415,11307.286326710455,13101.210642604827,14857.105262727768,16572.423681460066,19349.495169266902,23660.757452556492,27579.880923179946
