index,class_i,ASCUS_s,LSIL_s,ASCH_s,HSIL_s,SCC_s,ASCUS_s_005,LSIL_s_005,ASCH_s_005,HSIL_s_005,SCC_s_005,ASCUS_s_01,LSIL_s_01,ASCH_s_01,HSIL_s_01,SCC_s_01,ASCUS_s_02,LSIL_s_02,ASCH_s_02,HSIL_s_02,SCC_s_02,ASCUS_s_03,LSIL_s_03,ASCH_s_03,HSIL_s_03,SCC_s_03,ASCUS_s_04,LSIL_s_04,ASCH_s_04,HSIL_s_04,SCC_s_04,ASCUS_s_05,LSIL_s_05,ASCH_s_05,HSIL_s_05,SCC_s_05,ASCUS_s_06,LSIL_s_06,ASCH_s_06,HSIL_s_06,SCC_s_06,ASCUS_s_07,LSIL_s_07,ASCH_s_07,HSIL_s_07,SCC_s_07,ASCUS_s_08,LSIL_s_08,ASCH_s_08,HSIL_s_08,SCC_s_08,ASCUS_s_09,LSIL_s_09,ASCH_s_09,HSIL_s_09,SCC_s_09,ASCUS_s_099,LSIL_s_099,ASCH_s_099,HSIL_s_099,SCC_s_099,ASCUS_c,LSIL_c,ASCH_c,HSIL_c,SCC_c,ASCUS_c_01,LSIL_c_01,ASCH_c_01,HSIL_c_01,SCC_c_01,ASCUS_c_02,LSIL_c_02,ASCH_c_02,HSIL_c_02,SCC_c_02,ASCUS_c_03,LSIL_c_03,ASCH_c_03,HSIL_c_03,SCC_c_03,ASCUS_c_04,LSIL_c_04,ASCH_c_04,HSIL_c_04,SCC_c_04,ASCUS_c_05,LSIL_c_05,ASCH_c_05,HSIL_c_05,SCC_c_05,ASCUS_c_06,LSIL_c_06,ASCH_c_06,HSIL_c_06,SCC_c_06,ASCUS_c_07,LSIL_c_07,ASCH_c_07,HSIL_c_07,SCC_c_07,ASCUS_c_08,LSIL_c_08,ASCH_c_08,HSIL_c_08,SCC_c_08,ASCUS_c_09,LSIL_c_09,ASCH_c_09,HSIL_c_09,SCC_c_09,ASCUS_c_099,LSIL_c_099,ASCH_c_099,HSIL_c_099,SCC_c_099,ASCUS_c_0999,LSIL_c_0999,ASCH_c_0999,HSIL_c_0999,SCC_c_0999,w_mean,h_mean,v_mean,w_01,w_02,w_03,w_04,w_05,w_06,w_07,w_08,w_09,h_01,h_02,h_03,h_04,h_05,h_06,h_07,h_08,h_09,d_01,d_02,d_03,d_04,d_05,d_06,d_07,d_08,d_09,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09
207,2,544,761,17,78,2,58,732,5,76,2,40,622,4,48,2,26,514,4,30,2,21,462,3,22,1,15,415,2,16,0,10,382,2,12,0,6,345,1,5,0,3,301,1,3,0,2,246,0,0,0,1,188,0,0,0,0,53,0,0,0,44,1201,4,133,20,44,1201,4,133,20,44,1201,4,133,20,44,1200,4,133,20,44,1200,4,133,20,42,1195,4,129,20,35,1177,2,125,19,25,1141,1,116,18,20,1101,1,107,17,14,1048,1,92,15,4,851,0,66,8,0,656,0,47,6,122.6255631583,119.7194771904,16892.3398722994,66.5223444,84.482834,98.7375518,106.1758118,114.9454575,123.0544984,133.255258,150.5617614,177.5732882,66.5223444,84.482834,98.7375518,106.1758118,114.9454575,123.0544984,133.255258,150.5617614,177.5732882,102.5765987247,131.3239654805,144.1143308433,153.8819133759,163.2953308664,173.2330155975,184.4401990445,214.5772123641,240.6857572024,4831.8866760807,8004.6090464509,9889.799237174,11141.5887484304,12604.4890409316,14256.5647913338,16186.3534162476,22526.345295661,27649.4032008909
208,2,128,149,31,42,8,18,133,21,38,8,13,108,14,18,5,8,88,12,8,3,4,78,6,6,3,2,70,6,4,1,1,64,6,3,1,1,51,4,2,0,0,44,4,2,0,0,34,4,1,0,0,25,3,0,0,0,11,0,0,0,15,213,27,59,44,15,213,27,59,44,15,213,27,59,44,15,213,27,59,44,15,213,26,57,44,13,210,24,53,43,11,205,22,49,39,8,201,16,43,38,6,195,12,31,35,3,178,7,29,33,1,134,2,16,26,0,106,1,6,18,135.148505933,132.0182783547,23778.4224992851,55.1680286,67.2101468,79.122424,96.4961884,114.3920195,126.515393,141.6775785,175.1207582,214.5199733,55.1680286,67.2101468,79.122424,96.4961884,114.3920195,126.515393,141.6775785,175.1207582,214.5199733,81.1260275021,102.9261951809,116.8147090011,148.3195476436,164.6223615081,179.5021869652,211.1475597535,250.2464806997,320.9579465861,3211.2918357923,4869.1663695314,6207.4946463235,9844.2199551338,11930.5246333752,15256.3148879782,20619.6241495289,28404.1420265961,48153.2528460676
209,2,665,799,3,23,0,165,790,0,23,0,124,645,0,13,0,84,515,0,6,0,65,434,0,2,0,53,360,0,2,0,42,317,0,1,0,30,266,0,1,0,19,220,0,1,0,10,162,0,1,0,2,81,0,1,0,0,21,0,0,0,140,1307,2,38,3,140,1307,2,38,3,140,1307,2,38,3,140,1307,2,38,3,140,1305,2,38,3,138,1300,2,37,3,118,1262,1,37,3,93,1217,0,33,3,77,1160,0,30,1,51,1055,0,26,0,13,741,0,20,0,1,452,0,12,0,135.7239950315,134.650199947,19707.3495444105,78.7583128,97.3239264,109.3034879,118.0965066,127.6695865,141.3153318,157.0654651,172.6065864,193.1758555,78.7583128,97.3239264,109.3034879,118.0965066,127.6695865,141.3153318,157.0654651,172.6065864,193.1758555,117.9295507326,150.8872560905,162.1475703956,171.9122047124,182.138490285,201.71692231,222.8527057706,235.1998076876,260.9846712622,6087.482808611,10491.0248318044,12459.0610622533,14088.1586260738,15734.234577268,18563.7836521277,23877.1977559649,26451.3974936612,32696.3229314852
210,2,238,145,11,15,2,157,140,6,15,2,109,113,5,12,1,80,94,3,9,1,65,80,2,8,1,49,69,2,6,1,43,62,1,5,1,32,52,1,5,1,22,42,1,4,1,15,34,0,4,1,6,18,0,3,0,0,4,0,1,0,161,210,4,27,9,161,210,4,27,9,161,210,4,27,9,161,210,4,27,9,161,210,4,26,9,160,209,4,24,9,150,196,3,23,8,138,181,3,22,8,125,167,2,22,8,101,147,2,17,8,59,93,0,9,7,30,62,0,5,5,195.0090845669,196.598324927,52263.6281269367,93.740631,111.831665,127.473755,144.758728,163.770996,176.505661,195.569702,230.590409,325.501984,93.740631,111.831665,127.473755,144.758728,163.770996,176.505661,195.569702,230.590409,325.501984,150.5271040536,168.7713852199,182.9753259099,210.0980390542,233.5951771662,249.771539511,293.0668890931,324.8197781999,475.0035111649,10788.529479245,13447.4664899175,15809.8516941279,21233.8072178674,25996.0589833454,29643.2476735583,39161.9736388183,50240.2863610578,104748.571836327
211,2,1328,1194,20,81,10,436,1143,3,76,10,318,951,1,50,5,214,764,0,35,5,152,658,0,23,4,106,579,0,18,4,69,505,0,15,3,53,438,0,13,3,35,365,0,8,2,17,299,0,8,1,4,206,0,3,1,0,65,0,0,0,388,2020,0,186,39,388,2020,0,186,39,388,2020,0,186,39,388,2020,0,186,39,387,2016,0,186,39,375,2001,0,184,38,346,1936,0,184,35,307,1846,0,183,34,268,1760,0,175,33,196,1592,0,168,29,74,1137,0,139,15,24,785,0,103,6,143.7730463027,147.2915955784,23800.8222111923,76.1187744,97.6369562,110.4830992,121.7098876,134.277588,151.9943358,165.5084202,182.7946838,204.7511474,76.1187744,97.6369562,110.4830992,121.7098876,134.277588,151.9943358,165.5084202,182.7946838,204.7511474,111.3175504263,150.0077493267,163.1608252721,176.6037525439,191.0948692175,222.3981219618,235.875687479,257.7688702514,309.6895466549,5860.0666288561,10601.7251719406,12645.8929351539,14839.4811412762,17032.6335535205,23567.6429792306,26700.0005069262,30963.068147263,44517.4704875063
212,2,144,205,1,23,0,51,202,0,23,0,41,154,0,19,0,30,115,0,13,0,20,94,0,13,0,13,79,0,12,0,7,68,0,9,0,7,58,0,7,0,5,50,0,6,0,4,43,0,2,0,2,26,0,1,0,0,7,0,0,0,51,291,0,29,2,51,291,0,29,2,51,291,0,29,2,51,291,0,29,2,50,291,0,28,2,49,290,0,27,2,43,281,0,26,2,37,265,0,24,1,36,254,0,22,1,32,240,0,20,1,13,179,0,17,1,4,128,0,14,0,170.4363533056,169.2431605174,32125.9786420394,84.092749,112.8944306,129.0090272,150.7591802,167.651513,179.2879088,193.9412414,218.0458478,260.520181,84.092749,112.8944306,129.0090272,150.7591802,167.651513,179.2879088,193.9412414,218.0458478,260.520181,133.4373973494,165.0373527396,183.7034507945,217.561605648,234.0696447727,254.1707379138,292.359968721,321.6926702099,359.9141693354,8816.2627767199,13016.4475053243,16482.3044935888,22657.6661137241,26287.0311201326,30903.2181399333,39783.2316424024,49812.4202028826,59923.5358048846
213,2,400,470,27,92,16,80,449,7,86,16,49,359,5,60,12,26,294,4,34,5,16,259,2,25,2,11,223,2,19,2,7,193,2,16,1,4,160,2,15,1,3,132,2,13,0,2,104,2,11,0,1,69,0,6,0,0,24,0,2,0,75,745,9,133,43,75,745,9,133,43,75,745,9,133,43,75,745,9,132,43,75,743,9,132,43,75,733,8,131,41,63,702,6,119,39,52,671,5,110,36,48,639,4,102,35,35,577,2,91,32,15,386,0,52,25,2,264,0,24,20,131.793903392,135.0669809333,20118.558186472,68.1566652,86.906982,102.2041656,112.953894,122.851745,132.8191254,148.7703858,168.1828416,193.764847,68.1566652,86.906982,102.2041656,112.953894,122.851745,132.8191254,148.7703858,168.1828416,193.764847,102.9206043281,143.7238618999,157.7868593856,168.5089822471,177.5995939389,191.4471573427,218.0487412455,232.9144070882,268.3305427551,4911.6745304136,9833.2440019492,11790.5755018984,13507.274622343,14850.2160788706,16981.9834754657,22693.4048220825,25576.1266462328,32153.5009139325
214,2,1524,972,126,168,6,731,922,80,164,6,564,794,55,112,3,400,635,33,63,1,314,538,28,38,1,258,475,25,29,1,213,408,22,19,1,163,351,18,16,0,128,267,16,10,0,86,208,10,6,0,41,113,4,3,0,1,21,0,1,0,701,1654,104,306,31,701,1654,104,306,31,701,1654,104,306,31,701,1654,104,304,31,701,1653,102,302,31,696,1648,96,298,31,638,1604,84,285,31,584,1544,66,275,29,525,1469,56,263,28,451,1353,47,247,24,245,1027,20,194,14,129,751,12,146,9,157.0915895222,157.3829688898,29047.0154341995,74.5801655,97.334076,112.3216855,127.07222,143.482418,162.77301,180.430565,200.039093,252.568509,74.5801655,97.334076,112.3216855,127.07222,143.482418,162.77301,180.430565,200.039093,252.568509,109.841416362,151.8775745686,167.28145025,182.2191528719,218.427807002,233.1218834284,252.1201305137,293.4867237465,337.7076425707,5695.0297243446,11000.7259066231,13220.2127937,15687.4637808124,22724.5386493487,25913.9030000397,29952.0272483816,40577.3259383282,53332.5809553071
215,2,960,450,67,337,6,621,413,9,335,6,467,335,4,229,5,331,264,0,134,4,262,227,0,103,4,208,188,0,83,2,156,153,0,71,2,116,127,0,58,2,82,92,0,47,1,53,64,0,41,1,15,27,0,22,0,1,2,0,4,0,626,636,3,539,16,626,636,3,539,16,626,636,3,539,16,626,636,3,539,16,625,634,3,539,16,619,627,3,534,15,569,592,3,518,13,517,552,2,505,13,457,507,2,495,13,388,441,2,473,11,177,273,1,373,5,68,162,1,290,5,122.2382357214,124.3204400995,16756.9477991717,60.7206251,77.2881104,92.7336053,103.5938844,113.676368,126.013611,142.7598097,165.055803,190.0720889,60.7206251,77.2881104,92.7336053,103.5938844,113.676368,126.013611,142.7598097,165.055803,190.0720889,93.8683295112,114.7433458024,145.6201521818,157.2249260634,169.0361855987,179.5880212987,205.8444452398,229.5030169384,259.8356932906,4248.9065247246,6207.5403395124,9933.3630660663,11711.1296762609,13344.2184453902,15095.2458140203,18102.9227806683,25155.9118907407,30952.8476317759
216,2,187,127,91,313,4,82,105,26,309,4,65,81,19,208,1,46,64,16,130,1,38,47,12,96,0,30,41,12,76,0,21,31,10,60,0,17,29,8,46,0,12,20,7,33,0,7,14,5,23,0,3,10,2,17,0,1,3,0,5,0,80,165,13,449,15,80,165,13,449,15,80,165,13,449,15,80,165,13,449,15,79,163,13,449,15,79,161,12,445,15,72,147,11,436,13,68,137,11,427,12,60,124,11,410,11,51,108,9,394,10,30,62,3,322,6,12,38,0,232,6,166.5658081814,167.9768923753,53626.2461645616,48.37819,58.2867672,70.9085009,86.6797028,103.63002,120.950403,147.6520922,191.584168,524.6829284,48.37819,58.2867672,70.9085009,86.6797028,103.63002,120.950403,147.6520922,191.584168,524.6829284,71.6578802815,85.0333130158,101.1657332701,135.195059139,153.8968826869,175.5835372701,219.2569771935,288.7129326115,765.7037393266,2509.8266381602,3529.9338235395,4849.5899218377,8854.880151619,11420.7825145669,14476.9535711911,22795.6213556058,36798.3111652187,288916.146308254
217,2,2061,383,94,49,10,1681,321,48,47,10,1387,264,27,29,5,1095,220,9,23,5,944,180,4,17,4,805,151,3,13,3,679,129,3,9,3,571,109,2,8,3,468,90,0,7,2,324,68,0,5,1,185,42,0,2,0,13,10,0,1,0,1744,558,74,189,32,1744,558,74,189,32,1744,558,74,189,32,1744,557,74,189,32,1741,553,74,188,32,1721,543,70,181,30,1630,496,64,160,29,1538,451,53,145,28,1457,396,48,132,25,1305,314,33,104,21,887,159,10,55,13,551,99,3,33,11,129.6705165383,129.9480926835,25217.6666869308,74.128558,83.00351,90.202112,97.6416248,104.34668,112.9296362,122.5207562,134.7161748,178.7439332,74.128558,83.00351,90.202112,97.6416248,104.34668,112.9296362,122.5207562,134.7161748,178.7439332,108.0378158416,116.624979294,130.874056575,139.4890198563,148.3168978367,159.5511153253,171.3981687355,187.0943997353,247.075388258,5580.3249158386,6601.5921302511,8341.5372297094,9478.760391236,10594.8020708761,12217.651502167,14074.0761260467,16963.2624717168,28448.5483837897
218,2,2113,1411,44,52,21,1058,1336,20,46,21,809,1131,16,31,15,611,931,13,20,11,477,798,8,13,7,384,694,6,10,6,308,619,6,8,6,249,545,5,8,6,179,467,3,6,6,122,379,1,2,5,57,299,0,0,3,6,116,0,0,0,1071,2311,23,126,110,1071,2311,23,126,110,1071,2311,23,126,110,1071,2311,23,126,110,1070,2307,23,126,110,1063,2292,21,123,109,1013,2231,20,117,108,959,2174,15,103,107,899,2070,14,96,104,808,1925,12,85,98,583,1510,8,58,82,386,1151,6,34,65,167.9904246287,168.0882650222,34442.4001674645,80.563186,97.215882,111.041382,125.805847,142.826538,164.725525,185.68982,215.943238,289.466659,80.563186,97.215882,111.041382,125.805847,142.826538,164.725525,185.68982,215.943238,289.466659,117.6868574221,148.1185532925,165.4222610012,183.7046371099,218.6877818191,240.8567710962,267.3686521325,316.7249470203,385.8404278485,6560.4001704359,10308.6008782173,12958.2329213399,15747.0892041619,22568.3988265856,26999.700089284,32920.7379716942,46275.0849776913,68655.9095597449
219,2,369,602,31,434,25,29,528,4,400,25,22,446,3,258,12,15,371,1,166,5,8,329,1,127,2,7,294,1,95,1,4,258,1,73,0,4,227,1,49,0,4,199,1,36,0,3,174,0,27,0,3,138,0,13,0,1,53,0,2,0,18,817,0,543,83,18,817,0,543,83,18,817,0,543,83,18,817,0,543,83,18,815,0,541,82,14,813,0,538,80,9,798,0,519,76,8,774,0,501,73,6,758,0,478,63,2,717,0,436,48,0,594,0,300,32,0,498,0,176,15,135.1068004825,138.2616039719,24309.1278479364,40.102448,54.951452,81.681275,104.396484,124.84253,146.24646,165.14795,188.687149,234.396072,40.102448,54.951452,81.681275,104.396484,124.84253,146.24646,165.14795,188.687149,234.396072,60.9275876596,84.3481712897,135.8076810252,162.2454590802,184.8587232918,221.5140419569,241.0980375351,272.1087497101,325.8597537907,1783.733153322,3210.7665546511,7549.2144535956,11977.2019005887,15950.7196023913,23101.6052405634,27049.9474339072,33904.2699174487,49191.1419156662
220,3,2656,20,692,5,0,1602,7,666,5,0,1186,5,554,3,0,799,4,456,1,0,612,1,384,1,0,515,1,342,0,0,428,1,294,0,0,353,1,252,0,0,284,1,213,0,0,223,0,170,0,0,132,0,113,0,0,23,0,28,0,0,1776,8,1545,22,22,1776,8,1545,22,22,1776,8,1545,22,22,1774,8,1543,22,22,1764,8,1531,21,21,1751,8,1501,21,21,1696,8,1439,19,20,1648,6,1371,18,20,1602,6,1291,16,20,1485,6,1153,16,14,1158,4,808,9,9,844,3,534,6,8,192.01016729,181.3249573605,52780.1334929034,54.8770758,66.8759646,78.4379286,92.5941718,109.309509,141.0294798,216.3550506,341.5051574,483.0868134,54.8770758,66.8759646,78.4379286,92.5941718,109.309509,141.0294798,216.3550506,341.5051574,483.0868134,87.6700089071,101.5988483335,114.2626386256,140.5412749068,157.0420788037,225.6697442393,342.1594239492,504.4113576452,634.3999313634,3661.4918945247,4876.7423556978,6198.7272208819,9393.5064619966,11421.5920685316,23127.3729960624,51840.48938111,104884.578754745,165753.812391705
221,3,2,4,1,2,1,0,1,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,2,8,0,0,0,2,8,0,0,0,2,8,0,0,0,2,8,0,0,0,2,8,0,0,0,2,8,0,0,0,2,8,0,0,0,2,8,0,0,0,2,8,0,0,0,1,8,0,0,0,1,7,511.3268448,469.9470017,236586.824730259,401.5301774,417.38884,442.0034398,493.5636412,536.737655,565.0182432,591.4912662,607,607,401.5301774,417.38884,442.0034398,493.5636412,536.737655,565.0182432,591.4912662,607,607,622.7524805589,633.7730261408,670.0601352363,689.3685928276,703.7797096547,724.5152186629,756.9188268623,801.6645663463,805.8191308838,145617.92817905,177777.117738297,212366.929096668,232042.58278502,238323.736396587,245597.360046034,274426.93441829,320162.390346906,321707.406896
222,3,3206,0,83,20,3,2750,0,73,20,3,1970,0,56,15,1,1374,0,33,8,1,1097,0,22,6,1,903,0,18,5,1,773,0,14,3,0,646,0,10,2,0,510,0,4,2,0,406,0,3,2,0,279,0,0,1,0,97,0,0,0,0,2921,0,291,95,5,2921,0,291,95,5,2921,0,291,95,5,2920,0,290,95,5,2918,0,289,95,5,2909,0,282,92,5,2870,0,270,88,5,2804,0,252,81,4,2730,0,235,75,4,2589,0,213,69,4,2081,0,140,50,3,1405,0,91,32,3,103.4371679357,106.9079108889,12673.1728573676,62.1059634,71.2500002,79.3676871,87.0015016,94.361099,102.2961178,111.6611212,123.219299,144.5705185,62.1059634,71.2500002,79.3676871,87.0015016,94.361099,102.2961178,111.6611212,123.219299,144.5705185,94.7082483805,106.8991246607,117.0701811381,134.3804716649,142.7956289902,151.4952180944,162.8963102649,176.3126445849,204.0752009578,4302.7483663816,5492.1511910838,6522.119933369,8581.6989241235,9512.980374256,10641.9711825518,12062.5399710692,14004.3378136904,17566.4018786442
223,3,4181,11,143,24,0,3614,8,120,24,0,2873,6,87,15,0,2254,5,65,8,0,1939,5,53,4,0,1669,5,41,3,0,1479,2,36,2,0,1307,2,29,2,0,1146,2,22,1,0,972,1,17,0,0,761,0,10,0,0,331,0,1,0,0,3892,17,306,140,4,3892,17,306,140,4,3892,17,306,140,4,3891,17,306,140,4,3886,17,296,140,4,3872,16,288,140,4,3832,14,275,134,4,3786,12,262,128,4,3726,12,244,124,3,3596,9,211,117,2,3128,6,125,92,2,2551,2,60,65,1,116.1841713423,118.8613892448,17572.4537385503,58.178101,70.1604554,79.7309574,90.44574,100.956639,111.7165888,125.2564024,146.196378,180.299023,58.178101,70.1604554,79.7309574,90.44574,100.956639,111.7165888,125.2564024,146.196378,180.299023,89.5487322219,105.2234539321,120.3425866925,137.8610837367,149.4537814045,164.2264529352,179.4611723732,210.4559252948,251.9762609197,3818.7183420149,5294.6061442518,6639.322880837,8976.7908580529,10370.605761534,12499.7194485046,14998.2361582552,20319.0152953363,29677.0198677882
224,3,3237,79,16,10,0,2981,70,11,10,0,2471,50,6,7,0,2012,30,4,2,0,1760,22,1,0,0,1570,15,1,0,0,1408,12,1,0,0,1258,11,1,0,0,1128,5,1,0,0,948,3,0,0,0,761,1,0,0,0,325,0,0,0,0,3090,154,58,32,8,3090,154,58,32,8,3090,154,58,32,8,3090,154,57,32,8,3079,154,55,31,8,3056,154,51,31,8,2898,149,49,28,8,2697,140,47,28,7,2436,131,39,25,7,2044,120,34,23,7,1135,82,24,19,4,531,58,17,13,4,135.7668154569,137.8383130796,23492.4846303694,71.3072411,82.4086186,92.6822295,103.1040222,113.84943,128.9218718,148.7297436,173.3744198,208.2481357,71.3072411,82.4086186,92.6822295,103.1040222,113.84943,128.9218718,148.7297436,173.3744198,208.2481357,106.1783163029,118.4452196971,137.3195140814,150.8765582995,167.9758587501,189.1978183632,220.7476671282,248.6803824007,300.5929747477,5428.5042346597,6627.8742598617,9133.0303519446,10865.9592238621,13286.7481387022,16428.0100662433,23102.02550423,29142.6685165171,42007.6596767992
225,3,1858,7,100,5,2,1669,4,94,5,2,1250,2,75,4,1,874,2,64,3,1,699,1,55,1,0,563,1,50,0,0,475,0,42,0,0,379,0,34,0,0,311,0,29,0,0,236,0,20,0,0,154,0,14,0,0,39,0,3,0,0,1732,5,218,11,6,1732,5,218,11,6,1732,5,218,11,6,1732,5,218,11,6,1727,5,217,11,6,1714,5,213,10,6,1679,5,203,8,6,1651,5,195,8,4,1591,5,186,7,4,1492,3,168,7,4,1166,1,118,5,3,824,1,76,4,2,113.4534466217,116.0859383808,18869.690167879,61.4522495,71.179382,78.5467012,86.4736748,93.3359375,100.8027918,109.2749457,121.3598142,161.3837933,61.4522495,71.179382,78.5467012,86.4736748,93.3359375,100.8027918,109.2749457,121.3598142,161.3837933,95.9534500928,107.4319471421,114.3746733557,128.1283823468,137.5306265296,144.7735086689,154.9392116015,169.2490131262,245.5270757327,4365.515312492,5507.7133133957,6297.2029095357,7883.6522441103,9057.1296031058,9989.0989488652,11264.9092045202,13297.1106263262,27271.6102930671
226,3,2287,23,37,5,0,2167,18,35,5,0,1735,8,27,3,0,1330,4,18,2,0,1120,2,15,0,0,986,1,13,0,0,847,1,8,0,0,737,1,7,0,0,642,0,5,0,0,517,0,4,0,0,377,0,3,0,0,125,0,1,0,0,2219,32,84,17,0,2219,32,84,17,0,2219,32,84,17,0,2219,32,83,17,0,2217,32,82,17,0,2198,31,82,16,0,2118,29,79,16,0,2035,28,73,14,0,1900,26,70,12,0,1703,19,63,10,0,1039,11,40,5,0,529,4,29,2,0,118.3487432653,120.0634100561,15641.7680836674,67.5163206,79.882303,90.3457518,101.152045,110.193268,120.6281616,134.3043973,152.7314212,176.0349059,67.5163206,79.882303,90.3457518,101.152045,110.193268,120.6281616,134.3043973,152.7314212,176.0349059,101.5043059508,118.8295608328,144.3596783192,155.7440031165,165.8350972351,176.3554623931,188.3456683322,213.6978307223,234.6044615281,4936.704505519,6646.3345370056,9686.5173754067,11279.676140281,12896.3310101821,14289.5924009793,16223.7629342846,21487.2414091524,25734.3655809244
227,3,926,24,16,7,1,889,22,12,7,1,716,12,9,4,0,551,7,7,3,0,470,5,6,0,0,411,3,5,0,0,356,2,3,0,0,315,2,3,0,0,271,2,3,0,0,213,1,2,0,0,149,1,0,0,0,41,0,0,0,0,898,38,16,19,3,898,38,16,19,3,898,38,16,19,3,898,38,16,19,3,898,38,16,18,3,883,37,15,18,3,838,29,14,18,3,777,26,13,17,2,699,23,11,14,2,590,21,9,13,1,280,13,6,9,0,120,8,5,6,0,132.6270289158,131.6671932793,18627.9330819249,76.8505387,92.9781372,106.121814,118.2282532,130.8949855,142.0680684,152.5103271,168.0781796,185.3381821,76.8505387,92.9781372,106.121814,118.2282532,130.8949855,142.0680684,152.5103271,168.0781796,185.3381821,123.538197435,154.5259900973,164.6011081234,173.901871355,182.3466630413,200.9335666482,215.2944896821,225.4768553586,243.1592011459,6738.434669214,10743.9641937454,12551.5117748523,14069.0667963788,15577.4527228026,17902.3231050841,22118.1995147123,24317.1766866913,28113.9200763916
228,3,574,37,27,37,0,535,26,17,37,0,447,19,14,25,0,353,11,8,13,0,302,8,7,6,0,255,5,5,2,0,223,3,4,1,0,196,1,4,1,0,172,1,3,0,0,149,0,2,0,0,112,0,1,0,0,32,0,0,0,0,546,33,29,62,5,546,33,29,62,5,546,33,29,62,5,546,33,29,62,5,542,32,29,60,5,535,32,28,59,5,500,28,28,55,5,458,22,27,52,5,407,16,27,46,5,346,13,27,41,5,179,7,16,26,2,77,4,8,15,0,130.7872543837,136.4754187407,20510.0364917768,59.3708248,74.909461,91.4609158,108.0177762,125.62555,141.9926528,161.0175654,177.4842624,197.5283328,59.3708248,74.909461,91.4609158,108.0177762,125.62555,141.9926528,161.0175654,177.4842624,197.5283328,90.9149908509,114.119500582,147.17924843,168.7557710954,187.3853305553,213.7120068327,226.5487298668,245.5646838863,281.4247351909,3965.7195758732,5996.5850928479,10157.107167642,13009.8937259379,16220.827463265,21693.8976401828,24427.639039436,28178.2308759321,36571.1213856251
229,3,102,59,1,0,0,71,50,1,0,0,66,46,0,0,0,58,31,0,0,0,52,27,0,0,0,50,23,0,0,0,45,21,0,0,0,44,16,0,0,0,36,13,0,0,0,31,11,0,0,0,23,9,0,0,0,3,0,0,0,0,58,101,0,0,3,58,101,0,0,3,58,101,0,0,3,58,101,0,0,3,58,101,0,0,3,58,101,0,0,3,58,98,0,0,3,57,95,0,0,3,57,94,0,0,3,55,92,0,0,3,53,85,0,0,2,48,79,0,0,1,527.8495556914,538.376103537,285536.26887079,374.03504,436.6484744,489.0123109,523.4903076,564.5471345,606.6334108,607,607,607,374.03504,436.6484744,489.0123109,523.4903076,564.5471345,606.6334108,607,607,607,621.8432504748,683.7492589897,714.5653398977,742.9442448602,779.6115483804,810.3977764794,840.6715716902,858.4276323605,858.4276323605,181233.276667783,216597.2580592,236183.293527261,260476.4259978,298337.786103,326142.9597266,353041.6941802,368449,368449
230,3,131,14,9,6,2,110,13,7,6,2,81,9,4,5,2,52,6,4,1,2,46,5,4,0,1,39,4,4,0,1,35,4,3,0,0,33,2,3,0,0,25,1,3,0,0,19,0,0,0,0,12,0,0,0,0,2,0,0,0,0,112,19,17,8,6,112,19,17,8,6,112,19,17,8,6,112,19,17,8,6,111,19,17,8,6,109,19,16,8,6,104,18,15,8,6,101,18,15,8,5,94,17,14,6,5,86,15,10,6,5,60,11,6,3,5,40,5,1,2,3,166.9963705432,162.4238204691,40125.9589790974,69.2652158,85.114447,96.101135,108.9955018,118.0231935,136.9065702,160.8464649,195.6274654,381.8323073,69.2652158,85.114447,96.101135,108.9955018,118.0231935,136.9065702,160.8464649,195.6274654,381.8323073,108.7469553414,137.5823040019,148.7095254045,160.941933505,178.5900140973,195.961525919,231.1531954557,268.2616525392,498.9857067544,5332.3086637855,9226.596257479,10432.7120850181,12129.4429238585,14566.2749661788,17077.2918336572,25045.5780175042,34317.4698584666,107592.02568551
231,3,2411,9,23,11,0,2305,7,19,9,0,2104,5,13,6,0,1916,4,10,3,0,1799,1,7,3,0,1712,1,7,3,0,1608,1,7,2,0,1520,0,4,1,0,1434,0,3,0,0,1298,0,3,0,0,1158,0,3,0,0,664,0,0,0,0,2381,10,42,16,5,2381,10,42,16,5,2381,10,42,16,5,2380,10,42,16,4,2373,10,41,15,4,2351,9,39,14,4,2294,7,35,13,4,2236,6,32,11,3,2143,5,28,9,2,1999,4,21,7,2,1469,3,5,2,0,918,1,2,2,0,103.5678749482,104.9324407209,12584.4909783183,60.9289885,70.4763182,78.1938658,85.8584774,93.8090055,102.5102842,112.7089995,125.663379,148.876002,60.9289885,70.4763182,78.1938658,85.8584774,93.8090055,102.5102842,112.7089995,125.663379,148.876002,95.4926319991,107.2232353344,115.2269479071,130.4864469829,138.0966730803,147.4680389753,159.8298203378,177.3032969787,208.3683042141,4321.6536028473,5495.6798190088,6323.0773331351,8091.562739313,9094.5238829434,10197.9590271497,11844.4516038645,14537.0163373372,19944.027997849
