index,class_i,ASCUS_s,LSIL_s,ASCH_s,HSIL_s,SCC_s,ASCUS_s_005,LSIL_s_005,ASCH_s_005,HSIL_s_005,SCC_s_005,ASCUS_s_01,LSIL_s_01,ASCH_s_01,HSIL_s_01,SCC_s_01,ASCUS_s_02,LSIL_s_02,ASCH_s_02,HSIL_s_02,SCC_s_02,ASCUS_s_03,LSIL_s_03,ASCH_s_03,HSIL_s_03,SCC_s_03,ASCUS_s_04,LSIL_s_04,ASCH_s_04,HSIL_s_04,SCC_s_04,ASCUS_s_05,LSIL_s_05,ASCH_s_05,HSIL_s_05,SCC_s_05,ASCUS_s_06,LSIL_s_06,ASCH_s_06,HSIL_s_06,SCC_s_06,ASCUS_s_07,LSIL_s_07,ASCH_s_07,HSIL_s_07,SCC_s_07,ASCUS_s_08,LSIL_s_08,ASCH_s_08,HSIL_s_08,SCC_s_08,ASCUS_s_09,LSIL_s_09,ASCH_s_09,HSIL_s_09,SCC_s_09,ASCUS_s_099,LSIL_s_099,ASCH_s_099,HSIL_s_099,SCC_s_099,ASCUS_c,LSIL_c,ASCH_c,HSIL_c,SCC_c,ASCUS_c_01,LSIL_c_01,ASCH_c_01,HSIL_c_01,SCC_c_01,ASCUS_c_02,LSIL_c_02,ASCH_c_02,HSIL_c_02,SCC_c_02,ASCUS_c_03,LSIL_c_03,ASCH_c_03,HSIL_c_03,SCC_c_03,ASCUS_c_04,LSIL_c_04,ASCH_c_04,HSIL_c_04,SCC_c_04,ASCUS_c_05,LSIL_c_05,ASCH_c_05,HSIL_c_05,SCC_c_05,ASCUS_c_06,LSIL_c_06,ASCH_c_06,HSIL_c_06,SCC_c_06,ASCUS_c_07,LSIL_c_07,ASCH_c_07,HSIL_c_07,SCC_c_07,ASCUS_c_08,LSIL_c_08,ASCH_c_08,HSIL_c_08,SCC_c_08,ASCUS_c_09,LSIL_c_09,ASCH_c_09,HSIL_c_09,SCC_c_09,ASCUS_c_099,LSIL_c_099,ASCH_c_099,HSIL_c_099,SCC_c_099,ASCUS_c_0999,LSIL_c_0999,ASCH_c_0999,HSIL_c_0999,SCC_c_0999,w_mean,h_mean,v_mean,w_01,w_02,w_03,w_04,w_05,w_06,w_07,w_08,w_09,h_01,h_02,h_03,h_04,h_05,h_06,h_07,h_08,h_09,d_01,d_02,d_03,d_04,d_05,d_06,d_07,d_08,d_09,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09
113,1,1432,11,59,42,3,1282,8,27,41,3,1019,8,22,23,3,777,7,13,15,1,646,5,11,8,1,567,4,7,3,1,499,1,6,1,1,421,1,4,0,1,363,0,3,0,1,296,0,2,0,0,216,0,1,0,0,68,0,1,0,0,1366,19,43,111,8,1366,19,43,111,8,1366,19,43,111,8,1365,19,43,111,7,1361,19,41,111,6,1343,19,36,102,5,1299,18,32,87,5,1266,17,28,79,5,1209,16,25,73,5,1120,15,20,55,4,820,10,10,20,2,550,8,4,11,2,105.6487244092,109.3400056542,15488.6229596547,54.8694946,64.354504,71.4529416,80.4190922,89.382195,100.3162418,114.805347,130.5504208,164.1718868,54.8694946,64.354504,71.4529416,80.4190922,89.382195,100.3162418,114.805347,130.5504208,164.1718868,82.929323569,96.2498119564,106.5712399397,116.5868528203,136.8907087568,149.3152163838,166.2713676568,187.8586564807,235.8965660622,3307.2516443386,4457.8409651607,5420.7590751952,6549.0526279388,8786.7795149703,10595.1386395357,12702.511279892,16359.4481598267,26182.8283291722
114,1,1234,44,5,22,0,1161,42,4,21,0,974,33,2,12,0,805,24,1,8,0,696,20,1,7,0,624,19,0,4,0,566,13,0,3,0,507,9,0,3,0,441,5,0,3,0,366,1,0,2,0,280,1,0,1,0,80,1,0,0,0,1200,67,0,36,2,1200,67,0,36,2,1200,67,0,36,2,1199,67,0,35,2,1197,66,0,34,2,1182,62,0,33,2,1116,52,0,31,2,1048,43,0,28,2,954,34,0,24,2,827,25,0,17,2,482,12,0,5,0,231,5,0,1,0,149.8859785012,149.8133452567,25999.6257682961,84.6924822,100.8411378,113.7489988,126.2916014,137.736923,151.1024598,165.0890484,184.1263668,208.1331058,84.6924822,100.8411378,113.7489988,126.2916014,137.736923,151.1024598,165.0890484,184.1263668,208.1331058,140.4506359946,163.0832058032,174.4600645103,185.0064692234,202.0811866761,218.5776441696,230.4489468163,245.4322919199,283.1812828796,9383.2617968625,12171.4096292574,14109.9006797491,15834.8941052284,18582.7925299098,22423.9242515017,25200.2962821786,28409.3748340986,36950.4109268428
115,1,6686,24,89,20,0,6315,13,78,20,0,5348,10,52,15,0,4469,3,40,10,0,3934,1,30,6,0,3551,0,24,5,0,3217,0,18,4,0,2882,0,14,2,0,2510,0,11,2,0,2146,0,9,2,0,1649,0,6,2,0,631,0,1,2,0,6533,20,189,74,3,6533,20,189,74,3,6533,20,189,74,3,6533,20,188,73,3,6528,20,187,72,3,6502,20,181,68,3,6415,19,167,66,3,6321,15,154,64,2,6178,12,136,57,1,5909,10,120,48,1,4844,7,63,35,0,3505,2,32,19,0,114.225252358,114.187086817,14919.1168639845,64.083642,74.6964752,84.730786,95.0142732,104.903443,115.1111936,128.2325198,145.679296,173.4204958,64.083642,74.6964752,84.730786,95.0142732,104.903443,115.1111936,128.2325198,145.679296,173.4204958,96.1799142044,108.7207085659,122.4558760715,140.4406820476,154.5855648389,168.7116301798,182.8730904215,208.6461501145,234.0565741331,4467.2992053703,5712.0977828329,7018.0109590916,9420.6729804176,11293.5521360185,13557.7048823153,15825.9145943607,20782.2903019996,26132.2746896965
116,1,1137,22,9,14,3,1073,21,2,14,3,919,14,2,7,3,770,12,1,4,2,670,8,1,4,1,603,6,0,3,1,557,5,0,1,1,498,4,0,1,0,434,0,0,1,0,379,0,0,1,0,286,0,0,0,0,125,0,0,0,0,1114,38,2,26,5,1114,38,2,26,5,1114,38,2,26,5,1112,38,2,25,5,1111,38,2,25,4,1100,38,2,23,4,1056,35,2,20,4,1016,35,2,17,4,961,33,1,15,4,866,29,1,14,4,619,27,0,4,2,369,26,0,3,1,148.6997598726,150.2611519907,29313.4215234348,68.7906638,85.4053644,100.9721062,114.780845,129.505982,148.0844728,166.0829836,186.2634402,219.7276764,68.7906638,85.4053644,100.9721062,114.780845,129.505982,148.0844728,166.0829836,186.2634402,219.7276764,106.1105199308,134.3039470254,156.3712124236,174.0983642791,193.3778494659,219.6959603286,236.160586976,260.0337375716,307.0839432711,5235.5285007601,8681.9733837591,11155.0129074073,13853.5131310127,17225.6149529349,22185.617174986,26282.1014679496,31822.1892546443,43874.002946177
117,1,2583,6,7,9,1,2537,5,5,8,1,2194,2,4,4,1,1835,1,3,2,1,1613,0,2,1,0,1459,0,1,0,0,1308,0,1,0,0,1173,0,0,0,0,1028,0,0,0,0,868,0,0,0,0,671,0,0,0,0,237,0,0,0,0,2561,15,5,22,3,2561,15,5,22,3,2561,15,5,22,3,2561,15,5,21,3,2558,15,5,20,3,2545,15,5,18,2,2497,15,5,16,2,2433,15,3,15,2,2331,13,3,11,2,2179,9,2,10,2,1606,8,1,2,1,907,6,0,0,1,109.2971488872,108.9224237387,12967.4473205487,68.905746,79.236404,87.5580445,95.876709,103.274445,111.477111,120.039017,133.314132,156.5466305,68.905746,79.236404,87.5580445,95.876709,103.274445,111.477111,120.039017,133.314132,156.5466305,104.604972142,115.0382426266,132.9194286383,142.5699026524,151.5109134168,161.8512506314,172.6328520956,183.288235358,213.9180916843,5226.8572568934,6392.7499444556,8574.2395122061,9670.8797819758,10894.8079331462,12287.8097325665,14022.4925711815,16028.5781337696,21498.1304238854
118,1,3102,16,2,3,0,3003,16,2,3,0,2424,10,2,3,0,1893,10,2,1,0,1595,7,1,1,0,1382,6,1,1,0,1207,5,1,1,0,1070,1,1,1,0,937,0,0,1,0,749,0,0,0,0,539,0,0,0,0,180,0,0,0,0,3075,30,6,12,0,3075,30,6,12,0,3075,30,6,12,0,3072,30,6,12,0,3071,30,5,11,0,3054,30,5,8,0,2969,29,5,8,0,2858,28,3,8,0,2716,24,2,5,0,2500,22,2,3,0,1671,17,0,0,0,888,13,0,0,0,148.8712781691,147.4938325309,24950.3041611953,87.8746768,101.355041,113.4365354,123.4529998,135.241333,148.5935244,164.1685058,182.0665042,204.9774412,87.8746768,101.355041,113.4365354,123.4529998,135.241333,148.5935244,164.1685058,182.0665042,204.9774412,147.657108213,160.5464552175,170.6747544435,179.2388593932,195.6729537781,215.3825815191,226.2681532134,241.8849485899,279.9448284237,10246.9225081176,11983.7178955229,13471.1472526334,15042.1946008496,17196.7478775267,22047.16821148,24172.6612485116,26989.4404803472,35025.8557152481
119,1,5905,14,44,86,0,5578,12,10,85,0,4525,9,7,60,0,3581,7,3,39,0,3105,4,2,30,0,2736,3,1,25,0,2432,3,1,20,0,2185,2,0,12,0,1918,2,0,8,0,1656,1,0,6,0,1342,0,0,3,0,646,0,0,0,0,5760,22,10,254,3,5760,22,10,254,3,5760,22,9,254,3,5759,22,8,241,3,5751,20,8,227,3,5727,20,6,215,3,5638,19,4,202,3,5555,17,4,185,3,5417,15,4,165,2,5196,12,3,133,2,4169,10,1,56,0,2844,8,1,24,0,104.8440738839,106.1154135164,12279.8146671198,65.207117,75.1687864,82.1234818,90.0844148,97.813751,105.7687444,115.1366866,128.543096,153.4095458,65.207117,75.1687864,82.1234818,90.0844148,97.813751,105.7687444,115.1366866,128.543096,153.4095458,99.2682040948,109.2030331153,118.7936985245,134.537155442,142.872475829,153.1230072925,166.9504439705,183.3466986401,215.0786635137,4734.8762190846,5728.2726973881,6689.9744009586,8713.5532301376,9723.6670578095,11116.4171749102,12993.1252569483,15583.8149064041,21709.5011021749
120,1,1352,16,20,40,0,1266,13,6,40,0,1048,5,3,21,0,839,4,2,13,0,744,1,1,7,0,673,1,1,7,0,613,1,1,5,0,553,1,1,5,0,489,1,0,3,0,409,1,0,1,0,303,1,0,0,0,110,0,0,0,0,1311,18,2,94,3,1311,18,2,94,3,1311,18,2,93,3,1309,18,2,92,3,1298,18,2,91,2,1287,17,1,86,2,1235,15,1,82,2,1187,12,0,72,2,1120,11,0,65,2,1025,8,0,52,1,694,6,0,25,1,443,3,0,13,1,111.7474358704,110.9604301352,13995.3955433027,58.2971531,68.9905332,77.7520427,87.4015384,97.909121,111.2704712,129.7191529,151.594286,180.2992369,58.2971531,68.9905332,77.7520427,87.4015384,97.909121,111.2704712,129.7191529,151.594286,180.2992369,91.7793990902,104.5643953814,112.6977000182,132.1792817546,146.4532102576,164.4000498916,183.0122720391,217.5814601465,241.3729429138,3984.543583417,5109.8787201937,6018.4465480655,8284.7077990769,10036.5527208872,12221.3328085836,15444.6828224741,22251.2879414798,27395.4873482553
121,1,2247,8,30,11,0,2108,7,16,11,0,1772,6,11,7,0,1452,3,6,4,0,1267,3,4,3,0,1134,3,4,2,0,1010,3,3,2,0,917,2,3,2,0,829,2,1,1,0,717,2,1,0,0,582,0,0,0,0,260,0,0,0,0,2216,12,17,47,4,2216,12,17,47,4,2216,12,17,47,4,2215,12,17,47,4,2214,12,15,46,4,2206,12,11,44,4,2152,12,9,39,3,2090,11,5,32,3,2025,10,5,27,2,1897,9,4,22,1,1409,7,1,12,1,885,7,0,7,0,134.5169944469,139.5002814338,21691.1677583043,68.936936,88.002182,101.706789,112.919769,125.4734035,138.657593,152.7086445,169.186035,197.1459655,68.936936,88.002182,101.706789,112.919769,125.4734035,138.657593,152.7086445,169.186035,197.1459655,106.0536407576,143.3398858071,161.1824360361,175.2208612601,184.7330887051,203.0187807574,218.2369944177,235.0861729542,270.7023187564,5379.4684789666,9546.1512660823,12080.8592424996,14249.7430035732,15936.9020991794,18714.8982248009,22698.2087653607,26298.0146733745,34178.3737925923
122,1,3452,116,176,267,5,2799,61,94,263,5,2158,42,69,202,2,1632,26,50,162,0,1335,21,34,141,0,1127,17,23,127,0,970,14,17,111,0,818,9,15,96,0,670,5,14,85,0,544,4,10,69,0,391,1,2,48,0,96,0,1,12,0,2981,108,176,721,30,2981,108,176,721,30,2981,108,176,721,30,2981,108,175,719,30,2975,107,167,715,30,2957,104,154,708,30,2899,94,139,693,29,2838,80,125,673,29,2744,72,108,639,28,2580,60,80,602,27,2056,38,33,459,20,1478,20,10,337,13,96.1731783508,99.2968103967,10718.6949983522,55.887146,65.245362,71.970978,79.487793,87.350159,97.435882,108.2037045,121.136932,143.477158,55.887146,65.245362,71.970978,79.487793,87.350159,97.435882,108.2037045,121.136932,143.477158,86.4992743087,97.5873254491,105.9736524967,113.7618418106,131.3219753661,143.3776488957,157.6688918137,173.2186765033,207.7271416129,3598.6692845354,4555.6704964251,5370.6166580072,6187.5760635944,8288.8437850791,9738.8760969471,11653.9463585021,14315.8745368711,20667.5200428164
123,1,1870,68,31,49,3,1726,60,19,47,3,1434,43,17,29,0,1187,35,13,18,0,1045,24,9,11,0,930,17,8,8,0,842,14,7,7,0,752,11,7,6,0,659,5,7,3,0,566,0,7,2,0,422,0,6,2,0,134,0,1,0,0,1780,96,40,92,13,1780,96,40,92,13,1780,96,40,92,13,1780,96,40,91,13,1776,96,39,91,13,1748,93,36,91,13,1685,87,35,89,12,1605,81,31,84,12,1516,70,24,77,12,1353,60,20,72,12,934,34,7,42,8,613,21,5,23,5,124.9852682563,126.0747681722,18333.8975705382,61.229522,72.391022,84.700866,97.588959,111.069836,130.23941,151.053741,175.272399,200.868286,61.229522,72.391022,84.700866,97.588959,111.069836,130.23941,151.053741,175.272399,200.868286,94.3218268117,107.6363732334,120.8654204261,145.4791469529,163.2467393184,186.9610060584,222.868350111,246.210702544,279.3646628824,4223.9993463417,5554.1828843678,6847.3135190797,9786.5839773004,12311.1094003564,15918.9900288516,23264.4344981985,28295.0604943335,36292.4317104889
124,1,2506,9,26,6,1,2234,6,18,5,1,1789,5,17,1,1,1381,4,13,0,1,1156,4,11,0,1,1012,3,7,0,1,867,3,6,0,0,754,3,4,0,0,631,2,4,0,0,511,2,1,0,0,359,1,0,0,0,92,0,0,0,0,2455,11,48,31,3,2455,11,48,31,3,2455,11,48,31,3,2453,11,47,31,3,2440,11,45,25,3,2409,11,40,21,3,2318,10,33,18,3,2212,9,24,15,1,2055,8,15,14,0,1821,7,6,13,0,1089,1,1,1,0,503,0,1,1,0,118.9594645412,122.8705094427,17836.6586173994,53.07392,64.7301572,78.2836933,93.313721,107.299805,121.7755616,140.0218846,163.3551532,193.2516076,53.07392,64.7301572,78.2836933,93.313721,107.299805,121.7755616,140.0218846,163.3551532,193.2516076,81.5160336201,96.3227935135,114.7692750596,148.4017568907,164.8562369566,179.0339198129,209.1526121294,229.0902922297,268.2537395995,3171.0248001669,4434.0076384489,6313.7212406926,10348.8793453607,12748.8815710496,14805.9154791923,20064.8692113087,24601.1253049256,31735.3059200206
125,1,4439,5,20,13,0,4211,2,11,13,0,3449,1,7,6,0,2797,0,5,3,0,2419,0,5,0,0,2128,0,3,0,0,1893,0,2,0,0,1655,0,2,0,0,1459,0,1,0,0,1226,0,1,0,0,929,0,1,0,0,340,0,0,0,0,4381,10,30,54,2,4381,10,30,54,2,4381,10,30,54,2,4379,10,30,52,2,4371,10,29,52,2,4350,10,27,49,1,4262,9,23,44,1,4161,8,19,38,0,4030,7,12,33,0,3778,5,8,27,0,2898,2,2,11,0,1902,0,1,1,0,123.7340068644,126.055786398,17203.8630735327,67.3151532,82.2013068,94.4343356,104.5145996,113.84668,125.9580572,141.9420288,160.4179004,184.826752,67.3151532,82.2013068,94.4343356,104.5145996,113.84668,125.9580572,141.9420288,160.4179004,184.826752,104.2889473595,123.8604796584,144.7870189362,158.8096133667,171.4378919081,184.6842293514,209.4555105307,226.1849403467,250.2466373589,5070.9790603157,7105.6569811173,9840.5274464586,11712.1142441706,13653.9102595308,15776.3787796915,19629.0242885392,24076.13146077,29106.6169967267
126,1,4688,57,80,48,2,4188,31,64,46,2,3453,24,53,26,1,2802,15,46,14,0,2393,12,35,11,0,2087,8,30,8,0,1817,7,21,6,0,1568,5,16,5,0,1328,3,11,4,0,1063,2,9,1,0,746,1,3,0,0,179,0,0,0,0,4489,58,152,153,23,4489,58,152,153,23,4489,58,152,153,23,4485,58,152,152,23,4478,57,148,151,23,4455,57,141,149,21,4365,46,128,144,18,4245,40,113,136,13,4101,30,98,125,10,3841,19,66,98,8,2988,8,36,56,5,2011,4,18,30,5,107.9890700954,108.6907547504,14368.2413673315,59.6081294,70.1941042,78.3441894,86.8254758,95.612549,105.2455444,115.4456668,130.036181,161.3780156,59.6081294,70.1941042,78.3441894,86.8254758,95.612549,105.2455444,115.4456668,130.036181,161.3780156,92.5727528048,104.5665698812,112.9475166825,128.1818469433,140.1459907697,151.6578104335,164.4252636164,180.4586453868,228.8216358254,4102.8343320552,5196.302731968,6093.3708362736,7476.6601536414,9432.4835024401,10836.9425405411,12728.4136242136,15358.3886813663,24348.7308485374
127,1,6808,8,82,36,0,5974,3,42,36,0,4976,3,25,19,0,4028,2,15,13,0,3438,1,10,7,0,3036,1,8,6,0,2689,0,7,3,0,2336,0,2,3,0,2000,0,1,2,0,1637,0,0,1,0,1185,0,0,0,0,411,0,0,0,0,6678,7,42,202,5,6678,7,42,202,5,6678,7,42,202,5,6672,6,40,201,5,6656,6,37,198,5,6607,4,29,189,4,6479,3,24,170,4,6311,2,17,152,4,6084,1,11,136,2,5734,1,8,110,2,4467,0,2,43,0,3014,0,0,13,0,113.9414345845,114.9317569805,17857.7943482612,54.2397099,65.3107356,74.8821349,84.6933956,95.1912995,105.8007198,119.6643643,141.65865,180.5393176,54.2397099,65.3107356,74.8821349,84.6933956,95.1912995,105.8007198,119.6643643,141.65865,180.5393176,83.6238332886,97.7145379727,108.7802954995,123.358931405,140.8989857771,155.302800115,173.6291653751,208.6307583767,250.5855081882,3344.3922748592,4569.6990346451,5695.5685794327,7052.558823207,9489.1430735708,11361.2758359068,14041.9021289852,20373.3988257691,29265.093045694
128,1,3203,11,135,31,1,2787,5,74,31,1,2354,4,45,16,1,1930,4,30,3,1,1658,3,16,3,0,1478,0,15,2,0,1322,0,12,1,0,1176,0,8,0,0,1026,0,8,0,0,874,0,4,0,0,675,0,2,0,0,265,0,0,0,0,3061,8,132,174,6,3061,8,132,174,6,3061,8,132,174,6,3060,8,131,174,6,3048,8,126,174,6,3024,8,110,173,6,2937,6,96,166,6,2836,5,78,156,6,2725,5,53,147,6,2513,5,43,131,5,1875,3,14,93,2,1255,2,2,55,1,110.0570637178,114.6854834487,15035.7360210005,51.117676,63.694458,75.024628,86.996094,99.042481,110.743286,126.867095,150.149009,181.930291,51.117676,63.694458,75.024628,86.996094,99.042481,110.743286,126.867095,150.149009,181.930291,80.354319121,98.0658889517,111.6607032027,132.6802525497,146.7288965659,163.6443916651,184.7804636715,222.0640780759,256.2314217883,3075.6295394771,4602.9360819889,5886.7436718506,8458.4456630563,10069.2220434074,12331.1100452997,15649.0705837013,23089.2378076337,30424.1656101871
129,1,4988,19,13,14,0,4739,16,7,14,0,4008,11,6,14,0,3342,9,4,9,0,2937,6,2,6,0,2637,6,2,5,0,2390,6,2,5,0,2151,5,1,3,0,1921,5,1,3,0,1653,4,1,2,0,1307,3,0,1,0,537,2,0,0,0,4939,29,17,40,9,4939,29,17,40,9,4939,29,17,40,9,4938,29,16,40,9,4927,29,14,40,9,4895,27,13,33,9,4762,23,12,31,9,4600,21,11,29,8,4407,18,6,25,8,4051,13,4,21,8,2671,4,2,11,5,1417,1,1,4,5,142.0816026269,142.9017323109,23773.3197170179,72.7616878,89.10679,101.823277,114.4358276,129.0431825,144.8571898,162.8783754,182.8346186,211.3903195,72.7616878,89.10679,101.823277,114.4358276,129.0431825,144.8571898,162.8783754,182.8346186,211.3903195,111.8349268176,144.8085143015,161.5001574516,174.125930212,188.278977943,211.5503553244,228.2486101309,250.6059304583,294.3526646425,5893.598459333,9871.419869744,12069.7336679779,13876.6514030068,15900.0128378862,20828.8207249246,24221.5177036611,28688.5070508631,39170.1853925489
130,1,2614,48,93,93,1,2253,33,36,90,1,1836,25,24,63,0,1494,16,10,42,0,1305,11,8,30,0,1179,8,7,25,0,1048,6,5,20,0,925,3,2,18,0,801,2,2,13,0,677,1,1,8,0,513,0,1,3,0,170,0,0,0,0,2489,69,22,258,11,2489,69,22,258,11,2489,69,22,258,11,2489,69,22,255,11,2477,69,20,250,11,2452,68,16,235,10,2367,58,16,219,8,2275,55,15,198,8,2149,46,12,172,7,1966,41,9,133,7,1370,20,2,60,5,821,8,1,31,3,120.8903221281,124.8105001685,19242.6731213348,54.4979124,66.7689732,78.6472476,91.4207648,103.916195,117.2809904,134.5247316,160.2164914,199.8590942,54.4979124,66.7689732,78.6472476,91.4207648,103.916195,117.2809904,134.5247316,160.2164914,199.8590942,84.0226977271,99.5908337948,113.5709858594,138.2471577301,152.787266789,171.7630312014,199.668501845,238.703918624,292.6769362706,3340.6829009452,4671.0647349302,6081.617093832,9146.3705270023,10938.7532910258,13741.2842897998,18022.3031611113,26429.9233546542,38408.519393421
131,1,2003,3,36,46,0,1835,1,11,46,0,1501,0,9,24,0,1193,0,5,15,0,1032,0,2,10,0,908,0,1,6,0,797,0,1,6,0,711,0,0,4,0,625,0,0,3,0,542,0,0,3,0,415,0,0,2,0,153,0,0,0,0,1951,2,16,114,5,1951,2,16,114,5,1951,2,16,113,5,1950,2,16,113,5,1948,2,14,105,5,1926,2,11,98,4,1873,2,7,90,2,1792,2,6,76,2,1701,1,3,60,2,1548,1,1,41,2,1030,1,0,12,0,543,0,0,3,0,119.3334136102,119.6313538932,16404.7988327411,58.8222677,73.734253,85.7168059,99.0768124,110.9870905,123.8672148,140.881219,160.9747832,184.982321,58.8222677,73.734253,85.7168059,99.0768124,110.9870905,123.8672148,140.881219,160.9747832,184.982321,92.8960305392,107.9666136096,126.2459650581,148.0746366758,164.5620924251,181.3094531466,207.0236535851,227.4608715716,247.986939006,4102.2834901918,5491.5706673728,7429.5349252679,10377.6461168316,12695.6420374268,15507.5670966671,20275.751670089,24581.2018640589,29561.0885465849
132,1,7515,11,7,18,2,7277,8,2,18,2,6180,7,2,14,1,5138,4,1,11,1,4454,3,1,9,1,3975,3,1,9,0,3578,3,1,7,0,3210,2,1,4,0,2836,1,1,3,0,2422,1,1,3,0,1840,0,1,2,0,699,0,0,0,0,7471,21,6,45,10,7471,21,6,45,10,7471,21,6,45,10,7470,21,6,45,10,7468,21,5,42,9,7451,19,5,41,8,7324,14,4,39,6,7195,10,3,36,6,7031,9,2,31,5,6719,6,1,30,4,5359,3,0,11,1,3629,1,0,5,0,122.6318236386,122.5873522506,15786.4772415296,77.4966066,89.7063462,98.7960758,106.5361814,115.411438,124.4610354,136.219153,151.6612182,175.1777708,77.4966066,89.7063462,98.7960758,106.5361814,115.411438,124.4610354,136.219153,151.6612182,175.1777708,117.4631044288,140.4523015155,150.9405059516,160.602996311,170.1191606566,179.3282522079,189.7389582942,211.6886209694,231.698686184,6481.2246514422,9320.804192105,10643.9007109503,12119.7685409254,13516.9099966379,14949.6460499508,16634.6191005232,20860.8757928085,25293.6506475683
133,1,4219,68,8,29,4,3865,57,4,28,4,3269,48,2,23,2,2739,35,1,13,1,2419,27,0,10,1,2143,24,0,8,1,1912,22,0,6,1,1701,18,0,4,1,1470,12,0,4,1,1189,8,0,2,1,881,3,0,2,1,228,0,0,0,0,4148,106,9,51,14,4148,106,9,51,14,4148,106,9,51,14,4145,106,9,51,14,4138,105,9,48,13,4115,100,9,45,11,4004,82,7,40,8,3886,72,5,36,8,3744,59,5,33,7,3489,43,3,26,5,2606,17,2,18,3,1511,10,1,9,2,140.1435205434,143.2011051527,23356.0025121762,70.3164924,86.3023192,99.9755554,113.9454276,126.901238,142.6219304,161.3808229,181.9247044,210.1092651,70.3164924,86.3023192,99.9755554,113.9454276,126.901238,142.6219304,161.3808229,181.9247044,210.1092651,109.4601300233,138.1310030485,156.5287625789,172.2421308256,187.0673535539,213.4078071187,230.6962502374,251.6512836046,300.9271025195,5565.9534094128,9056.4407019042,11208.8309092722,13700.9964880002,16175.7588667509,21232.2057342729,24989.3599624496,29324.4713139408,41187.3318396111
134,1,2060,119,194,268,3,1672,63,74,263,3,1426,47,54,183,3,1180,27,36,112,1,1026,22,24,77,1,915,14,17,59,1,799,11,14,44,1,706,9,11,29,0,618,7,6,22,0,508,5,4,13,0,389,1,4,7,0,123,0,0,1,0,1831,94,32,671,16,1831,94,32,671,16,1831,94,32,671,16,1827,94,31,671,16,1816,91,28,669,16,1784,90,20,664,16,1695,81,19,637,14,1602,70,16,618,14,1498,59,12,581,12,1307,36,7,526,12,808,16,0,350,8,406,5,0,201,4,99.7713446191,103.9471995567,12854.3650366301,46.8911131,57.7601898,67.0190309,76.1772004,85.925127,97.1793994,111.9129426,130.610681,168.1100192,46.8911131,57.7601898,67.0190309,76.1772004,85.925127,97.1793994,111.9129426,130.610681,168.1100192,73.902689772,88.6006672103,100.1140437328,109.855542269,126.4206328023,147.2810386049,167.8043848386,192.143779709,236.8343917427,2573.3350866659,3741.7048091736,4726.2222783222,5700.3149432908,7352.36019603,10091.9563283719,13130.1333043923,17197.9144498933,26043.1901778143
135,1,482,19,34,118,1,429,12,4,115,1,355,6,2,57,1,282,2,2,36,1,243,1,2,23,0,209,1,1,21,0,178,1,1,15,0,153,1,0,11,0,134,1,0,7,0,112,0,0,4,0,82,0,0,2,0,31,0,0,0,0,446,18,0,187,3,446,18,0,187,3,446,18,0,187,3,445,18,0,187,3,445,18,0,184,3,434,18,0,179,3,411,15,0,169,3,381,12,0,161,2,348,8,0,148,2,308,6,0,123,2,188,0,0,56,1,118,0,0,17,1,132.7844158532,134.1634924541,23921.0131123759,40.0734942,50.348832,66.4499191,91.139981,118.822968,143.33255,170.3371524,193.4606174,234.0240277,40.0734942,50.348832,66.4499191,91.139981,118.822968,143.33255,170.3371524,193.4606174,234.0240277,59.7184726354,74.4751263934,98.8718681063,146.9589099478,185.5207790582,225.0144634897,244.2368369838,274.601453234,325.7115159828,1730.2717978286,2572.4947717458,4525.5784560609,10334.0114945177,16077.4479942782,23584.6017376101,27996.8027073392,33657.4971850842,48991.4238717084
